Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.0303511163725242,0.0230175235503363,0.0462853205888527,0.0166046979673457,0.0117416327952534,0.000489871329985644,0.0105364115902642,0.137656187258319,0.333927672339131,0.00426632445865787,0.0340412027271334,0.00829135432786501,0.0366272255383961,0.0189257273210598,0.00358068110901375,0.0678791897494021
DEL,C,1,1,0.00610376939816778,0.025976113752886,0.0148486106503328,0.0335879901932875,0.00234498661967149,0.000585122998071689,0.00248779791035885,0.153033392891114,0.0975506091129542,4.45031925407806e-05,0.019378749584091,0.00915566102179984,0.0233607149781873,0.0289682501601545,0.0045240104245165,0.317189010069234
DEL,C,1,2,0.00845090554466607,0.0279521663991594,0.0071106974588392,0.0224374595594487,0.00322214578990242,6.77977698197884e-06,0.00036548761760849,0.212136488737435,0.00239368881947712,4.06312140362967e-06,0.00271397850688112,0.0028131632762573,0.00252253734790335,0.0264620242941269,0.000130479915536901,0.135427041850268
DEL,C,1,3,0.000857096783138718,0.012492664572575,0.00486138769977792,0.0128520650692615,0.00176986424011772,0.0018805631323983,0.000822754129648545,0.071405807382632,0.0109655682174102,0.00236788037029283,0.00565287622000259,0.00240267135819915,0.00603030649285364,0.0155004101995635,0.0135274136953415,0.0560182168884023
DEL,C,1,4,0.0025631723938527,0.00296145238009671,0.00407139860306556,0.00147040624430266,0.00243680458951394,0.00082584815656179,0.00182332590306965,0.0436092082997756,0.013101036130297,0.00354959518224472,0.00105073516721662,0.00344772889998179,0.001935523100876,0.00364476184547063,0.00556332053460917,0.0406691262550133
DEL,C,1,5+,0.00187696236876177,0.00217619143554534,0.0014538018970514,0.00167961160553571,0.0023246433525437,0.00269129883127692,0.00340345147841612,0.0255050916331184,0.000640788031987426,0.0143098896521258,0.000589359920166832,0.000761106897673224,0.000839193734856079,0.00341697194968115,0.0196644025735188,0.0221753007127323
DEL,T,1,0,0.00267950573182668,0.0867310209826295,0.0393372152207587,0.0738667417281672,0.00800792974480024,0.00139305496418199,0.0199928407811029,0.0283147176352247,0.105727475915258,0.00694645330618543,0.0286687905276457,0.0161421326642229,0.0382247663165726,0.195737089690282,0.0103736351164818,0.034939030737144
DEL,T,1,1,0.000836896730159574,0.109912478824861,0.514103602512017,0.0918953162349442,0.0034235744975528,7.84303619983784e-06,0.000597260510998499,0.00862423549470524,0.0388639249229449,3.95313414881394e-06,0.0110675809869104,0.00868589698285864,0.00789429232891942,0.0753865123518021,0.000102726432763912,0.0207414746478638
DEL,T,1,2,0.00950493103208766,0.11319251088125,0.0188795953754076,0.199121966888268,0.0056742533743901,0.000314541520744108,0.00822798528560848,0.0110500240006052,0.0845313514744655,0.00706603614810577,0.00906296275160044,0.0189790630305244,0.00805262238808867,0.0831436449108127,0.0111798352445332,0.00845286238770257
DEL,T,1,3,0.0213627718220603,0.107899173972048,0.0556547238067944,0.0569557497939417,0.00629850322590322,0.00202163418437928,0.015983058728175,0.0150398987474686,0.106212192326354,0.0180656223066437,0.0103079516770636,0.00595942422353914,0.00830572203056987,0.0758876307900946,0.0120112833326074,0.0101596590673011
