Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 1),W.2 (ID3 0.995),W.3 (ID9 0.994),W.4 (False Positive) (ID14 0.889),W.5 (ID2 1),W.6 (ID5 0.998),W.7 (ID11 0.997),W.8 (ID6 0.996),W.9 (ID13 0.985),W.10 (ID8 0.999),W.11 (ID1 1)
DEL,T,1,4,1.80342057955109e-164,0.0135040806591182,0.104741473274026,0.0122462559424011,0.0471114429914099,0.0552973775198325,1.07085052387697e-208,0.0186638389907083,9.86178466880621e-07,1.3701755560283e-28,0.00428118714269352
DEL,T,1,5+,1.56430827650005e-168,0.00875026779947696,2.0252675981633e-68,2.17685649732849e-96,0.814301189751933,0.0317706339633377,1.66244150267189e-192,5.36802447948449e-10,2.23902485668239e-87,0.00997864237271253,3.62870237289884e-14
INS,C,1,0,0,0,0,0.692525225133072,0,0,0,0,0,0,0
INS,C,1,1,0.000246364455932988,0.000648951547957601,0,0.0180747670314293,0.00021324466411122,1.51284083793407e-70,0.193810365824978,0.00203623806415772,0.001249866395665,2.18179501510526e-25,0
INS,C,1,2,0,0.00129812670756635,0,1.93186558304383e-76,1.91128058563825e-05,0.0030557153524211,0.10469627122072,0,3.53083758526699e-164,9.56528601040094e-05,0
INS,C,1,3,0.000221136293142117,0.00682586452214051,0,0.00193389906779353,0.000461435698759881,7.9786827558207e-05,0.0376331314574708,0,0,0,0.000676318635093019
INS,C,1,4,0,0.00792007369057552,0,0.00155698097596838,0.00295337529961072,0,0.0130127304419405,4.64265402766053e-05,0,0,0.00162616177594552
INS,C,1,5+,0.000148056854406675,0.00748540345507927,7.3883712465441e-273,0,0.00909483970666859,0.000405742099439386,0.00157819787267433,0,0.000803132226766156,1.40300744495592e-07,0.0239513771983635
INS,T,1,0,0.000139122721411368,0.0190425466380953,0.00991658739024008,0.0480657863686108,0.00132858915141869,0.00652231186754619,1.32345935586946e-196,0.00648368018174194,0.0559067687161789,0.00358573471608022,0.00229108138124613
INS,T,1,1,0.000288442387234383,0.0446750124966691,0.0116616951078644,0.00197453394100788,0,0.0122416598972273,0.333441214283687,7.51075427849728e-59,5.89756906414524e-34,0.00245454700208368,0
INS,T,1,2,0,0.0429788181209717,0.00158052493135173,0.00140029080502892,0.00066602285183183,0.0303689769820569,0.162748376613103,1.21920785776694e-80,3.33908797571797e-157,8.26875392783337e-298,8.33565694449274e-05
INS,T,1,3,0,0.0264758228895168,0.000907896310536385,0,0.00108541687161794,0.0193877246694876,0.106068323411737,0.00065124653519616,0.00960044206497179,3.12135869152895e-66,0.00422524289380203
INS,T,1,4,1.51204193044027e-160,0.00606902311168144,0.000378881359002368,3.14665561398486e-39,0.00349567911889525,0.0118173884567926,0.0466119887914854,0.00094516528665071,0.0146534522136557,9.30510544164205e-24,0.01675221318222
INS,T,1,5+,1.64430928622318e-124,7.49690707832017e-10,3.17044966841165e-29,4.36579301412059e-65,0.00317021213519007,0.000874309212196539,1.1423950561372e-224,3.98531753560416e-12,2.08562574715455e-101,0.0120158379280415,0.898169418595195
DEL,repeats,2,0,0.0731496609034504,0.00663289858110957,0.0118195598098798,0,0.000139165538605476,0.0290640556360173,7.13700423998235e-261,0.000947224031208416,0.0249859373738896,0.00879669282263423,0.000542724943255098
DEL,repeats,2,1,0.236772500972304,0.0090296097557333,0.00218880272477963,0.00720129532666663,0.00347640774988072,0.0248399364965675,2.7308942259454e-222,0.00103879929780528,0.00192744360442847,0.0110918425314115,0.000868920254786538
DEL,repeats,2,2,0.0567832468623286,0.0129902119642064,0,0.00337055134337056,0.00184412570322388,0.00466819161387479,5.37407839547892e-232,0.00250986811598341,0.00354495562992647,7.31990318432112e-280,0.000304003060660477
DEL,repeats,2,3,0.0137731915951591,0.00780608441845466,0,0.000543869574652272,0.000764155666726087,0,0,6.26568426659394e-05,0,0,0.000262452432583409
DEL,repeats,2,4,0.00333584462640285,0.00370509645386429,0,0,0.000881588159468627,0.000659938543674822,0,0,0,0,0
DEL,repeats,2,5+,0.00112296741791999,0,0,0,0,0.0227731784538657,4.31816473080833e-286,0,0,0,0
DEL,repeats,3,0,0.00460628305675553,0.000381670665757842,0.00235476005780363,0.00127370392704072,1.36761633023155e-05,0.0176971378501494,4.70010008926296e-271,0.000146369029653523,0.000508727664995206,0.0116146235976904,8.73675636269248e-05
DEL,repeats,3,1,0.0997242179598302,4.78222428785806e-05,0.0040943331487489,0.00403704301973139,0.00496124970635159,0.00596741587318331,7.44864082127735e-179,0.00572367641292643,1.49300760192647e-95,0.00135830204829765,0.0048868898805757
DEL,repeats,3,2,0.0234863555587425,0,0.000450468274096703,0.00132846043916467,0.00237427901374126,0.000720698747498202,0,0.000552027687680048,0.000379913464600715,0,0.000397038659948056
DEL,repeats,3,3,0.00421578266906347,0,0,0.000611657806085463,0.000456120006535657,0.000218059829726598,0,0,0,0,0.000156909410270325
DEL,repeats,3,4,2.21766574304025e-07,0,0,0,0,0.00616296248612424,0,0,0,0,0
DEL,repeats,3,5+,0.00038494531861291,0,0,0,0,0.00887255419845996,0,0,0,0,0
DEL,repeats,4,0,0.00715393580273653,2.65298728652063e-05,0.00108755542725218,0,1.40242536669706e-05,0.0111815528787249,5.7334690586174e-291,0.0019628554842586,0.000664569879470234,0.0070876514263373,4.96138775253303e-05
DEL,repeats,4,1,0.0656449713378875,0.000770460959112788,0.0042918725337422,7.51758893460511e-184,0.00210481556746783,0.00271268009916845,1.37485145124252e-116,0.00289292506126869,0,0.00182992468275308,0.000750197401903781
DEL,repeats,4,2,0.015695290776771,0,0,0.00070456284588042,0.000520269707413193,0,0,0.000162989740651223,0,0,0
DEL,repeats,4,3,0.00418639130021719,0,0,0,4.81330734225428e-06,0.00413233958080135,0,0,0,0,0
DEL,repeats,4,4,0.00011717637732111,0,0,0,0,0.00487805858154544,3.29116170393923e-185,0,0,0,0
DEL,repeats,4,5+,0.00026808660783998,0,0,0,0.000204610699959006,0.00118926276843121,0,0,0,0,0
DEL,repeats,5+,0,0.00290214455711345,0.000275781321587602,3.17502623908401e-300,0.000717416640488384,0,0.01227274571581,2.84540344063389e-210,8.35348514430195e-46,0.00814651486025447,0.251886664223646,0
DEL,repeats,5+,1,0.0170280803608272,0,0,0.000340108482630422,0.00300897684805918,0,0,0.00895772697932029,0.00430840320334925,0,0
DEL,repeats,5+,2,0.00301330890503408,0,0,6.12607323859743e-288,0.00042316692115144,7.16764141193056e-05,0,0.000123695227193121,0,0,0
DEL,repeats,5+,3,0.0008535817388085,0,0,0,0.000144302694981484,0,0,8.39476034334126e-06,0,0,0
DEL,repeats,5+,4,5.66507479100477e-05,0,0,0,7.5916701992791e-05,0,0,0,0,0,0
DEL,repeats,5+,5+,6.48347535455777e-05,0,0,6.93313614380309e-05,2.8127436873529e-05,9.21695964181057e-05,0,0,0,0,0
INS,repeats,2,0,0.00036362425859648,0.00245419764418166,1.78900467614678e-112,0.0361610091539601,0.00033772430659102,0.00670305690599931,5.1644302921479e-296,0.00218125298064977,0.0144209043940819,0.00136206090478143,0.000369825947286512
INS,repeats,2,1,0,0.00232827656476874,0.00172468158160151,0,0.000263195578482843,0.0193205838090563,3.79902711356552e-270,0,1.66756310721198e-05,0.00136703592407992,0
INS,repeats,2,2,0,0.00101694000261885,0,0.00160579685962187,0.00105826536418386,0.00770959428710481,0,0.000712407871395403,0.000138052708241956,0,0.000123478449932799
INS,repeats,2,3,3.73879009047275e-05,0.000942775235438056,0,0.00127333231782334,0.000407589560818995,0.00124029250941122,0,0.000163221612431412,0.000966838869405284,0,0.00039142136468603
INS,repeats,2,4,0,3.11174394004801e-05,0,0.00325439419105285,0.00201680371818128,0,0,0,0,0,0.00271430955637647
INS,repeats,2,5+,8.7359093936276e-05,0,1.04291073906257e-198,0,0.0137489961871528,0.000946282524724693,5.60037314458422e-256,0.0001734399398216,0.000575667241540837,0.00170593526570368,0.0175509955734093
INS,repeats,3,0,0,0,0,0.00998547065052542,5.42911351521599e-05,0.00425401058305197,4.67263138718192e-201,0.00142856748278372,0,0,0
INS,repeats,3,1,0.000313755977134271,0.000205214023493418,0,0.00383286498991448,0.00124044741782305,0.00680348535759088,0,0,0.00423420599039638,3.60268679476136e-128,0.000183675034602131
INS,repeats,3,2,0.000430219512942827,0,0,0.000187607358052821,0.00021156157926817,0.000797401297668149,0,0.000592972271227087,0,0,0
INS,repeats,3,3,0,0,0,0.000287686884891602,2.28845804253121e-05,0,0,9.76269980407913e-06,0,0,4.78653974167651e-05
INS,repeats,3,4,0,0,0,0.000830759577023994,0.000149364485118683,0,0,0,0,0,0
INS,repeats,3,5+,0,0,0,0.00334047373369652,0.00202111677958695,0,0,0,0,0,0.000571004702970604
INS,repeats,4,0,1.88551765019198e-236,0,0,0.00901887050053093,1.2819182517708e-05,0.0028436964876678,0,0.00180128046342365,0.00123046177893746,3.63986581907966e-05,0
INS,repeats,4,1,0.00121399650393729,0.000139242237617789,0,0.00162262790553744,0.00121578761969829,0.00394891729166064,0.000132749807798321,0.000384902250575834,0.00293963409495465,0.000856253448677566,0.000671936061243927
INS,repeats,4,2,7.03660340502221e-05,0,0,2.37408329350371e-05,2.07567719821045e-05,7.10255077671482e-06,0,0.000185359614351408,0,0,2.81427531755012e-05
INS,repeats,4,3,0,0,0,0.00131821859197436,0.000158893848867305,0,0,5.46049651051499e-05,0,0,4.81168724797225e-06
INS,repeats,4,4,6.50842527239745e-05,0,0,0.00245752010434044,0.000300239137682809,0,0,0,0,0,7.29631088069098e-05
INS,repeats,4,5+,6.15601595789294e-05,0,0,0.000130917082796767,0.00226512994394048,0.000521942477199459,0,0,0,0.000207594134409898,0.000738007877225637
INS,repeats,5+,0,0,0,0,0.00400403537556629,0,0.00509503822183554,9.77221080187363e-100,0.0100925961818498,0.00276530662391942,0,0
INS,repeats,5+,1,0.00211550299322923,7.3863544450519e-05,4.11231547344685e-09,0.0392644229390534,0.000128723323966397,0.00490628023982587,9.97986717013556e-125,0.00513537843386081,0.0178065318315033,0.00980320193333556,0.00147174879462179
INS,repeats,5+,2,0.000103629458018266,0,0,0.000838177053016789,2.50848609300639e-05,0,0,0.00132657582789682,0,0,0.000117429392997537
INS,repeats,5+,3,0,0,0,1.66880704485762e-308,0.000125221884664596,0,0,0,0,0,5.58832167039794e-05
INS,repeats,5+,4,0,0,0,0,2.20590911145804e-05,0,0,0,0,0,0.000113096565727148
INS,repeats,5+,5+,5.4522910614321e-05,0,0,9.22185775911027e-06,0.000135150715491472,0.000183056139533032,0,0,0,0,1.79817870737393e-06
DEL,MH,2,1,0.193970841689723,0.00725284264897644,0.00249230790915608,0.00213561703969374,0.000113587096691157,0.029598520430912,3.49257726433981e-259,0,0.0084993188185142,0.00489525647800767,0.000864636033269417
DEL,MH,3,1,0.00671107855314533,0.000232018551441128,0.00222143337521999,0.00207338602864972,0,0.0135013301265015,7.19380828848932e-199,9.70961843282263e-05,8.17341969533533e-279,0.00990992845205426,4.47899473371842e-05
DEL,MH,3,2,0.0504943089622303,0.000217034194239177,0.00130771750739586,0.00366311797852719,0.00292248720360735,0.00912536281906355,2.59250815288187e-156,0.00448086254041322,0,0.00452044940985835,0.00141569088759852
DEL,MH,4,1,0.0109757582811364,0,0.00177811923187972,0,0.00015055142675246,0.0089533551023817,5.8985490343529e-299,0.00250111788943159,8.0416683526093e-54,0.00609853589398596,7.60772975042675e-101
DEL,MH,4,2,0.0306909862135591,0.000282598042419234,0.00286568906825138,0.0010236495211248,0.000559542080239294,0.00617903241671975,0,0.00983392892462643,0,0.00143198110381307,2.32838853809175e-06
DEL,MH,4,3,0.0505215126365383,1.80453524961505e-05,0.00179109936424715,0.00279268315044039,0.000688733031222981,0.0036414676677945,0.000266650274406266,0.00535133807119543,0,0.00110465138506634,7.90312702654656e-69
DEL,MH,5+,1,0,6.02326563323494e-50,1.3639401683662e-162,3.53284005660949e-66,0.000569027145698571,7.06953761399867e-15,6.5446586444699e-217,0.054924366803161,1.22873748545576e-210,0.296866697833605,6.89047649307084e-208
DEL,MH,5+,2,0,0.00109942521607679,8.07593201429184e-250,0.00232778648732388,3.65842090033967e-05,0.00255705684202017,5.67410031508848e-230,0.278651562633506,3.83476808702539e-40,0.130636173281419,0
DEL,MH,5+,3,0.000166591452798048,0.000553529261008836,4.82070349448926e-277,0.000583280429740735,1.23455814612366e-184,0.00454373446738131,1.79742817391586e-215,0.244494722246571,8.92911660840926e-241,0.0484452483085883,0
DEL,MH,5+,4,0.00318072003718689,0.000502170532009271,1.24894061418728e-175,0,0.000436229130479642,0.00117237663811574,3.27685204383652e-267,0.137007847244141,0,0.0168795975989402,1.92247455140016e-290
DEL,MH,5+,5+,9.22708349977033e-175,1.71833011294703e-95,0,0.000541500400548555,0.00234319360825768,5.53659905428011e-37,2.7985030888228e-57,0.112463521477648,0.0178513248598014,0.0132547129987952,0.000670449621860542
