Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
DEL,repeats,2,1,0.00123184768938604,0.00119925049347366,0.0250556610946445,1.62993909367729e-33,0.000148491079913265,0,0.237435700507696,0.0118186655973175,0.00195263186780721,0.00330449096438552,0.00962680278510208,0.00542450491975388
DEL,repeats,2,2,0.00231883622784749,0.00349495333892567,0.00482939379539315,0,4.12907217194698e-09,0,0.0577884808964517,5.37632320383144e-277,0,0.0018455412358675,0.0139747450580343,0.00308218008685997
DEL,repeats,2,3,0.000200865635011282,0,0,0,0.000105321357600472,0,0.0142527829578734,0,0,0.000779590792229559,0.00834877960903642,0.000703252305543266
DEL,repeats,2,4,0,0,0.000385543068942369,0,0,0.0213499539740876,0.00276587452713695,0,0,0.000865541495297838,0.00421188327584706,0
DEL,repeats,2,5+,0,0,0.0219543673500959,0,0,0.252661983425773,0,0,0.00378629801624245,0,0,0
DEL,repeats,3,0,5.05797076365533e-27,3.98185427347179e-08,0.0178163408797457,0.00165526395640781,7.07149196477119e-05,0,0.00503283406586521,0.0122284267872635,0,1.15156288670069e-05,0.000102910213918475,0.0011572751312956
DEL,repeats,3,1,0.00560866020309852,2.69903221075634e-109,0.00591900726728514,0.00367974875047419,0.00472433162117743,0.00135607281675713,0.100768481065833,0.00150006496336297,2.84474232746197e-47,0.0048674137275453,3.04762001580596e-123,0.00284183899665768
DEL,repeats,3,2,0.00076204760235913,0.000762649532707887,0.000638175557565725,5.6903787418943e-109,0.000419835025694475,0.00371086435539167,0.0237776626457138,0,2.52033708144286e-05,0.00235131208082074,0,0.000997978912457854
DEL,repeats,3,3,0,0,0,0,9.49956542909767e-05,0.0157700548055062,0.00451106529880077,0,0,0.000459074852658757,0,0.000641707245533518
DEL,repeats,3,4,0,0,0.00582752155184622,0,0,0.0700010469113853,0,0,0.00026302408764142,0,0,0
DEL,repeats,3,5+,0,0,0.00860270628237467,0,0,0.097080632802059,0,0,0.000838457295956993,0,0,0
DEL,repeats,4,0,0.00206954685368285,0.00032703325892434,0.0112742468198232,2.81405556586138e-44,2.71261732782346e-05,0,0.00776014067748194,0.00743455551311559,0,8.29922545131132e-06,8.07941232291193e-238,0
DEL,repeats,4,1,0.00290558310634214,0,0.00275973462631908,0.00386141664914358,0.000508262404225008,0,0.0659839833785536,0.00193353222287985,0.00015436135864204,0.00206780497521921,0.000480310064059821,0
DEL,repeats,4,2,0.000289726985416715,0,0,0,0,0,0.015385695403284,0,0,0.000473194051549692,0,0.000441155111269822
DEL,repeats,4,3,0,0,0.00385376463804723,0,0,0.0400988561566453,0.00329712833462302,0,0,6.27191110626621e-07,0,0
DEL,repeats,4,4,0,0,0.00459494713383986,0,0,0.054193323266164,0,0,0,0,0,0
DEL,repeats,4,5+,0,0,0.00100149594132548,0,0,0.0245540746411279,0.000106470719359982,0,0,0.000202346102267291,0,0
DEL,repeats,5+,0,1.20200737261269e-46,0.00429304517962307,0.01251948712426,1.19475058787338e-245,0,0,0.00171921093894642,0.259839940767394,0.000821575691536937,0,8.53055993322473e-05,2.91827390791162e-35
DEL,repeats,5+,1,0.00863281250632338,0.00447437585076872,0,0,0,0.00908540961241454,0.0170650193381893,0,0,0.00298691080695814,0,7.17036346183154e-69
DEL,repeats,5+,2,0.000264958675831765,0,0,0,0,0.00789823869981511,0.00212146172534794,0,0,0.00040923875051196,0,0
DEL,repeats,5+,3,0,0,0,0,0,0.00028760687249622,0.000640318751433885,0,0,0.00014405270028153,0,0
DEL,repeats,5+,4,0,0,0,0,0,0,4.05465462646531e-05,0,0,7.46154408970166e-05,0,0
DEL,repeats,5+,5+,0,0,0,0,1.63476766223592e-06,0.0085302738636652,9.13594425848496e-06,0,0,2.56197115033619e-05,0,4.16150471943581e-05
INS,repeats,2,0,0.00210567957574253,0.0140105810015034,0.0068441941172646,0,0.000294281067437849,0.0131687463586664,6.41106520528876e-171,0.00151116354474689,0,0.000350015470405001,0.00248059752620729,0.0376786490989452
INS,repeats,2,1,0,4.78158015095622e-172,0.0194829841746387,0.000395739676109152,0,0.016204424195372,0,0.00134960332016343,0,0.000262533181529861,0.00236475247075505,0
INS,repeats,2,2,0.000743530812479432,1.80708391627973e-202,0.00779365628087479,0,6.02373482167923e-05,0.00970549534068346,0,0,0,0.00107167694267098,0.000983399672164018,0.0018713076674587
INS,repeats,2,3,0.000361967930154273,0.00066439105676896,0.00115221367642135,0,0.000288254432405207,0,1.06441314981807e-05,0,0,0.000428689498091201,0.000994685218082162,0.00128848853102099
INS,repeats,2,4,0,0,0,0,0.0027891005729722,0,0,0,0,0.00200618825917456,1.01570570627975e-213,0.00310493101447263
INS,repeats,2,5+,0.000299277411704235,1.38828316026807e-14,0.000904266351954467,1.10490861182424e-112,0.018051932628802,0.0252290030991635,1.36532408635953e-90,0.00142551225521223,1.22171336353991e-230,0.0136895661890863,0,0
INS,repeats,3,0,0.00145868435802591,0,0.00413468052047109,0,0,0.019889049461276,0,0,0,5.46573113563805e-05,0,0.0103645632532616
INS,repeats,3,1,0.000130519781453274,0.00391811790380955,0.00680444690480317,0,9.24659264350107e-05,0.0203332228798657,0,3.72285961148432e-228,0,0.00126988649844338,7.05868198525514e-05,0.00400303858303352
INS,repeats,3,2,0.000716854910233057,0,0.000712367610836001,0,0,0.00201104744397864,0.000349312177810528,0,0,0.00020810063688634,0,0.000208219212536735
INS,repeats,3,3,8.1112275597353e-06,0,0,0,6.77116183629379e-05,0,0,0,0,1.94119093368691e-05,0,0.000286138200650049
INS,repeats,3,4,0,0,0,0,5.35542524187559e-118,0,0,0,0,0.000151916925488623,0,0.000665115655003308
INS,repeats,3,5+,0,0,0,0,0.000753267751694712,1.01441684567128e-109,6.22574929116336e-06,0,0,0.00200743141027362,0,0.00307344816562147
INS,repeats,4,0,0.00171667179939284,0.00123552451632751,0.00265057780490222,0,0,0.0122208275754269,0,0,0,1.3118924147804e-05,0,0.00942709135527708
INS,repeats,4,1,0.000470934379087396,0.00293587233968508,0.00383912254971578,0,0.00065922239632307,0.0277807595537811,0.00113585465587131,0.000870153666017538,5.94341624455055e-284,0.00122369419356682,6.78783777377377e-05,0.00168469051222622
INS,repeats,4,2,0.000287121543188635,0,0,0,2.94983730157393e-05,0.00129934009531983,5.29387894432974e-05,0,0,2.13954750093953e-05,0,5.64505340985364e-82
INS,repeats,4,3,8.65473191348437e-06,0,0,0,2.00456861850021e-05,0,0,0,0,0.000159515833834979,0,0.00116512595480496
INS,repeats,4,4,0,0,0,0,6.23221073938525e-05,0,4.07656293459025e-05,0,0,0.000299757011080471,0,0.00260505582947299
INS,repeats,4,5+,0,0,1.34975017324953e-80,0,0.000835224333754654,0.0428568953082445,0,0.000341198140020398,0,0.00225590258946759,0,4.98497180517193e-175
INS,repeats,5+,0,0.00995912888235281,0.00214000369138961,0.0048924659065667,0,0,0.0315278311317693,0,0,0,0,0,0.00413802092299297
INS,repeats,5+,1,0.0051997527815583,0.0188580833144916,0.00443450191099511,1.181211109123e-32,0.00146993422189795,0.111114556021163,0.00156335884409191,0.00990136280554776,0.00078474650500749,0.000128121566510896,0.000187545197918879,0.0408041377648865
INS,repeats,5+,2,0.00140729107898923,0,0,0,0.000124509541632458,0.00172916687419657,9.89339003695355e-05,0,0,2.87456988932571e-05,0,0.000719592005468527
INS,repeats,5+,3,0,0,0,0,5.72279824337821e-05,0.00043667179175377,0,0,0,0.00013295132779835,0,0
INS,repeats,5+,4,0,0,0,0,0.000115705027517435,0,0,0,0,2.61349622159887e-05,0,3.77926924883044e-05
INS,repeats,5+,5+,0,0,0,0,1.54020398931684e-05,0.0122254578585494,3.53833824420424e-05,0,0,0.000137321855146011,0,0
DEL,MH,2,1,0,0.00750763993967389,0.029746763650948,0.000283558134316173,7.39541326296765e-05,0,0.197355909641009,0.00600932996795964,0,3.52204500123659e-18,0.00751663031289949,0.000977453358669503
DEL,MH,3,1,9.22120152911357e-05,0,0.0136382912186405,0.00203587782336352,1.45982680696849e-05,0,0.00704618039301206,0.010219512704007,0,0,1.75706435490618e-83,0.00201992301144663
DEL,MH,3,2,0.0046048269123623,0,0.00920660152138764,0.000329664580093214,0.00128594330399047,0.00513896128068258,0.0512938239103862,0.00486622212743536,0.000198643469787105,0.00288004847201296,8.83897590469519e-05,0.00297689359223404
DEL,MH,4,1,0.00265623392536154,2.25231203105527e-77,0.00909462321732264,0.000603615886349364,6.57516199191399e-279,0,0.0114368969060214,0.00642568162180188,0,0.000133762481154079,0,0
DEL,MH,4,2,0.0100964440346525,0,0.00644916372465952,0.00247065405936685,0,0,0.0305921827107733,0.00103263110020586,0,0.00049802122358204,2.19714857069496e-105,0.000695761718943329
DEL,MH,4,3,0.00549547780101022,0,0.00370493210637414,0.00107868958801016,0,0,0.0508003459800435,0.000835183991907196,0.000316514386878416,0.000598213401206685,1.84786150192028e-25,0.0024264195659417
DEL,MH,5+,1,0.0551720781133961,0,6.33382250785148e-15,0,4.99635027416533e-288,0,0,0.305712789214802,0,0.00055627448721627,3.80989117898113e-99,7.53909518670234e-237
DEL,MH,5+,2,0.279382652262741,4.06732839089216e-141,0.00229745060453999,0,2.00349215948107e-303,0,0,0.134051133287474,0,3.47811574673616e-05,0.000757935198149703,0.00173892732270085
DEL,MH,5+,3,0.244933715013816,1.11653278479017e-308,0.00444507179892915,0,0,0,5.81798940105127e-112,0.0494006161658071,0,1.70975593715496e-162,0.000296734443465711,0.000129231129830642
DEL,MH,5+,4,0.137333584206541,0,0.000797967021819315,0,0,0,0.00317120108325045,0.0175936442095378,0,0.000418710742791139,0.000407294591411891,0
DEL,MH,5+,5+,0.11291802093973,0.0178301015385311,1.11253720172105e-308,0,0.00052612515769715,0.0204699893619446,0,0.0129159487678025,0.000227860596068886,0.00238407483407153,0,0.000521811251118041
