"ex.sig","ref.sig","sim"
"hdp.6","SBS1",0.999403428399822
"hdp.2","SBS2",0.999957498082323
"hdp.13","SBS3",0.998234476302943
"hdp.12","SBS4",0.998419023219751
"hdp.3","SBS5",0.999535512561559
"hdp.1","SBS7a",0.99866054046933
"hdp.10","SBS7c",0.999540083529087
"hdp.16","SBS7d",0.996433855605032
"hdp.9","SBS12",0.997825553005562
"hdp.5","SBS13",0.999688553634057
"hdp.11","SBS16",0.995777143386289
"hdp.7","SBS17a",0.999395031759637
"hdp.4","SBS17b",0.99928716468608
"hdp.19","SBS18",0.999251782333877
"hdp.15","SBS22",0.995470898616862
"hdp.17","SBS28",0.995933197895932
"hdp.18","SBS29",0.988381622160365
"hdp.21","SBS35",0.986742067300703
"hdp.23","SBS38",0.989165825238413
"hdp.20","SBS40",0.999736039518618
"hdp.14","SBS41",0.996524929994281
"hdp.8","SBS44",0.996889094470031
