"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.923486319549711
"SBS96B","SBS7b",0.977891056546715
"SBS96C","SBS2",0.991666135038051
"SBS96D","SBS4",0.987995814767171
"SBS96F","SBS3",0.938362126847258
"SBS96G","SBS40",0.924707507070311
"SBS96I","SBS44",0.994356171851293
"SBS96J","SBS1",0.99960082098902
"SBS96K","SBS17b",0.999468181984939
"SBS96L","SBS18",0.988899321030331
"SBS96M","SBS7c",0.995737821193386
"SBS96N","SBS17a",0.999776479494741
"SBS96O","SBS7d",0.961798497528903
"SBS96P","SBS13",0.998979350848159
"SBS96Q","SBS22",0.952522940745125
"SBS96R","SBS28",0.976301247565882
