MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
3:Ins:R:0	0.00002701	0.00005059	0.00440958	0.00055708	0.00024423	0.00097122	0.00059825	0.00009086	0.00775216
3:Ins:R:1	0.00112446	0.00040068	0.00700045	0.00126861	0.00047208	0.00008063	0.00082124	0.00053383	0.00295198
3:Ins:R:2	0.00019170	0.00004577	0.00147799	0.00010770	0.00017496	0.00075966	0.00007367	0.00104592	0.00028053
3:Ins:R:3	0.00002068	0.00015513	0.00002037	0.00008505	0.00000159	0.00028413	0.00003259	0.00000410	0.00025927
3:Ins:R:4	0.00013019	0.00010567	0.00001763	0.00009255	0.00001862	0.00014665	0.00006195	0.00010266	0.00088558
3:Ins:R:5	0.00219729	0.00117229	0.00001764	0.00084045	0.00000650	0.00000045	0.00016538	0.00000000	0.00192923
4:Ins:R:0	0.00002133	0.00000005	0.00284422	0.00083531	0.00002935	0.00156025	0.00011884	0.00044302	0.00498632
4:Ins:R:1	0.00124736	0.00069051	0.00448341	0.00170295	0.00003274	0.00065606	0.00128411	0.00170447	0.00186735
4:Ins:R:2	0.00000621	0.00005070	0.00034412	0.00015737	0.00011608	0.00039414	0.00005288	0.00002151	0.00005550
4:Ins:R:3	0.00024405	0.00007218	0.00000030	0.00001858	0.00000208	0.00036184	0.00000778	0.00005723	0.00077874
4:Ins:R:4	0.00016322	0.00039027	0.00000868	0.00025507	0.00000147	0.00000957	0.00017989	0.00026165	0.00139624
4:Ins:R:5	0.00229062	0.00095534	0.00074136	0.00148993	0.00001093	0.00010494	0.00018818	0.00004330	0.00018493
5:Ins:R:0	0.00000000	0.00000002	0.00509984	0.00050738	0.00008873	0.00791752	0.00022135	0.00020161	0.00268937
5:Ins:R:1	0.00004361	0.00171761	0.00590230	0.01061665	0.00022311	0.00621432	0.00149270	0.00289189	0.02394059
5:Ins:R:2	0.00001243	0.00024456	0.00034436	0.00011439	0.00000275	0.00122292	0.00004131	0.00004270	0.00049506
5:Ins:R:3	0.00009723	0.00022880	0.00016309	0.00015816	0.00010744	0.00005573	0.00020102	0.00000469	0.00008550
5:Ins:R:4	0.00000981	0.00020836	0.00017459	0.00008705	0.00001532	0.00002287	0.00017059	0.00000000	0.00001886
5:Ins:R:5	0.00007904	0.00019550	0.00067878	0.00044675	0.00006436	0.00002198	0.00004015	0.00000205	0.00000000
2:Del:M:1	0.00002425	0.00008574	0.01997799	0.00183877	0.00998954	0.00003678	0.00105159	0.20512788	0.00121497
3:Del:M:1	0.00000317	0.00001087	0.01454824	0.01080417	0.00122334	0.00158715	0.00168958	0.00625439	0.00120926
3:Del:M:2	0.00270177	0.00161909	0.00758598	0.00399210	0.00069520	0.00386919	0.00076358	0.04216971	0.00311831
4:Del:M:1	0.00006644	0.00005039	0.00934475	0.00514636	0.00040351	0.00275124	0.00193855	0.01252336	0.00000000
4:Del:M:2	0.00052664	0.00006167	0.00466968	0.00083182	0.00040696	0.00893921	0.00153204	0.03053643	0.00055967
4:Del:M:3	0.00057177	0.00000236	0.00104982	0.00013976	0.00000556	0.00453432	0.00156097	0.04759263	0.00133601
5:Del:M:1	0.00051914	0.00000004	0.00389053	0.27855814	0.00085136	0.09307745	0.00002095	0.00034045	0.00213533
5:Del:M:2	0.00000001	0.00000001	0.00205147	0.09199075	0.00117510	0.25808945	0.00009822	0.00001928	0.00156219
5:Del:M:3	0.00000000	0.00000006	0.00277378	0.01605923	0.00051146	0.22344935	0.00024592	0.00028927	0.00004763
5:Del:M:4	0.00039972	0.00000011	0.00029590	0.00009095	0.00083788	0.12497907	0.00003545	0.00291202	0.00000079
5:Del:M:5	0.00244250	0.00038340	0.00052158	0.00168022	0.00000000	0.10233182	0.00002381	0.00085684	0.00064222
