MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00221632	0.00000825	0.00540968	0.03021336	0.09243323	0.02617172	0.34562932	0.01562669	0.00299591
1:Del:C:1	0.00000073	0.00002560	0.00672081	0.01786594	0.22395454	0.00267255	0.09117951	0.00100119	0.00006725
1:Del:C:2	0.00000000	0.00000000	0.00754127	0.00076079	0.20220348	0.00337582	0.00076637	0.00121479	0.00000000
1:Del:C:3	0.00241506	0.00200985	0.00687242	0.00533729	0.07255259	0.00019407	0.01086006	0.00076046	0.00051388
1:Del:C:4	0.00372169	0.00070080	0.00011422	0.00115911	0.04253743	0.00157541	0.01411823	0.00207162	0.00126836
1:Del:C:5	0.01558420	0.00259269	0.00009734	0.00225804	0.02547455	0.00098617	0.00099090	0.00188497	0.00345543
1:Del:T:0	0.00677051	0.00153289	0.11815344	0.04019862	0.02966381	0.00243041	0.11486478	0.00463520	0.01649455
1:Del:T:1	0.00000000	0.00000000	0.16064749	0.05191298	0.00402693	0.00014412	0.00620020	0.02880393	0.00001200
1:Del:T:2	0.00727063	0.00033503	0.13715929	0.01215744	0.00758292	0.00828398	0.08774272	0.00151418	0.00583734
1:Del:T:3	0.02032940	0.00200373	0.10639485	0.01299335	0.00771867	0.01893448	0.11358360	0.00539112	0.01292709
1:Del:T:4	0.04779506	0.00421267	0.05441903	0.00862552	0.00727168	0.01421240	0.10730278	0.00270795	0.01101024
1:Del:T:5	0.81537264	0.00046254	0.00586704	0.00047946	0.00112222	0.00011788	0.01091089	0.00117617	0.06685231
1:Ins:C:0	0.00000000	0.00000000	0.00000004	0.00000011	0.00000013	0.00000002	0.00000020	0.00000013	0.51941775
1:Ins:C:1	0.00021626	0.00000616	0.00678644	0.00213523	0.00607149	0.00143026	0.00046441	0.00001778	0.01414045
1:Ins:C:2	0.00002147	0.00000250	0.00630123	0.00186758	0.00400136	0.00006654	0.00036241	0.00002699	0.00047881
1:Ins:C:3	0.00042645	0.00078382	0.00070937	0.00039247	0.00837999	0.00000058	0.00016679	0.00062892	0.00075531
1:Ins:C:4	0.00289786	0.00144796	0.00000108	0.00109362	0.00796396	0.00025898	0.00033370	0.00000000	0.00072843
1:Ins:C:5	0.00880312	0.02235261	0.00000000	0.01051396	0.00819132	0.00004444	0.00282427	0.00056602	0.00246975
1:Ins:T:0	0.00110847	0.00230284	0.00935616	0.00651703	0.01584614	0.00593948	0.01405050	0.00603859	0.03735844
1:Ins:T:1	0.00000028	0.00000432	0.01468884	0.00550779	0.06219267	0.00030357	0.00577172	0.00026462	0.00279261
1:Ins:T:2	0.00061541	0.00002572	0.03249318	0.00210452	0.05521162	0.00000000	0.00183393	0.00003450	0.00145083
1:Ins:T:3	0.00115443	0.00371728	0.02467107	0.00383236	0.03125137	0.00002812	0.00156582	0.00034928	0.00025728
1:Ins:T:4	0.00378410	0.01500290	0.01510614	0.00772314	0.00825592	0.00037067	0.00431774	0.00088800	0.00521080
1:Ins:T:5	0.00313419	0.90401505	0.00046413	0.02304930	0.00178845	0.00550028	0.01415285	0.00225056	0.18284502
2:Del:R:0	0.00003115	0.00016596	0.02475525	0.00967357	0.00897920	0.00039544	0.01259453	0.09096364	0.00037577
2:Del:R:1	0.00312635	0.00020196	0.01407595	0.00754250	0.01193767	0.00073525	0.00128243	0.19440140	0.00536525
2:Del:R:2	0.00177683	0.00045485	0.00179727	0.00045353	0.01259459	0.00147805	0.00015104	0.04495278	0.00193474
2:Del:R:3	0.00094507	0.00015061	0.00000000	0.00002144	0.00580405	0.00033312	0.00003715	0.00999620	0.00004944
2:Del:R:4	0.00091247	0.00000636	0.00036447	0.00018114	0.00321051	0.00014116	0.00026539	0.00329689	0.00028163
2:Del:R:5	0.00000000	0.00000001	0.02318315	0.00319061	0.00044254	0.00000123	0.00118228	0.00109532	0.00000000
3:Del:R:0	0.00001507	0.00003261	0.01855091	0.01317517	0.00161775	0.00166217	0.00178633	0.00482236	0.00140990
3:Del:R:1	0.00471667	0.00425842	0.00053354	0.00335635	0.00001076	0.00361285	0.00224659	0.10163837	0.00388827
3:Del:R:2	0.00214680	0.00061199	0.00034569	0.00047759	0.00000200	0.00049432	0.00074299	0.01369191	0.00139948
3:Del:R:3	0.00052544	0.00032769	0.00038118	0.00044937	0.00003756	0.00010944	0.00030923	0.00349065	0.00030942
3:Del:R:4	0.00000000	0.00000001	0.00651051	0.00039455	0.00001288	0.00000002	0.00028602	0.00046795	0.00000391
3:Del:R:5	0.00000000	0.00000001	0.00940932	0.00085114	0.00031647	0.00005240	0.00046089	0.00030554	0.00003264
4:Del:R:0	0.00000165	0.00005348	0.01193753	0.00712427	0.00022022	0.00268288	0.00091551	0.00603330	0.00022150
4:Del:R:1	0.00198676	0.00057746	0.00012753	0.00083429	0.00103643	0.00235011	0.00260887	0.05486829	0.00003378
4:Del:R:2	0.00046398	0.00000000	0.00000116	0.00000402	0.00000000	0.00047282	0.00005228	0.01056702	0.00035198
4:Del:R:3	0.00000024	0.00000000	0.00380673	0.00033956	0.00003419	0.00010649	0.00017920	0.00378017	0.00000000
4:Del:R:4	0.00000000	0.00000005	0.00504122	0.00052345	0.00020937	0.00002467	0.00023772	0.00026444	0.00000000
4:Del:R:5	0.00018438	0.00002888	0.00164664	0.00011581	0.00009708	0.00008491	0.00009590	0.00068982	0.00004803
5:Del:R:0	0.00000000	0.00000000	0.01650654	0.24956490	0.00169044	0.03732598	0.00094437	0.00251227	0.00086006
5:Del:R:1	0.00317456	0.00000160	0.00006574	0.00003360	0.00000000	0.00689049	0.00027806	0.01230627	0.00025018
5:Del:R:2	0.00042791	0.00009530	0.00022971	0.00033577	0.00002307	0.00040385	0.00009361	0.00276301	0.00000048
5:Del:R:3	0.00013880	0.00000703	0.00018923	0.00001130	0.00004275	0.00016333	0.00012265	0.00100058	0.00007136
5:Del:R:4	0.00008507	0.00000187	0.00005189	0.00001843	0.00004245	0.00006881	0.00011273	0.00011659	0.00001834
5:Del:R:5	0.00004172	0.00001541	0.00076382	0.00008050	0.00000415	0.00000000	0.00006923	0.00008461	0.00002310
2:Ins:R:0	0.00025003	0.00055782	0.00789199	0.00275271	0.00208309	0.00190780	0.00107971	0.00120380	0.02540661
2:Ins:R:1	0.00027119	0.00000672	0.02131005	0.00253753	0.00351737	0.00013538	0.00160796	0.00033347	0.00001072
2:Ins:R:2	0.00102633	0.00021464	0.00815436	0.00083217	0.00145884	0.00040468	0.00062806	0.00001553	0.00111637
2:Ins:R:3	0.00047264	0.00045716	0.00126661	0.00060744	0.00089938	0.00036564	0.00047756	0.00026463	0.00100903
2:Ins:R:4	0.00219348	0.00262827	0.00003027	0.00129933	0.00026449	0.00004766	0.00053508	0.00008240	0.00345178
2:Ins:R:5	0.01628548	0.01670091	0.00065879	0.01404565	0.00000205	0.00007719	0.00391039	0.00006340	0.00035282
