"ex.sig","ref.sig","sim"
"hdp.7","SBS1",0.999011631974971
"hdp.5","SBS2",0.993706553586719
"hdp.11","SBS3",0.985204166064127
"hdp.8","SBS4",0.991061229430419
"hdp.3","SBS5",0.975427771479674
"hdp.1","SBS7a",0.972987113687307
"hdp.6","SBS7b",0.988824413287227
"hdp.14","SBS7c",0.997337778722231
"hdp.20","SBS7d",0.988700893110931
"hdp.51","SBS8",0.991286734907543
"hdp.25","SBS9",0.988016331674043
"hdp.17","SBS12",0.983991402439041
"hdp.13","SBS13",0.992575444895688
"hdp.21","SBS16",0.922445818629851
"hdp.15","SBS17a",0.993656767831508
"hdp.9","SBS17b",0.994674290535585
"hdp.12","SBS18",0.997104726504781
"hdp.47","SBS22",0.988446326210628
"hdp.33","SBS28",0.983547909200057
"hdp.40","SBS29",0.984272367320223
"hdp.60","SBS34",0.98920778608148
"hdp.66","SBS35",0.929367604100898
"hdp.32","SBS36",0.996189125274575
"hdp.39","SBS37",0.994734584819037
"hdp.45","SBS38",0.973263051824856
"hdp.69","SBS39",0.960883048584016
"hdp.2","SBS40",0.991095985368881
"hdp.43","SBS41",0.991090088923295
"hdp.10","SBS44",0.990508616140638
