MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00204781	0.00000000	0.00295380	0.00208063	0.03116449	0.08651950	0.02345947	0.37424662	0.01269417	0.00332463
1:Del:C:1	0.00000000	0.00001425	0.00238505	0.00524289	0.01986075	0.23028637	0.00146392	0.09682099	0.00086362	0.00012137
1:Del:C:2	0.00000000	0.00000000	0.00265542	0.00876824	0.00031529	0.20999757	0.00377427	0.00000000	0.00131308	0.00000000
1:Del:C:3	0.00211877	0.00178875	0.00818921	0.00637394	0.00508215	0.07488361	0.00002834	0.01038663	0.00084263	0.00054859
1:Del:C:4	0.00330477	0.00047932	0.00491274	0.00046179	0.00060315	0.04366190	0.00166829	0.01419544	0.00230860	0.00132902
1:Del:C:5	0.01425595	0.00188826	0.01585348	0.00087309	0.00088021	0.02591725	0.00099271	0.00029020	0.00267531	0.00341391
1:Del:T:0	0.00523233	0.00083354	0.10833630	0.08074659	0.03568455	0.02463932	0.00047450	0.11860283	0.00454987	0.01607205
1:Del:T:1	0.00000000	0.00000000	0.00261256	0.33754810	0.01415437	0.00382833	0.00003614	0.00609733	0.01176835	0.00000592
1:Del:T:2	0.00612190	0.00003797	0.12223929	0.08250744	0.00591902	0.00353466	0.00807259	0.08982750	0.00128022	0.00554094
1:Del:T:3	0.01696190	0.00122185	0.10888398	0.08001947	0.00546378	0.00355192	0.01944500	0.11560720	0.00528802	0.01271557
1:Del:T:4	0.03820643	0.00245636	0.13092123	0.02792796	0.00380109	0.00276345	0.01383015	0.10681548	0.00554995	0.01025689
1:Del:T:5	0.84446383	0.00020803	0.01526270	0.00259996	0.00063350	0.00066346	0.00018372	0.01115750	0.00055157	0.06307924
1:Ins:C:0	0.00000000	0.00000001	0.00000072	0.00000004	0.00000012	0.00000012	0.00000001	0.00000026	0.00000010	0.52798987
1:Ins:C:1	0.00020221	0.00000663	0.00642548	0.00405059	0.00210983	0.00567163	0.00141211	0.00000000	0.00002476	0.01429621
1:Ins:C:2	0.00000598	0.00000690	0.00509214	0.00431817	0.00167972	0.00396703	0.00001469	0.00001019	0.00003049	0.00047603
1:Ins:C:3	0.00036399	0.00070814	0.00184334	0.00059804	0.00012746	0.00864344	0.00000057	0.00000202	0.00068130	0.00072778
1:Ins:C:4	0.00251772	0.00115651	0.00520514	0.00029282	0.00033719	0.00813611	0.00024147	0.00005923	0.00022010	0.00075358
1:Ins:C:5	0.00699250	0.01977044	0.03571019	0.00376340	0.00309399	0.00804015	0.00001357	0.00002538	0.00214229	0.00221700
1:Ins:T:0	0.00095092	0.00223005	0.00259029	0.01934799	0.00379474	0.01697165	0.00635370	0.01426739	0.00468273	0.03852464
1:Ins:T:1	0.00000000	0.00000011	0.00732170	0.01413628	0.00481819	0.06637263	0.00025410	0.00403232	0.00024757	0.00290514
1:Ins:T:2	0.00042149	0.00000183	0.02858977	0.02040325	0.00067735	0.05559340	0.00000000	0.00000000	0.00004553	0.00136028
1:Ins:T:3	0.00088473	0.00332004	0.02354081	0.01928061	0.00096235	0.03158716	0.00003394	0.00005720	0.00051317	0.00027562
1:Ins:T:4	0.00291255	0.01405616	0.02817381	0.01461049	0.00187449	0.00814238	0.00047342	0.00177511	0.00127400	0.00494839
1:Ins:T:5	0.00277396	0.91956318	0.04620379	0.00370821	0.01393482	0.00211426	0.00637726	0.00458850	0.00649458	0.16985417
2:Del:R:0	0.00001831	0.00013391	0.01455927	0.02681360	0.00799478	0.00885824	0.00013868	0.01229144	0.09117406	0.00109980
2:Del:R:1	0.00274478	0.00008290	0.01576764	0.01076292	0.00770692	0.01209883	0.00043032	0.00051632	0.19602586	0.00690259
2:Del:R:2	0.00159668	0.00038326	0.00287327	0.00222703	0.00010254	0.01323596	0.00161160	0.00001397	0.04533734	0.00243966
2:Del:R:3	0.00094256	0.00013311	0.00034122	0.00002543	0.00000000	0.00615214	0.00037508	0.00000310	0.01020809	0.00018144
2:Del:R:4	0.00090937	0.00000649	0.00066819	0.00018617	0.00022715	0.00325070	0.00011299	0.00015801	0.00335215	0.00031879
2:Del:R:5	0.00000000	0.00000001	0.01391390	0.02174778	0.00043748	0.00082660	0.00000149	0.00000000	0.00096645	0.00000000
3:Del:R:0	0.00000821	0.00002214	0.01203492	0.01523139	0.01394828	0.00172184	0.00092081	0.00095432	0.00463927	0.00151842
3:Del:R:1	0.00377413	0.00350184	0.01448924	0.00106797	0.00101251	0.00001184	0.00381696	0.00090165	0.10387889	0.00495862
3:Del:R:2	0.00189382	0.00049277	0.00302224	0.00051714	0.00025750	0.00000172	0.00046246	0.00052331	0.01426792	0.00155505
3:Del:R:3	0.00044177	0.00024599	0.00152951	0.00024586	0.00028657	0.00004350	0.00012470	0.00021058	0.00374119	0.00036176
3:Del:R:4	0.00000000	0.00000001	0.00424328	0.00488800	0.00009654	0.00003708	0.00000001	0.00000000	0.00045616	0.00000554
3:Del:R:5	0.00000000	0.00000001	0.00629812	0.00732964	0.00023371	0.00039501	0.00004055	0.00000000	0.00026655	0.00002440
4:Del:R:0	0.00000205	0.00003867	0.00693329	0.01110815	0.00729422	0.00029494	0.00243351	0.00042835	0.00594558	0.00022345
4:Del:R:1	0.00170792	0.00041850	0.00343353	0.00020619	0.00057138	0.00105445	0.00241329	0.00240457	0.05631043	0.00063103
