Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00204781,0,0.0029538,0.00208063,0.03116449,0.0865195,0.02345947,0.37424662,0.01269417,0.00332463
DEL,C,1,1,0,1.425e-05,0.00238505,0.00524289,0.01986075,0.23028637,0.00146392,0.09682099,0.00086362,0.00012137
DEL,C,1,2,0,0,0.00265542,0.00876824,0.00031529,0.20999757,0.00377427,0,0.00131308,0
DEL,C,1,3,0.00211877,0.00178875,0.00818921,0.00637394,0.00508215,0.07488361,2.834e-05,0.01038663,0.00084263,0.00054859
DEL,C,1,4,0.00330477,0.00047932,0.00491274,0.00046179,0.00060315,0.0436619,0.00166829,0.01419544,0.0023086,0.00132902
DEL,C,1,5+,0.01425595,0.00188826,0.01585348,0.00087309,0.00088021,0.02591725,0.00099271,0.0002902,0.00267531,0.00341391
DEL,T,1,0,0.00523233,0.00083354,0.1083363,0.08074659,0.03568455,0.02463932,0.0004745,0.11860283,0.00454987,0.01607205
DEL,T,1,1,0,0,0.00261256,0.3375481,0.01415437,0.00382833,3.614e-05,0.00609733,0.01176835,5.92e-06
DEL,T,1,2,0.0061219,3.797e-05,0.12223929,0.08250744,0.00591902,0.00353466,0.00807259,0.0898275,0.00128022,0.00554094
DEL,T,1,3,0.0169619,0.00122185,0.10888398,0.08001947,0.00546378,0.00355192,0.019445,0.1156072,0.00528802,0.01271557
DEL,T,1,4,0.03820643,0.00245636,0.13092123,0.02792796,0.00380109,0.00276345,0.01383015,0.10681548,0.00554995,0.01025689
DEL,T,1,5+,0.84446383,0.00020803,0.0152627,0.00259996,0.0006335,0.00066346,0.00018372,0.0111575,0.00055157,0.06307924
INS,C,1,0,0,1e-08,7.2e-07,4e-08,1.2e-07,1.2e-07,1e-08,2.6e-07,1e-07,0.52798987
INS,C,1,1,0.00020221,6.63e-06,0.00642548,0.00405059,0.00210983,0.00567163,0.00141211,0,2.476e-05,0.01429621
INS,C,1,2,5.98e-06,6.9e-06,0.00509214,0.00431817,0.00167972,0.00396703,1.469e-05,1.019e-05,3.049e-05,0.00047603
INS,C,1,3,0.00036399,0.00070814,0.00184334,0.00059804,0.00012746,0.00864344,5.7e-07,2.02e-06,0.0006813,0.00072778
INS,C,1,4,0.00251772,0.00115651,0.00520514,0.00029282,0.00033719,0.00813611,0.00024147,5.923e-05,0.0002201,0.00075358
INS,C,1,5+,0.0069925,0.01977044,0.03571019,0.0037634,0.00309399,0.00804015,1.357e-05,2.538e-05,0.00214229,0.002217
INS,T,1,0,0.00095092,0.00223005,0.00259029,0.01934799,0.00379474,0.01697165,0.0063537,0.01426739,0.00468273,0.03852464
INS,T,1,1,0,1.1e-07,0.0073217,0.01413628,0.00481819,0.06637263,0.0002541,0.00403232,0.00024757,0.00290514
INS,T,1,2,0.00042149,1.83e-06,0.02858977,0.02040325,0.00067735,0.0555934,0,0,4.553e-05,0.00136028
INS,T,1,3,0.00088473,0.00332004,0.02354081,0.01928061,0.00096235,0.03158716,3.394e-05,5.72e-05,0.00051317,0.00027562
INS,T,1,4,0.00291255,0.01405616,0.02817381,0.01461049,0.00187449,0.00814238,0.00047342,0.00177511,0.001274,0.00494839
INS,T,1,5+,0.00277396,0.91956318,0.04620379,0.00370821,0.01393482,0.00211426,0.00637726,0.0045885,0.00649458,0.16985417
DEL,repeats,2,0,1.831e-05,0.00013391,0.01455927,0.0268136,0.00799478,0.00885824,0.00013868,0.01229144,0.09117406,0.0010998
DEL,repeats,2,1,0.00274478,8.29e-05,0.01576764,0.01076292,0.00770692,0.01209883,0.00043032,0.00051632,0.19602586,0.00690259
DEL,repeats,2,2,0.00159668,0.00038326,0.00287327,0.00222703,0.00010254,0.01323596,0.0016116,1.397e-05,0.04533734,0.00243966
DEL,repeats,2,3,0.00094256,0.00013311,0.00034122,2.543e-05,0,0.00615214,0.00037508,3.1e-06,0.01020809,0.00018144
DEL,repeats,2,4,0.00090937,6.49e-06,0.00066819,0.00018617,0.00022715,0.0032507,0.00011299,0.00015801,0.00335215,0.00031879
DEL,repeats,2,5+,0,1e-08,0.0139139,0.02174778,0.00043748,0.0008266,1.49e-06,0,0.00096645,0
DEL,repeats,3,0,8.21e-06,2.214e-05,0.01203492,0.01523139,0.01394828,0.00172184,0.00092081,0.00095432,0.00463927,0.00151842
DEL,repeats,3,1,0.00377413,0.00350184,0.01448924,0.00106797,0.00101251,1.184e-05,0.00381696,0.00090165,0.10387889,0.00495862
DEL,repeats,3,2,0.00189382,0.00049277,0.00302224,0.00051714,0.0002575,1.72e-06,0.00046246,0.00052331,0.01426792,0.00155505
DEL,repeats,3,3,0.00044177,0.00024599,0.00152951,0.00024586,0.00028657,4.35e-05,0.0001247,0.00021058,0.00374119,0.00036176
DEL,repeats,3,4,0,1e-08,0.00424328,0.004888,9.654e-05,3.708e-05,1e-08,0,0.00045616,5.54e-06
DEL,repeats,3,5+,0,1e-08,0.00629812,0.00732964,0.00023371,0.00039501,4.055e-05,0,0.00026655,2.44e-05
DEL,repeats,4,0,2.05e-06,3.867e-05,0.00693329,0.01110815,0.00729422,0.00029494,0.00243351,0.00042835,0.00594558,0.00022345
DEL,repeats,4,1,0.00170792,0.0004185,0.00343353,0.00020619,0.00057138,0.00105445,0.00241329,0.00240457,0.05631043,0.00063103
DEL,repeats,4,2,0.00046482,0,0.00013091,1.33e-05,6.84e-06,0,0.00051605,3.292e-05,0.01083762,0.00047955
DEL,repeats,4,3,0,0,0.00242994,0.00347083,5.654e-05,0.00010199,0.00011281,1e-08,0.00367091,3.722e-05
DEL,repeats,4,4,0,4e-08,0.00338604,0.00407184,0.00018638,0.00017125,1.013e-05,0,0.0001139,0
DEL,repeats,4,5+,0.00014233,2.161e-05,0.0016087,0.00111812,3.226e-05,8.453e-05,8.765e-05,5e-08,0.00070926,3.388e-05
DEL,repeats,5+,0,0,0,0.00280323,0.02143358,0.29346435,0.00099432,0.01717929,9.147e-05,0.00205917,0.00086239
