MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00351878	0.00000002	0.00573984	0.03393217	0.09281290	0.02565434	0.34165867	0.00955479	0.00674496	0.00800586
1:Del:C:1	0.00003704	0.00020030	0.01206032	0.02074020	0.22080378	0.00101966	0.10243071	0.00134147	0.00087558	0.00022603
1:Del:C:2	0.00000000	0.00000000	0.01448451	0.00011622	0.19248808	0.00550490	0.00097763	0.00004804	0.01355352	0.00000002
1:Del:C:3	0.00279650	0.00180315	0.01040786	0.00431033	0.07263738	0.00019667	0.01109365	0.00059471	0.00112284	0.00028007
1:Del:C:4	0.00413693	0.00040092	0.00030338	0.00032811	0.04584559	0.00175494	0.01387151	0.00075825	0.00298613	0.00180064
1:Del:C:5	0.01509932	0.00329151	0.00117445	0.00023382	0.02515558	0.00121594	0.00072834	0.00202692	0.00244383	0.00226149
1:Del:T:0	0.00766807	0.00111418	0.11330888	0.03448174	0.03355910	0.00176351	0.10318006	0.00380201	0.00156681	0.01755370
1:Del:T:1	0.00000000	0.00000000	0.16698319	0.01125529	0.00470508	0.00000000	0.02642882	0.00584062	0.01438389	0.00001240
1:Del:T:2	0.00690560	0.00081055	0.12728453	0.00628293	0.01505378	0.01154880	0.08187794	0.00024977	0.00044361	0.01050412
1:Del:T:3	0.01982375	0.00224907	0.10027386	0.00678589	0.01384705	0.02244559	0.10932431	0.00025551	0.00071309	0.01702072
1:Del:T:4	0.04645514	0.00441189	0.05362910	0.00068275	0.01093341	0.01773783	0.09072693	0.00026830	0.00222272	0.01319330
1:Del:T:5	0.81372858	0.00013901	0.00973436	0.00303028	0.00550569	0.00304768	0.02750807	0.00682665	0.02859854	0.03678895
1:Ins:C:0	0.00000000	0.00000000	0.00000212	0.00000244	0.00000219	0.00000100	0.00000144	0.00000209	0.00000549	0.46835242
1:Ins:C:1	0.00014071	0.00000001	0.00002178	0.00022297	0.00553891	0.00133284	0.00000221	0.00003185	0.13099548	0.01207951
1:Ins:C:2	0.00000640	0.00000000	0.00213770	0.00007882	0.00439228	0.00000243	0.00000018	0.00000004	0.07925097	0.00010030
1:Ins:C:3	0.00058172	0.00040701	0.00000000	0.00000000	0.00676665	0.00007568	0.00011486	0.00016052	0.02915903	0.00159016
1:Ins:C:4	0.00329185	0.00164432	0.00000000	0.00000049	0.00754508	0.00015421	0.00001744	0.00001849	0.00976793	0.00141558
1:Ins:C:5	0.00892823	0.02473094	0.00003870	0.00002610	0.00751224	0.00079124	0.00116084	0.00033444	0.00415671	0.00227980
1:Ins:T:0	0.00130969	0.00189957	0.01014900	0.00387955	0.01540073	0.00675787	0.01605271	0.00109676	0.01479012	0.03357641
1:Ins:T:1	0.00000056	0.00000000	0.00714313	0.00200304	0.05340445	0.00003629	0.00692117	0.00025239	0.26644177	0.00101451
1:Ins:T:2	0.00076185	0.00000012	0.02627259	0.00000000	0.05070391	0.00000792	0.00002782	0.00000000	0.14188297	0.00086489
1:Ins:T:3	0.00128027	0.00432166	0.01775177	0.00011257	0.03094970	0.00041773	0.00036865	0.00006538	0.09366084	0.00045136
1:Ins:T:4	0.00350986	0.01696948	0.01273548	0.00020950	0.00796623	0.00124534	0.00079125	0.00025743	0.04181029	0.00444174
1:Ins:T:5	0.00343164	0.90414928	0.00050191	0.00899035	0.01080106	0.02709949	0.02674488	0.00483963	0.03962085	0.23846596
2:Del:R:0	0.00007263	0.00005576	0.03037649	0.00901271	0.00644361	0.00121308	0.01188951	0.07326797	0.00010329	0.00010588
2:Del:R:1	0.00328940	0.00005392	0.01712172	0.00962709	0.01062572	0.00145630	0.00042572	0.23591701	0.00185123	0.00549383
2:Del:R:2	0.00192393	0.00000053	0.00253528	0.00002583	0.01316681	0.00206047	0.00024193	0.05423656	0.00157324	0.00251124
2:Del:R:3	0.00084263	0.00001634	0.00000000	0.00000000	0.00666593	0.00012134	0.00000001	0.01126734	0.00053158	0.00063673
2:Del:R:4	0.00087228	0.00000000	0.00047120	0.00000000	0.00385153	0.00000000	0.00000002	0.00266959	0.00056908	0.00003966
2:Del:R:5	0.00000000	0.00000002	0.02860966	0.00000185	0.00040912	0.00000000	0.00004461	0.00035126	0.00352398	0.00000000
3:Del:R:0	0.00001636	0.00002552	0.01971030	0.01242239	0.00088142	0.00053309	0.00121296	0.00472794	0.00004851	0.00091664
3:Del:R:1	0.00489196	0.00463722	0.00239380	0.00054607	0.00017580	0.00590899	0.00332998	0.09831729	0.00321314	0.00479081
3:Del:R:2	0.00277588	0.00018666	0.00008136	0.00000410	0.00000000	0.00092717	0.00020213	0.02111755	0.00274877	0.00120438
3:Del:R:3	0.00053557	0.00002181	0.00006107	0.00000000	0.00000000	0.00005543	0.00001577	0.00409847	0.00044018	0.00058600
3:Del:R:4	0.00000000	0.00000008	0.00765200	0.00000001	0.00005713	0.00000001	0.00001246	0.00003166	0.00053308	0.00000000
3:Del:R:5	0.00000000	0.00000005	0.01113902	0.00000073	0.00012487	0.00000001	0.00001580	0.00011119	0.00095574	0.00000000
4:Del:R:0	0.00000763	0.00000125	0.01235728	0.00743379	0.00029713	0.00213217	0.00037966	0.00739850	0.00000572	0.00001194
4:Del:R:1	0.00206047	0.00040284	0.00029921	0.00130272	0.00038926	0.00285767	0.00355125	0.06458457	0.00042025	0.00030179
4:Del:R:2	0.00034521	0.00000000	0.00000000	0.00000074	0.00000000	0.00025234	0.00000873	0.01064066	0.00002599	0.00048828
4:Del:R:3	0.00000016	0.00000002	0.00484047	0.00000002	0.00000757	0.00001253	0.00000002	0.00332841	0.00000360	0.00000000
4:Del:R:4	0.00000000	0.00000008	0.00603088	0.00000006	0.00002509	0.00000003	0.00000898	0.00003234	0.00006294	0.00000001
4:Del:R:5	0.00014989	0.00000001	0.00151463	0.00000000	0.00000000	0.00000001	0.00000411	0.00012693	0.00011373	0.00000000
5:Del:R:0	0.00000000	0.00000000	0.01610188	0.26721056	0.00121505	0.01004319	0.00026285	0.00181102	0.00081046	0.00166102
5:Del:R:1	0.00312508	0.00000006	0.00001730	0.00011680	0.00000000	0.00809552	0.00020125	0.01241599	0.00280125	0.00070431
5:Del:R:2	0.00039001	0.00000001	0.00001500	0.00000176	0.00000000	0.00027770	0.00000945	0.00196092	0.00029024	0.00003585
5:Del:R:3	0.00009646	0.00000002	0.00000000	0.00000000	0.00000000	0.00000227	0.00000075	0.00046264	0.00003907	0.00000891
5:Del:R:4	0.00004137	0.00000002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000093	0.00002979	0.00000257	0.00000000
5:Del:R:5	0.00001831	0.00000009	0.00012989	0.00000000	0.00000000	0.00000085	0.00000263	0.00003667	0.00001682	0.00002094
2:Ins:R:0	0.00040007	0.00014287	0.00853341	0.00171055	0.00257090	0.00227633	0.00083104	0.00023535	0.00306836	0.02540533
2:Ins:R:1	0.00021346	0.00000000	0.02169801	0.00099645	0.00331061	0.00019915	0.00085364	0.00003883	0.00088753	0.00001475
2:Ins:R:2	0.00118298	0.00000712	0.00856305	0.00000644	0.00147398	0.00090035	0.00017278	0.00001921	0.00145816	0.00175575
2:Ins:R:3	0.00051082	0.00017023	0.00123666	0.00000254	0.00112694	0.00039854	0.00005988	0.00003242	0.00053751	0.00104954
2:Ins:R:4	0.00210544	0.00267172	0.00000000	0.00000000	0.00002325	0.00058535	0.00064158	0.00001852	0.00225540	0.00301796
2:Ins:R:5	0.01387452	0.01820395	0.00105146	0.00131465	0.00001417	0.00186409	0.00080393	0.00029231	0.00328868	0.00062536
3:Ins:R:0	0.00003697	0.00000170	0.00483168	0.00002751	0.00012645	0.00138430	0.00008364	0.00000248	0.00037346	0.00719437
3:Ins:R:1	0.00141520	0.00003114	0.00794339	0.00001530	0.00039940	0.00041282	0.00037355	0.00006943	0.00267345	0.00342027
3:Ins:R:2	0.00016213	0.00000000	0.00079578	0.00000934	0.00001341	0.00065579	0.00001888	0.00029600	0.00019966	0.00022484
3:Ins:R:3	0.00003588	0.00001263	0.00000000	0.00000012	0.00000000	0.00001354	0.00000355	0.00000000	0.00002801	0.00020758
3:Ins:R:4	0.00010523	0.00000051	0.00000000	0.00000000	0.00000000	0.00000000	0.00000080	0.00000000	0.00003755	0.00045774
3:Ins:R:5	0.00242337	0.00054716	0.00000000	0.00000000	0.00000000	0.00000501	0.00015811	0.00001766	0.00198491	0.00240515
4:Ins:R:0	0.00000600	0.00000018	0.00318703	0.00005468	0.00000112	0.00157088	0.00005349	0.00000718	0.00027620	0.00656619
4:Ins:R:1	0.00142760	0.00056709	0.00454957	0.00082481	0.00027322	0.00126495	0.00086096	0.00119998	0.00553571	0.00220524
4:Ins:R:2	0.00002599	0.00000668	0.00000831	0.00000430	0.00000000	0.00028017	0.00001192	0.00004627	0.00006664	0.00001940
4:Ins:R:3	0.00013157	0.00000228	0.00000000	0.00000010	0.00000000	0.00001465	0.00000055	0.00000000	0.00007689	0.00079369
4:Ins:R:4	0.00028939	0.00000942	0.00000000	0.00000000	0.00000000	0.00000001	0.00000493	0.00003117	0.00016721	0.00184705
4:Ins:R:5	0.00275798	0.00071677	0.00048309	0.00023632	0.00000000	0.00070771	0.00052508	0.00004388	0.00446560	0.00047645
5:Ins:R:0	0.00000000	0.00000006	0.00576136	0.00023143	0.00007170	0.00904607	0.00016575	0.00000390	0.00059658	0.00345610
5:Ins:R:1	0.00014798	0.00131766	0.00696452	0.00991196	0.00026103	0.00745426	0.00298151	0.00210493	0.01282889	0.03232382
5:Ins:R:2	0.00005931	0.00004057	0.00000000	0.00001760	0.00000000	0.00126726	0.00003394	0.00008377	0.00018841	0.00071760
5:Ins:R:3	0.00012450	0.00001432	0.00000130	0.00000000	0.00000000	0.00001454	0.00000651	0.00000000	0.00011789	0.00002300
5:Ins:R:4	0.00005376	0.00002746	0.00000000	0.00000000	0.00000000	0.00000730	0.00001304	0.00000000	0.00008193	0.00008893
5:Ins:R:5	0.00012850	0.00000065	0.00018318	0.00000000	0.00000000	0.00000601	0.00000597	0.00007845	0.00010278	0.00000818
2:Del:M:1	0.00001153	0.00001442	0.02506188	0.00332666	0.00871012	0.00042196	0.00062265	0.19428883	0.00010207	0.00165195
3:Del:M:1	0.00000022	0.00000182	0.01502847	0.01030247	0.00043384	0.00054768	0.00151556	0.00674377	0.00000425	0.00152792
3:Del:M:2	0.00301350	0.00126348	0.00783985	0.00441604	0.00047458	0.00458420	0.00057158	0.05105661	0.00111980	0.00314257
4:Del:M:1	0.00010280	0.00000001	0.00972859	0.00635231	0.00014547	0.00263981	0.00077947	0.01130338	0.00002614	0.00000045
4:Del:M:2	0.00039543	0.00000000	0.00553574	0.00052451	0.00027738	0.00940864	0.00227327	0.03045105	0.00004746	0.00080580
4:Del:M:3	0.00047224	0.00000000	0.00178832	0.00031174	0.00013457	0.00511750	0.00086512	0.05082750	0.00034261	0.00205750
5:Del:M:1	0.00047918	0.00000000	0.00245564	0.31878972	0.00033670	0.05157362	0.00001558	0.00002829	0.00018499	0.00158409
5:Del:M:2	0.00000011	0.00000002	0.00057024	0.12969818	0.00063706	0.26377613	0.00000077	0.00000006	0.00000019	0.00183852
5:Del:M:3	0.00000000	0.00000002	0.00237019	0.04286311	0.00031591	0.23025172	0.00000021	0.00006088	0.00000027	0.00027036
5:Del:M:4	0.00031265	0.00000875	0.00007690	0.01276991	0.00019938	0.12855256	0.00000890	0.00286746	0.00025700	0.00000215
5:Del:M:5	0.00272598	0.00027415	0.00015548	0.00986845	0.00000194	0.10703505	0.00085027	0.00018209	0.00873540	0.00101625
