Signature,NumberOfPostSamples
low confidence hdp.1,2560
low confidence hdp.2,2030
low confidence hdp.3,872
low confidence hdp.4,800
low confidence hdp.5,400
low confidence hdp.6,200
low confidence hdp.7,199
low confidence hdp.8,154
low confidence hdp.9,65
low confidence hdp.10,40
low confidence hdp.11,31
low confidence hdp.12,26
low confidence hdp.13,16
low confidence hdp.14,9
low confidence hdp.15,7
low confidence hdp.16,3
low confidence hdp.17,2
