Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15
DEL,C,1,0,0.0344937637430237,0.0216044964637216,0.00399757564920454,0.0297217059386821,0.011670583843289,0.047383075440164,0.000458847913978189,0.0107960034225733,0.00718929772858,0.336244378300539,0.0904744540618024,0.00796947306568975,0.0220213565370706,0.00264025190150528,0.0194136819641124
DEL,C,1,1,0.0208557417665167,0.0292303503786213,3.91133936732685e-05,0.00618674910876975,0.00223356283514596,0.0145023312217792,0.000555764156377887,0.00257334093199033,0.00218088705298521,0.0975857120079625,0.264040676040256,0.0102127617489311,0.00493951238164023,0.00413967178344294,0.0302013575387596
DEL,C,1,2,0.00259558786508245,0.0267494166767664,2.01633826874057e-06,0.00808677505593409,0.00334932454481078,0.00706273745119955,4.32858312004708e-06,0.000367600223254605,0.000494849157097753,0.00250002630398646,0.163584663065325,0.0027636843269826,0.0120091936267611,5.42021335977811e-05,0.0266930010649448
DEL,C,1,3,0.00580257820407682,0.0129411809070935,0.00218057790378958,0.000928173222612765,0.0014144824579179,0.00458573273857323,0.00185742522066096,0.000888181380587845,0.00294740009436302,0.0111842194829273,0.0619404042219404,0.00240974111415001,0.0139512929294807,0.0100804972832312,0.0151011236917388
DEL,C,1,4,0.00140798217143491,0.00236218686945206,0.00325020695260759,0.00263232154170548,0.00228499099846135,0.00406321489561835,0.000812983753047715,0.00202963377739491,0.00870935281742423,0.0131032327037639,0.0421078129995262,0.00324595485823319,0.0100187181696521,0.00628492496367875,0.00355037846370376
DEL,C,1,5+,0.000692331227733204,0.0020278282671717,0.0132247484204695,0.00188911146954196,0.00223263704770302,0.00135358882090047,0.00278764945263351,0.00405772520222031,0.00271124382763393,0.000758273564092559,0.0235385698240056,0.000799148275715074,0.0222900806811363,0.0237241057068379,0.00311858594887083
DEL,T,1,0,0.0324247337680366,0.0833604793328547,0.00626296776944411,0.00341857776662827,0.00733628854524404,0.0394531070967828,0.00150686048648554,0.0195463920652241,0.0268524444603276,0.106485410637361,0.0310905401657987,0.0179454264291625,0.0292570352039001,0.0112636302519313,0.181829826902539
DEL,T,1,1,0.00994834256757352,0.107241493536266,2.00547688522292e-06,0.000967293330173881,0.00338608769834174,0.520072323875469,5.00793151639169e-06,0.000626390260114137,0.000496188345259697,0.0391568148724467,0.0150294043873542,0.00925124508736291,0.00841504450274292,4.72813361097589e-05,0.0780460138981788
DEL,T,1,2,0.0087489653751724,0.141565541728868,0.0063759486566078,0.00975780209179688,0.00536662880017129,0.0190496478455359,0.000368445984321559,0.00773682143118593,0.104764689908877,0.0847165636438271,0.00869557023936844,0.0218972808803311,0.0184828026505154,0.00877026742608297,0.0870336726464185
DEL,T,1,3,0.0097309479787219,0.0803472440657754,0.01624223238751,0.0212725471948058,0.00680279346834687,0.0543900250438264,0.00193510628013582,0.015555248179348,0.581388414423026,0.103580574739748,0.0108664652250568,0.00552560258042771,0.0556920312607871,0.0163813982934478,0.0753920751995907
DEL,T,1,4,0.00159356514321841,0.0421731551740212,0.0433544559391061,0.0171235774797499,0.00430691077382722,0.0141495444144214,0.00427012771546904,0.0115478538438088,0.0547954472347046,0.0938250754580134,0.0138517234329714,0.00703972365187715,0.510267610579757,0.0347232580061661,0.0472643478342197
DEL,T,1,5+,0.010603179302948,0.026326380240556,0.817619612376633,0.00327407339359689,0.00229466480637954,0.00631473107758467,0.000914021820359877,0.0482285100509031,0.00921384412928798,0.0043983828925202,0.0113880751588734,0.00901485614436962,0.0153645736525706,0.0131400072157399,0.0298443954031864
INS,C,1,0,0.00261321990400685,0.000466101051934997,1.69127257631953e-06,0.0021935509047062,0.00045056330610342,0.00285548994812054,4.06084553326891e-06,0.53598654644877,0.000473307358949911,0.00020216319877446,0.00246674461071268,0.000717489450525293,0.000411944114007743,5.9958684779407e-05,0.00063398655397358
INS,C,1,1,0.00212086730510926,0.00111357915068873,0.000168996921029741,0.00177456883099259,0.000275200380318848,0.00234589214167361,5.32245172064604e-05,0.0158184422831832,0.00137282091606822,0.000213596825952616,0.00138163344408698,0.119498054526505,0.00220020226709081,0.000415183168930975,0.0012887593244082
INS,C,1,2,0.00148443809185258,0.00271910624218876,1.17628783496131e-05,0.00014321248464812,0.000189477829986972,0.00194424796838243,1.20558138274171e-05,0.000666342766432882,0.00113865430032259,0.000357323499133491,0.00146778634113563,0.0655517267817127,0.00130391576342384,9.80554111387066e-05,0.00351420998360076
INS,C,1,3,0.000189810915757611,0.000423591264715067,0.000324514089300972,9.04969611762423e-05,0.000878545448924864,0.000393013953133554,0.00083009609133432,0.000913128468835712,0.00302193548120493,0.000230502648705737,0.00656141488916703,0.0262246908692475,0.00112995245694439,0.00776882156153113,0.000195742664934677
INS,C,1,4,0.000298683474186891,0.000141018911604741,0.00245161209227587,0.000449368440031894,7.47741075284941e-05,0.000308907247189437,0.00149425585824537,0.000883247710621507,0.00218765951883275,0.000387523253962217,0.00656250394549359,0.00773849272290503,0.00396460425484459,0.016588763496687,0.000227220921836211
INS,C,1,5+,0.000818305231322951,0.000188731907606313,0.00773321351861882,0.000421184401542459,0.000882208347068642,0.000975305935234093,0.0203276761432506,0.00172031775696298,0.00157806106751586,0.000993040418180112,0.00859365271814179,0.0012645307287634,0.0160396408979145,0.218992207699471,0.000307052043027162
INS,T,1,0,0.00481081923036117,0.00551052062201923,0.00112853576232597,0.00698881747173168,0.0037208336536133,0.039274897603399,0.0022248536115922,0.0399966306100253,0.004322516761566,0.0137789944977134,0.0207536445950628,0.00433968420000191,0.00503008283192514,0.0137057015599478,0.00483461904540304
INS,T,1,1,0.00403755684792991,0.0137763421522557,8.06302563563708e-06,0.00132045027211416,0.00120949433395947,0.00479500293053138,1.97811389291872e-05,0.00376367475571435,0.000995782054702622,0.0106052479032038,0.0464229637989936,0.205164277180208,0.00544090674338699,0.000298693857940994,0.0144611399551341
INS,T,1,2,0.00170397906452752,0.0320239840724705,0.000467337403492505,0.00070821752999405,0.000327057894332419,0.00603860450250625,0.000103368622960772,0.00183687687132778,0.00217924176467196,0.0024682984415634,0.0391783582513247,0.132048148374549,0.0119855863953309,0.00319417442194848,0.0250474140085927
INS,T,1,3,0.00109514072699513,0.0210727113851946,0.0010500009771754,0.000795220274958182,0.000854649399129736,0.0117020119542208,0.00325127662545611,0.000445135959354587,0.00326681560224612,0.00187248143859649,0.0237767795413936,0.0838733489502801,0.00437737814851596,0.0350370223857399,0.0216092718445628
INS,T,1,4,0.00125049906124878,0.0111387618692477,0.00356344770163035,0.000987819601310722,0.00103988739097226,0.0119996078460336,0.0139107284127002,0.00539495417126976,0.00597033040105969,0.00412315440691312,0.00863456706954722,0.0424675120286717,0.004869686422946,0.0890979587786953,0.0112584961226615
INS,T,1,5+,0.0132479635337167,0.000863721380750367,0.0206341375476408,0.0151578919352569,0.00419252906439237,0.0270258733595626,0.905748040052007,0.134090236972345,0.005255471760214,0.00456466878255813,0.0214557549379829,0.01111436436574,0.00652430856120189,0.0136119150519325,0.00074178753388078
DEL,repeats,2,0,0.00826677088584576,0.0283649938325624,0.000126977331452393,0.00106862919889994,0.0888022426382355,0.0231728695826019,0.000578933462063598,0.000807087084041333,0.00179719051332881,0.0149341834395199,0.00783154818405596,0.0127562608576269,0.00640643835998364,0.00550817863626138,0.025664595474297
