Signature,NumberOfPostSamples
low confidence hdp.1,2759
low confidence hdp.2,2490
low confidence hdp.3,1747
low confidence hdp.4,1200
low confidence hdp.5,799
low confidence hdp.6,400
low confidence hdp.7,400
low confidence hdp.8,290
low confidence hdp.9,196
low confidence hdp.10,175
low confidence hdp.11,132
low confidence hdp.12,101
low confidence hdp.13,9
low confidence hdp.14,9
low confidence hdp.15,7
low confidence hdp.16,5
low confidence hdp.17,2
