"ex.sig","ref.sig","sim"
"signeR.12","SBS1",0.998142314295093
"signeR.15","SBS2",0.996099592151415
"signeR.7","SBS3",0.98724370176537
"signeR.4","SBS4",0.941788271516682
"signeR.3","SBS5",0.910799813505599
"signeR.2","SBS7a",0.990281903036817
"signeR.19","SBS7c",0.997759188672643
"signeR.23","SBS7d",0.964270503219143
"signeR.8","SBS12",0.946397834029612
"signeR.24","SBS13",0.998946481135368
"signeR.21","SBS17a",0.999850740158279
"signeR.10","SBS17b",0.999407294968405
"signeR.6","SBS18",0.99067388750398
"signeR.28","SBS28",0.968223673880653
"signeR.1","SBS40",0.982567920818965
"signeR.11","SBS44",0.92559413026657
