Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.0113285691781577,0.00253358052536561,0.000460741185674372,0.022656148220291,0.034559044599288,0.0294501833874549,0.0168347097204367,0.140314488314006,0.0350203480569955,0.333444052255223,0.0229857547436511,0.0654642251953059,0.0113297486757241,0.0478882252138703,0.00984012225312758,0.00861213906093167,0.0224416501381113
DEL,C,1,1,0.0028510576064699,2.11028054444174e-05,0.000432405003721728,0.0278881929941572,0.0195072514351577,0.00610109233900955,0.0309246318774264,0.140227564073885,0.0220980687247164,0.0975901731869334,0.000913438335159854,0.323802372615536,0.00290204656227798,0.0139643700246656,0.00232697860999954,0.00934038706754516,0.00124266850774567
DEL,C,1,2,0.00138547493517249,5.44534054665082e-07,1.62310043174074e-06,0.0284957185833326,0.00275210566206971,0.00814410000116788,0.0208769858134229,0.227353444295096,0.00283065308243264,0.00239628351371753,5.90526250526181e-05,0.137211406813769,0.000450601190645753,0.00714023994460042,0.0033130365975646,0.00312237786246908,2.24171693024391e-06
DEL,C,1,3,0.00594278900865563,0.00155849549658635,0.00154532401179652,0.014104257352235,0.00562711900764701,0.000959147280501017,0.01338875143279,0.0701477986997507,0.00583697252014801,0.011126163001554,0.00343659345328427,0.0536595023579729,0.0011922442066621,0.00419429791133496,0.00198504300498249,0.00223004104755698,0.0300850212237608
DEL,C,1,4,0.00670951102391271,0.00219939108021562,0.000661374500517395,0.0032948150822268,0.00103477455408003,0.00259339011592221,0.00308022482769369,0.0425344678332954,0.00197010782049743,0.0131195943864548,0.0267157343095249,0.0392808796013674,0.00232367789379196,0.00403473474289442,0.00257661008696539,0.00321039465959336,0.0240734299952515
DEL,C,1,5+,0.0264139037215949,0.0102539455036942,0.00220563108123744,0.00252502573233489,0.00061624467553232,0.00184519874755781,0.00226195148861198,0.0256479585996218,0.000906898699730334,0.000759751780437471,0.0548344609538766,0.0213137612726696,0.00460467548089762,0.0012488620568395,0.00254060181300266,0.000804327781511751,0.00465246042210223
DEL,T,1,0,0.0133863983776106,0.00447936923424013,0.00126333625537342,0.119417353750543,0.0287202471832457,0.00334095007668502,0.0805836143829814,0.028769837522777,0.0359106526832666,0.105198716975484,0.0447113319048739,0.0359450912762239,0.0198304716962538,0.0409784786511211,0.00863091646174366,0.0157119622949246,0.0295780243911371
DEL,T,1,1,0.00228692562209175,1.64350417058474e-07,1.66644123846453e-06,0.101621167132298,0.0111519593448157,0.000999969751416147,0.0759161804988278,0.00714654249900856,0.00773983683464126,0.0387148171178283,8.94468508493118e-05,0.0205475127126058,0.000665281859092328,0.519149101754043,0.00292137403471045,0.009578629985576,1.85911495566635e-06
DEL,T,1,2,0.010834348917219,0.00507486109304384,0.000656369579251819,0.0969904606162415,0.00910067160156086,0.00984634258726651,0.190219631190844,0.0114157949198738,0.0078733778267122,0.0852594658356335,0.0488287125687258,0.00805217917477929,0.00748482758451501,0.0190596594162038,0.00666085856308568,0.0186142922099524,0.054014059908524
DEL,T,1,3,0.021267755141291,0.0134118462993528,0.00241424464053506,0.0882669393155685,0.0105621002304447,0.020906098223182,0.0871432907851368,0.0160805674803879,0.00848818480598768,0.106706253849427,0.256079092732861,0.010369221265984,0.0149905420256003,0.0571402778130475,0.00683390701997423,0.00557613938769242,0.0269797153322546
DEL,T,1,4,0.0659628159753867,0.0393441455510103,0.00367649267045894,0.0487245723456125,0.00165377975045866,0.0171690377028012,0.0325255799977081,0.0141854091017681,0.00207502902972246,0.0946099178446261,0.0785434767661673,0.0162374226864846,0.0119895536062244,0.0145784629259247,0.00409625911864608,0.00660586260486616,0.0762226776138758
DEL,T,1,5+,0.235487214720934,0.852010852014792,0.000955036922210169,0.0283614987432587,0.00848915181667748,0.00326870968353999,0.0228681583605861,0.00774467396451643,0.0126871609124492,0.00436017680365328,0.0559126507824885,0.0131017611919054,0.0423225257322847,0.00637166475579612,0.0019143369674706,0.00836234567792744,0.0120949126475039
INS,C,1,0,0.000129848701730795,1.40898817555559e-07,1.50520872344883e-06,0.000529386795085926,0.00265569822632118,0.00222393370249871,0.000696241021913977,0.00271449131520612,0.0025557946360673,0.000200027163556885,3.50994185071302e-05,0.00227783752316197,0.549381021332554,0.00289138726411178,0.000430102749976685,0.000694225086506957,2.65541920544589e-06
INS,C,1,1,0.00057454567409147,0.00010540345006266,4.08960963583532e-05,0.00124971791294123,0.00222337258324974,0.00174114277525193,0.00116289775877986,0.00129937392475562,0.00192161238784297,0.00022186700899246,0.00138438077778733,0.00140218534272353,0.0166364235089614,0.00234093731019338,0.000398001283143576,0.121834311194852,0.00105930821657046
INS,C,1,2,0.000155275888423704,6.33370113857077e-06,1.09708828894174e-05,0.00324727030986388,0.000918544775757014,0.000149773448538089,0.00203775800718227,0.00234511144281465,0.00215969092616697,0.000402372968725888,0.000267053939263035,0.0010713863772891,0.000760089768616538,0.00181997697205638,0.000257367596100258,0.0666584978468183,0.000292077336253118
INS,C,1,3,0.00156006575116743,0.000188298322362662,0.00077107134011967,0.000385168188452596,0.000257433383196069,8.8770802079929e-05,0.000663513293772638,0.00560357505703496,0.000112985105654643,0.000223715127368716,0.00374381842644643,0.00680969400860649,0.00107219614173812,0.000360315720634547,0.000893469428420583,0.0266522035739558,0.00203802531158959
INS,C,1,4,0.00505109983286527,0.00180694177607715,0.00151619560652855,0.000142863379748436,0.000222395808644604,0.000459673941705693,0.000539861349151672,0.00846478272218514,0.000428479100221821,0.000361738359813088,0.0189495141225147,0.0055257527353317,0.000996152549299624,0.000285540943539326,0.000127538128492144,0.00781136161071394,0.0234174173600889
INS,C,1,5+,0.030534888155323,0.00608589939148679,0.0170651798183613,0.000413499459387242,0.00104820980613505,0.000462851370245995,0.000957897104740788,0.0103807322306438,0.000508778993274973,0.000925394436195247,0.02426565278642,0.00752482263278881,0.0015851230682774,0.000926319754676477,0.000950145908463771,0.00134866063883973,0.0243642088516925
INS,T,1,0,0.0042418523921945,0.000694217464209542,0.00203785810378965,0.00497405040906404,0.00454970039959797,0.00696732685079423,0.00638278249388282,0.017218195913663,0.00516432222217661,0.0136622818328244,0.00741940713487956,0.0217080065452698,0.0415435136692302,0.0399611248804985,0.00359285473020571,0.00407134468796422,0.00241859549818298
INS,T,1,1,0.000667510246903554,1.99402105771364e-06,1.21370877078991e-05,0.0141961794846241,0.00338582448900321,0.00130034030276859,0.0121724906950314,0.0421131328823044,0.0049705686804711,0.0105033747725451,0.000213498452321969,0.0486929561611655,0.00397868538232714,0.00487873959488503,0.00136691664530313,0.208780502520731,6.25228834952864e-05
INS,T,1,2,0.00293289867231021,0.000293879051588101,7.9777141115688e-05,0.0277811373854829,0.00204419985444963,0.000724959173051309,0.0339313545747283,0.0443414958670447,0.00118435657163252,0.00239986984809941,0.00209538211980646,0.0324042468670043,0.00196718938901597,0.00510951751001394,0.00028172981515906,0.132085029806561,0.0081703855483918
INS,T,1,3,0.00518158973398338,0.000828827389501855,0.00287962754697622,0.0218952141247511,0.000821323077192998,0.00079839066841086,0.0170788067809163,0.0248914764235328,0.00163841617910464,0.00177512275641709,0.004081868714481,0.0223385172428148,0.000465644286803351,0.0115668619694528,0.00071206996374877,0.0851701793708604,0.0246834082837765
INS,T,1,4,0.0161341627615778,0.00263751517290572,0.0115059531265273,0.0112872621931014,0.000755847490839674,0.00107804868879853,0.0106177935955149,0.00578515577696687,0.00232918556379912,0.00397366541758314,0.019082244026815,0.0102909288745369,0.00701373052466959,0.0119644333265472,0.00164218588622818,0.0429337605309411,0.0537427486943091
INS,T,1,5+,0.376446711547135,0.0199970954930748,0.917159673289767,0.00523300484694281,0.0111679648816435,0.0156046094789061,0.00959344242559247,0.0298130319408281,0.0159722568861753,0.00451436733399471,0.0150172184647922,0.0146141257482527,0.113954855670059,0.0284772650635332,0.00552137742459318,0.0113417452795768,0.0118886008181608
DEL,repeats,2,0,0.0022957509540105,5.39282924146433e-05,0.00048866979661532,0.0287478131006415,0.00929395469163434,0.00106278345387908,0.0196654751413612,0.0100647554151628,0.00658718750408472,0.0148540359166814,0.00129582307590152,0.00719935186983628,0.000863379196679568,0.0226789488245902,0.0824437788619103,0.0128660416342069,0.00353479180309939
DEL,repeats,2,1,0.006362648487488,0.00220339358962298,0.000701519794260577,0.0263167817276638,0.0099721233098779,0.00150825081738338,0.0192365313672337,0.00939527462421911,0.00886701450596073,0.00401417501085502,0.0281429894312738,0.0116812606684888,0.00662460540054672,0.00473726687504322,0.210646455362678,0.00625377271511844,0.0129814726995714
DEL,repeats,2,2,0.00415438858948352,0.00118752244336566,0.000642792811495449,0.00464946993590363,0.000756852809938297,0.00218950030504705,0.00479612297033601,0.0117843407557255,0.000384314847696131,0.000514525632475922,0.00513000648389416,0.0119684676501636,0.00226548458747019,0.00283896545918437,0.0470644994273107,0.00175822828774964,0.0107956624085603
DEL,repeats,2,3,0.00154432502755385,0.000547057839054652,0.000232386431043692,0.000353348146442359,0.000123768108751827,0.000571154311201238,0.000590331560683912,0.00643925296886418,0.000124478516364584,0.000165453335493495,0.00294735108550435,0.00617708238993816,0.000194245810306133,8.2711051875118e-05,0.011810139231757,0.00041856595966064,0.00428788917846328
DEL,repeats,2,4,0.00142603918873718,0.000434032899038798,0.000100044966950257,0.00078216736461609,0.000187825859157717,0.000196267637939932,0.000955152618929417,0.00283730457615603,0.000474310928386634,0.000253821697540894,0.00446943599573634,0.00255833716712105,0.000304558787230266,9.08111044948839e-05,0.00308037910904729,0.000347418109408207,0.00789121857102706
DEL,repeats,2,5+,0.000583261032692343,1.35405990742615e-07,1.20348924878098e-06,0.0212644436244694,0.000764533757650364,0.000165190146486854,0.0237422720316757,9.67967089463324e-05,0.000495580614148302,0.000199214063691773,0.000167760984528215,0.00091516085112568,1.98369141542815e-05,0.000519659044702565,0.00194468626408345,0.0119893962293382,3.07154515062646e-06
DEL,repeats,3,0,0.000456680609715047,6.22507535136696e-06,3.65542641966482e-05,0.0177150034601539,0.0115162801805283,0.000985849172837981,0.0141593623610352,0.00122181997166058,0.0123167683555889,0.00217273514278393,0.000312443370073002,0.00179009592698068,0.00182697470730618,0.00386556995502836,0.00489524161692096,0.00675537137801189,0.000362043110751022
DEL,repeats,3,1,0.0134944745638904,0.00280774409330821,0.00391815222260956,0.00589641634830412,0.00211064162108977,0.00438315680166717,0.005413874367763,0.000275499819893779,0.00185340422419758,0.00410494094370589,0.032434489149263,0.000768652194227758,0.00510842841486272,0.00062063262816785,0.0870001174223033,0.000888879510390686,0.00495638423002713
DEL,repeats,3,2,0.00463510562559746,0.00139562988803532,0.000631596558155108,0.000979214259305487,0.000209865885296408,0.000529578546207417,0.000743846199002094,7.45143269227378e-05,0.000556699193128956,0.00101484153359121,0.00509590387834454,0.000192251763397362,0.00152379568306963,0.000844009799662518,0.0149671122465097,0.000409119069792701,0.0169368389387439
DEL,repeats,3,3,0.00125839118094178,0.000273840068451528,0.000230391075614582,0.000456848584347759,0.000241470563962242,0.000142564326501058,0.000541808548494747,0.000127359844619787,0.000408310897759261,0.000329528834664846,0.00305267156793628,0.00011116971575091,0.000563384872788031,0.000116031181475458,0.00354459493219734,0.000486693406094074,0.00382054845138458
DEL,repeats,3,4,0.000168651370091883,1.36498500442361e-07,1.19519465719984e-06,0.00564492829786255,3.07511322413778e-05,3.35080777832953e-05,0.00483524788680442,6.15976372059889e-05,9.16091900460886e-05,3.27633879156409e-05,5.6945825204548e-05,0.000161924700467145,2.75400178270741e-05,0.000734483397635362,0.000689898439273387,0.00297851852927939,1.57227792581253e-06
DEL,repeats,3,5+,0.000185313662821555,1.43793985494638e-07,1.12863928112567e-06,0.00830116235761623,5.53664375458631e-05,0.00017536073735192,0.00900798273934676,0.000152956708714205,9.28820573559758e-05,7.95256319504107e-05,8.27883689490296e-05,0.000295792023487451,4.27531657602995e-05,0.000275682828112616,0.000531722320103613,0.00375061339975011,1.94029233204707e-06
DEL,repeats,4,0,0.000404105823308662,6.6886127750351e-06,4.31067534759243e-05,0.0105675427540339,0.00726025535435108,0.00231177369424242,0.010289151901968,0.000107618874790758,0.00520832970038777,0.00131479138205664,0.000321710183634318,0.00146181791977679,0.000354277417962779,0.00390276211539326,0.00727888912655297,0.00541111036290981,0.000281848807255083
DEL,repeats,4,1,0.00475198747990722,0.00117992222995297,0.000876532828804417,0.00289873996602087,0.00133472506694337,0.00261157537977208,0.00203339604287172,0.00141306089978146,0.00163932916629673,0.00369135207899642,0.0160738660774852,0.00133613216161099,0.000253797965608268,0.000585091058469766,0.0566270204006659,0.00181491115447468,0.00120443832588649
DEL,repeats,4,2,0.000936998177193193,0.000284092395041109,3.04444307511356e-05,0.000109132955163377,0.000102528969390436,0.000547523691556019,0.000290432718068929,3.04513819299311e-05,0.00031722939765211,0.000525375707115108,0.00606698080467348,4.54598508311995e-05,0.0005326935835969,0.00016013445881297,0.0133251237507691,0.000240385767415398,0.0010084965405603
DEL,repeats,4,3,0.000118595285296657,7.35659917360307e-07,2.36192662840582e-06,0.00352329560787222,6.78030328744127e-05,0.000172282858160341,0.0039764547752111,5.62660223667224e-05,0.000144776618428131,0.000106392081203415,6.60196175681027e-05,0.000125117999818135,2.60595211471226e-05,0.000402005443803799,0.00393633013138466,0.00209246507485286,0.000146397417123502
DEL,repeats,4,4,0.000144836911068034,1.24726397399694e-07,1.43193387372127e-06,0.0046692930424372,6.733981313074e-05,5.01032312640693e-05,0.00426322760390588,0.000140296469085552,0.000485759242404951,3.46568708222845e-05,3.39042935263432e-05,0.00016782328615363,1.2653853846171e-05,0.00029507869652836,0.000425481824257603,0.000991551709368713,1.18788124507649e-06
