"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.923691745484019
"SBS96B","SBS2",0.998509402500054
"SBS96C","SBS7b",0.983509692660721
"SBS96D","SBS4",0.98631336791497
"SBS96F","SBS40",0.920909088086263
"SBS96G","SBS3",0.936562438360629
"SBS96H","SBS44",0.993006981287732
"SBS96I","SBS1",0.999619541735672
"SBS96J","SBS17b",0.999465043542415
"SBS96K","SBS18",0.987607284618212
"SBS96L","SBS7c",0.991746604964077
"SBS96M","SBS17a",0.999646760308095
"SBS96N","SBS7d",0.965224802245916
"SBS96O","SBS13",0.998275199843552
"SBS96P","SBS22",0.957488817531103
"SBS96Q","SBS28",0.958047441929165
