Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
INS,T,1,4,0.00409029640135685,0.0389968096293714,0.00151597187422554,0.00638128912337075,0.000761246730124087,0.00490060713874933,0.0172151703615489,0.0111921931506278,0.000733069045685321,0.0131410340559281,0.000736459140284513
INS,T,1,5+,0.0651314734609858,0.0141620960388425,0.0122459502191891,0.0274236291486515,0.00199733757354876,0.207813849287236,0.890319948117634,0.000548289724816706,0.0241667604712955,0.0256345759665635,0.0103947514014716
DEL,repeats,2,0,0.000210977856553063,0.00475022761922392,0.00189485419513712,0.00699654239647572,0.0147055723126809,0.00140573220493439,0.00047501388283261,0.0280089631269551,0.00927548174740447,0.0223472661345779,0.0676815453175744
DEL,repeats,2,1,0.00341267550995364,0.0106276562886669,0.00226567074533241,0.00904295323035336,0.00498369011094571,0.00673580595974865,0.00098451056393514,0.0246138807712309,0.00912095284935094,0.0026239652436552,0.227873050533713
DEL,repeats,2,2,0.00175255670275877,0.00230608717771564,0.00204397535382311,0.01152608398257,0.00150136141444108,0.0021945465968284,0.000316797589704411,0.00478663039387545,0.000394992592362344,0.00308395920500248,0.0529223023692044
DEL,repeats,2,3,0.000700275008721418,0.000339767691538207,0.000523871453949674,0.00676125209940185,0.000107695949448202,0.00052121917359364,0.000402547328312472,0.000197763074521007,6.59947032718015e-05,0.000343517097109181,0.01140552728792
DEL,repeats,2,4,0.000879317572735608,0.00128879898346795,0.000227289736431043,0.00297356872252508,0.00020888322878782,2.67119391374702e-05,4.45130395409439e-05,0.000693835278206624,0.000202316440692857,0.000440650418494403,0.00281096786941116
DEL,repeats,2,5+,9.79635294660264e-08,0.00548450435878617,0.000190200645889782,0.000180424671793089,0.000208044990970805,2.43246005966213e-05,1.21400414210726e-06,0.0213699486111452,0.000711250472226908,0.000202068182153096,0.00277914201634479
DEL,repeats,3,0,9.38936458827823e-06,0.00652388831975436,0.0016757081253643,0.000817292996636951,0.00332915658447956,0.00125209753533138,0.000145844949155822,0.0174036708793347,0.0109875688780059,0.00176267292091261,0.00534177635747671
DEL,repeats,3,1,0.00482190521881722,0.00234722243194838,0.00564156048473129,0.000591543536916645,0.00315887455936603,0.00432049207723557,0.00493833888455,0.00593008991450598,0.00137700351057754,0.00189006244069509,0.0899288358421638
DEL,repeats,3,2,0.00218645905805744,0.00134243102379671,0.000348053231523243,0.000216510768251262,0.00208527506016734,0.00132700746047396,0.000707343257023903,0.000749174728254401,0.000618627284837476,0.000558041618398353,0.0197883880798299
DEL,repeats,3,3,0.000378791632212759,0.000100970409399014,0.000140807537245334,5.99933895709915e-05,0.000438060265565715,0.000393508867526995,0.000427497921151608,0.00061933853707917,0.000208236155797323,5.84581101686369e-05,0.00347170243823646
DEL,repeats,3,4,9.83725629919805e-08,0.00234710923642215,5.33693424084419e-05,3.37938550842505e-05,8.76064179009278e-05,4.0273006518993e-05,1.18860097173277e-06,0.00588064914587573,2.51730028779617e-05,0.000223204772870174,0.000573410859216494
DEL,repeats,3,5+,9.42822277324387e-08,0.00238122636802849,8.63618145481527e-05,6.84331375953852e-05,0.000190153192187469,2.29053237321304e-05,1.52151620453531e-06,0.00860032480870614,0.000120809491271396,0.000786506789969462,0.000760805846103439
DEL,repeats,4,0,1.56860266868169e-05,0.00143212715878301,0.00223590741405892,0.00044168789394031,0.00173522976538815,0.00039239313542543,7.39345903659894e-05,0.0114488305373811,0.00635147451745606,0.0015682875332505,0.0077692118333948
DEL,repeats,4,1,0.00218192962530779,0.00132934562096428,0.00285537489240225,0.000909177303269481,0.00444378042860508,0.000979407687361364,0.000839197744348216,0.00261161882506415,0.00172628489525653,0.000670825516505546,0.0627399392262583
DEL,repeats,4,2,0.000552202622641612,0.000319324579500693,0.00033908103530066,0.000178457818294805,0.000280908284913653,0.000655599260532142,3.20487734453547e-05,7.3861360836056e-05,0.000316280621758935,2.75013169105348e-05,0.0159753867436895
DEL,repeats,4,3,7.65588050528441e-06,0.000835179231645521,0.000148218273904318,4.84043517502319e-05,0.000115888139206084,1.4840877733318e-05,4.42951070793101e-06,0.00392264743284699,5.65772848132561e-05,0.00012956255130002,0.00466476280020881
DEL,repeats,4,4,1.77316033501138e-07,0.0018212480997584,0.000174554183732089,6.64837155904392e-05,0.000180890312108694,1.16659635913644e-05,1.60574776946126e-06,0.00421274264174554,8.62691021025025e-05,0.000109138429932956,0.00105998609137009
DEL,repeats,4,5+,0.000208021975777755,0.000366368640202745,1.28103417258504e-05,0.000128179581010758,9.4185528162202e-05,4.129029167042e-05,3.66768299848969e-05,0.00163954578705901,5.15649712941462e-05,0.000305494982796774,0.000637880821382058
DEL,repeats,5+,0,2.73281434192878e-05,0.0218101970469234,0.0178457124496159,0.00195419823412058,0.00089704125648045,0.00667195490867159,2.05725569764366e-05,0.0184594811589628,0.237691311836999,0.0158538798509975,0.0059262264954519
DEL,repeats,5+,1,0.00280188701538961,0.00079621733151644,0.00710324596886819,9.9220060078862e-05,0.00038129959052787,0.000194178405234884,0.000179053577880117,0.000228763751957849,0.00105446431948803,0.00316455136297821,0.0171690643865288
DEL,repeats,5+,2,0.000395386735911009,0.000408115150277135,0.000323038011983958,6.10944789001637e-05,0.000294630026657724,7.42618160541708e-05,9.66276435642124e-05,0.000410359785905376,0.000428514144663469,0.000372075243555569,0.00233116837142416
DEL,repeats,5+,3,0.000144531178328858,7.907839462573e-05,0.00018505243227193,3.88257461611007e-05,5.87329993131733e-05,0.000147629405644587,1.34081944263465e-05,0.000220416874850127,2.87298351574027e-05,4.63342567292344e-05,0.00134199731531631
DEL,repeats,5+,4,6.14534014561192e-05,0.000153855359254641,4.19965348839998e-05,6.09608374512404e-05,5.00336404559211e-05,1.0755329302587e-05,2.28240800769967e-05,7.38166157451125e-05,0.000107300806015719,6.57371720279451e-05,0.000163651206565893
DEL,repeats,5+,5+,1.56766189157199e-05,0.000604056606184863,2.92463854769276e-06,3.72917747473727e-05,3.96084978577565e-05,0.000229291150784138,1.89139973527757e-05,0.00053873089496,3.9750557169021e-05,9.07210972350976e-05,2.11885246395841e-05
INS,repeats,2,0,0.000308454840639967,0.00103311292881493,0.00225241781302731,0.00249873193875402,0.00147073403605134,0.0246198594079105,0.00047188595035413,0.0072096000802282,0.00169037544404657,0.010181115764763,0.000840621697726804
INS,repeats,2,1,0.000255307887512162,0.00607069871093161,0.000257403599443303,0.00261733291417564,0.00179713257157239,0.00011446098736056,2.89709788031401e-05,0.0183096669238968,0.00156591815291826,0.0017022673945206,0.000563290324073604
INS,repeats,2,2,0.000932560444225249,0.00105391826653639,0.000620607591675477,0.00101336533894962,0.00145477934146699,0.00134349732462209,0.000325105763425836,0.00727107472145992,0.0002419146271696,0.000444830238681151,0.000439116382249483
INS,repeats,2,3,0.000415097243459689,0.00129167414983425,0.000528513343944862,0.000910101172416385,0.000231987598870239,0.000795131404527871,0.000462737466496895,0.00097890753103897,0.000227846491312425,0.000998715785871089,0.000242002810551564
INS,repeats,2,4,0.0019665188679172,0.00047111978017791,0.000142510625794293,0.000235697031918421,0.000266461009596872,0.00236330928110263,0.00299669568929858,7.84637130473897e-05,7.2908239160229e-05,0.000255883367057476,0.000108138994654463
INS,repeats,2,5+,0.0144041078448395,0.00103048679260635,0.00074547832734313,0.000370050266819656,0.000748736559006289,0.00154373021729047,0.0169886349157164,0.000890060400030343,0.00175644292138036,0.00132982404180086,0.000337566501964647
INS,repeats,3,0,4.19940404923749e-05,0.00062144343901411,0.00100524359011732,0.000161418533557087,0.00039328850451576,0.00646767748713504,1.03537974410558e-05,0.00407650023197837,0.000661234223939348,0.000228607665441113,2.2767615229255e-05
INS,repeats,3,1,0.00111862284161186,0.00214299506352046,0.000239445044099601,0.000254775801376663,0.000587555401620342,0.00246340521765554,0.000363987989701929,0.00545507475061838,0.0007654193904264,0.0037226167303549,0.000571329330711928
INS,repeats,3,2,0.000187460473978327,0.000866806061674764,0.000573526576217038,0.000112642309948982,0.000156560283369464,0.000139179375757734,2.1422226175015e-05,0.0013078414788765,0.000225126560745793,0.00025831763733669,0.000455424081430084
INS,repeats,3,3,1.30941857496082e-05,7.15169334734271e-05,0.000192261347626776,3.35265721864039e-06,1.62153231493074e-05,0.000313012077964078,9.67506483891836e-05,2.20542161104769e-05,3.81563503736961e-05,5.83512397661348e-05,0.000137581856467326
INS,repeats,3,4,0.000111008835709283,9.1824210879462e-05,0.000192905759510166,2.14174948143995e-05,5.09141423645498e-05,0.000417997546373846,9.20564099057711e-05,7.42257137194533e-06,9.64551965907481e-05,2.37489783337952e-05,0.000106143598363878
INS,repeats,3,5+,0.00181298118038036,0.000284324522789735,7.30416084750048e-05,0.000104237424911264,0.000105336204333077,0.0026072362118073,0.000988829102898804,4.16794129983055e-05,8.16729652503604e-05,3.6300313383206e-05,7.47627617364185e-05
INS,repeats,4,0,9.57465677553547e-06,0.000923720772264253,0.00177171133309086,6.7459879217357e-05,0.000246237641759487,0.005219386567209,7.22185393567441e-06,0.00244839129016452,0.000822728964238364,0.00105422902272634,0.000123212132101321
INS,repeats,4,1,0.00109789384058356,0.00115808078977515,0.000544736944217898,0.000302029674566599,0.000855939427385659,0.00172927810656325,0.000853397448083073,0.00351533414841929,0.00124279449514344,0.00225453801118385,0.00114199831444999
INS,repeats,4,2,1.32054428686678e-05,0.000465527921182046,0.000590288366634445,0.000124824018543228,6.18253220162775e-05,7.78961492967688e-05,5.97622953149575e-05,0.000222109517718962,4.34097279731261e-05,2.09703478687412e-05,4.61094452183902e-05
INS,repeats,4,3,0.000129932976304316,4.07503894435482e-06,0.000310666720112725,4.61876468474393e-05,1.84975840964731e-05,0.000946296696464918,0.00013877083471101,4.66755220099421e-06,2.15547674837222e-05,0,6.09816074992907e-05
INS,repeats,4,4,0.000267896303306928,6.18047573227148e-05,0.000110722000030146,8.81161988226717e-06,7.0123172003195e-05,0.00196878312842421,0.00028263032555072,2.33377610049711e-05,7.77659077976241e-05,0.000163903573970688,0.000105526317497007
INS,repeats,4,5+,0.00195987739055628,0.000520156082141647,9.22642025130484e-05,7.56381548416834e-05,0.00024977373742454,0.00031694175205709,0.00107112401033594,0.000604382170823505,0.000835014135576945,0.000261025020866743,5.55265672804276e-05
INS,repeats,5+,0,1.19028756052667e-07,0.00274093911128879,0.00896887856360081,0.000121294141142319,0.000164914485478534,0.00329976948646625,1.94601655158273e-06,0.00481968678863336,0.000213569130027047,0.00293519560471958,0.000115230546938985
INS,repeats,5+,1,0.000259325005770558,0.00238509765502563,0.00500261193945164,0.000971770890596697,0.00214175397459442,0.0285043299429845,0.0012495665751181,0.00452875804261209,0.00955096568485338,0.0136775116019993,0.000745617865704604
INS,repeats,5+,2,2.42675500613356e-05,0.000256387866915658,0.00165946682146809,5.34362428270821e-05,9.61085443306472e-05,0.000549350389595601,0.000242001965563623,0.000258286562962384,7.71359573235799e-05,0.000190098697072864,0.000239418844132102
INS,repeats,5+,3,0.000110990224683852,8.24516213074459e-05,2.26606376576679e-05,3.69111871428303e-05,8.72119530458621e-05,0.000122779754647229,0.000286291056102581,0.000141155420752773,0.000113559375346295,0.000124539642382422,2.77489282712168e-05
INS,repeats,5+,4,2.23287311483128e-05,0.000136128939846698,2.64846202623994e-05,5.01271643417863e-05,7.63782575620938e-05,0.000234500635228946,0.000263791200700101,9.79176001584631e-05,1.60444064779131e-05,5.54894878769125e-05,0.000100545004455045
INS,repeats,5+,5+,0.000109697678741837,0.000312895073610711,8.52039975928313e-05,3.08682694523866e-05,8.81628951071812e-05,2.22900302937673e-05,0.000150458298596726,0.000426030795184967,0.000119299429485239,2.80119199447114e-05,0.000443982852339469
DEL,MH,2,1,0.0002364518509992,0.00291788635789478,0.000687884900446313,0.00649126441483905,0.00176473010133485,0.00256803791782732,0.00124565649239388,0.0290589501526046,0.00518531338377063,0.00825002696399628,0.186591760925455
DEL,MH,3,1,6.29625306501271e-06,0.00663282769420011,0.00118867082978224,0.00019047973820012,0.00264402748335261,0.00167313052933448,4.82466370815105e-05,0.0134677136995788,0.00922960452389222,0.00169985687321972,0.00653140578625878
DEL,MH,3,2,0.00286868198566116,0.00264637556867451,0.0039813748961625,0.00037305429417154,0.000912784630606732,0.00411117745341695,0.00123852020703209,0.00831652459488776,0.0049753306504857,0.000778990238326816,0.0491605784111214
DEL,MH,4,1,0.000120413539054785,0.00327943286868004,0.00227040115344345,0.000155419194599988,0.00185194909839598,0.000116725267213736,0.000129270717495434,0.00871988624856957,0.00627461601124379,0.00112336229865601,0.00969486974139147
DEL,MH,4,2,0.000497129121606563,0.0015919592418227,0.00771336239345309,0.00040181916342783,0.00345306785707707,0.000977955594846827,0.000215942323786296,0.0059743901114024,0.00156874497038843,0.000707683930879596,0.0303469198861883
DEL,MH,4,3,0.000650641858098323,0.00178964390883441,0.00522620161864014,6.03594509310856e-05,0.00230939449398207,0.00224633789651355,0.000119441027569473,0.00382057493138663,0.000773999907172136,0.000686024862639175,0.0453288720291779
DEL,MH,5+,1,0.000567630140140026,0.0179956662866391,0.070091034119368,0.000898340724911137,0.000820684130964163,0.00701508354946541,1.97041696523191e-05,0.00823014483603688,0.283188791197064,0.0102897673406401,0.00136614304596928
DEL,MH,5+,2,0.000101970830919799,0.00983716665077779,0.258416650331239,0.00165172405647387,0.000711994975363028,0.00416892479358546,2.29230187405606e-05,0.00789088499964076,0.122576527367174,0.00676284219175569,0.000695331008108085
DEL,MH,5+,3,3.87148187148003e-05,0.0037252647682977,0.216414917663476,0.00115192827949194,0.000532929063209013,0.00165227618373023,1.06252102613727e-05,0.00747971852366723,0.0439872674774056,0.00165809429481975,0.00187139461318798
DEL,MH,5+,4,0.00041611819114047,0.00248527569574102,0.122463644839713,0.000563130202776001,0.000600467081608474,0.00010129370777959,4.54068300354358e-05,0.00269541743138318,0.0153968992614154,0.000311325356977721,0.00370912588607797
DEL,MH,5+,5+,0.00209092007481651,0.00349212726247011,0.101800560095191,0.000221040051270205,0.000559379340544221,0.00125733983542623,0.000616059638301103,0.0012684657988462,0.011924634990378,0.0134661456948285,0.000404835761084627
