Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.989),hdp.2 (ID6 0.999),hdp.3 (ID4 0.99),hdp.4 (False Positive) (ID5 0.514),hdp.5 (ID13 0.998),hdp.6 (ID1 1),hdp.7 (False Positive) (ID5 0.929),hdp.8 (ID9 1),hdp.9 (ID2 1),hdp.10 (ID14 0.978),hdp.11 (ID3 0.979),hdp.12 (ID8 0.988),hdp.13 (ID11 0.974)
INS,repeats,4,3,1.4982887045163e-05,0.000392948991432602,9.98403655430565e-05,0.00023835195268344,4.8872243575044e-06,5.64462755435156e-05,2.16056412289878e-05,2.45551986316465e-05,0.000204587481994083,0.000795339902424576,1.31398193465417e-05,1.80855197660647e-05,7.43049436624931e-05
INS,repeats,4,4,2.94407783219765e-05,2.7148836530887e-05,0.00026570376538927,0.000348319522738613,0.00011180793151494,0.000337816938712736,4.72751902736731e-05,0.000125402604199302,0.000150464736874208,0.00145298394447312,4.86283172545043e-05,0.000108934906220217,9.43380314625911e-05
INS,repeats,4,5+,0.000590776097511959,0.000100647238054044,0.000102042924051136,0.00150932534238028,0.000740171142891003,0.000855016860502785,0.000778559872243687,0.000104678884058756,0.00208207718244998,0.000230689335714185,6.19544153922184e-05,0.000888009656897334,0.000467621967144988
INS,repeats,5+,0,0.00441922570761216,0.00871222434859711,0.000223935735144596,0.000983806217587032,0.00250743000054915,5.01321929791248e-06,0.00468204175540608,0.000152409708091763,2.10958068269791e-06,0.00272318316758101,7.21185504592634e-05,0.00039701218557649,0.00380819983090842
INS,repeats,5+,1,0.00428378295167214,0.00564144687820057,0.00224814072500866,0.0033476289989282,0.0149611625867198,0.00147922234427501,0.00446555664239936,0.00189659992610668,8.39403101061971e-05,0.0252044708531846,0.000832212440510614,0.0095830845000303,0.00194727770677748
INS,repeats,5+,2,0.000323319464243951,0.00128301830555839,7.57868150066543e-05,0.000767177570853709,0.000256589418238602,0.000159566033058724,0.000173580045346474,7.28282130171674e-05,1.94978310403845e-05,0.000532517851899305,3.74468134049027e-05,5.59180357642309e-05,0.000309512306022371
INS,repeats,5+,3,0.00011855675923459,6.33256871189822e-05,3.72286108804618e-05,0.000257017641102116,2.95565539463181e-05,0.000193145090666337,0.000209516539109612,0.000184278452145102,9.44479483195303e-05,0.000102066458386188,5.47373063291052e-05,7.63398921944577e-05,0.000221991241868265
INS,repeats,5+,4,0.000147804765672876,3.49457577621123e-05,5.03633805201052e-06,0.000450963032195219,3.07935692401262e-05,0.000157054760817414,8.17112315278931e-05,0.000119944554650658,1.59047540617325e-05,6.42838332389028e-05,4.04368268221819e-05,5.73154365005664e-05,0.000251897937157105
INS,repeats,5+,5+,0.00060892331452026,2.47694436713118e-05,4.13651232005131e-05,0.000935844286774091,0.000177765181402006,0.000146222626262996,0.0003722347081306,6.75087232252774e-05,6.66475909096656e-05,1.59099266633357e-05,5.93560650743272e-05,0.000351202381910267,0.000530008213126194
DEL,MH,2,1,0.0299507706956336,0.000962567002767007,0.201352446133276,0.00359010517990986,0.0102817669380448,0.000865345435083082,0.0310334480392093,0.00471686931241944,0.000187234759754182,0.00201710080629834,0.00983125964359929,0.00318122495503029,0.0131672802193797
DEL,MH,3,1,0.0143620857013838,0.00106720269360231,0.00620009475836469,0.00058624483111534,0.00229804995286769,2.23907009974287e-05,0.0137537163813609,0.0024403927523295,1.07160698376717e-05,0.00139934660351269,0.000558908019205955,0.00994219081523926,0.0032879992546196
DEL,MH,3,2,0.00949516575078215,0.00391610627945174,0.0418071928093663,0.00594749274295811,0.000938012474143339,0.00156608830484776,0.00780999529282239,0.00126499033578831,0.0024169020595927,0.00347181469074411,0.000580750401565728,0.0036452756987662,0.00554580081740716
DEL,MH,4,1,0.00946144707725402,0.00249567713633122,0.0122762150192411,0.00152056030912371,0.00121294419292701,8.39537053890927e-05,0.00931271816574012,0.00259026621443895,6.71734070528829e-05,3.07524435563145e-05,0.00016354800227006,0.00579997960895241,0.00246987521673283
DEL,MH,4,2,0.00662155629589711,0.00916031693944852,0.0293191695570099,0.00396100129721201,0.000603663463378385,0.00018330422324616,0.0053314927199291,0.0022486682193432,0.000487588677994482,0.000676654978130936,0.000438624460280487,0.00210008791447814,0.00288118023782288
DEL,MH,4,3,0.0032540119551134,0.00480687033309628,0.048738698155231,0.00208021097845397,0.000466669089323942,0.000101039308807313,0.00352062589604738,0.00279776246234616,0.000589908078187702,0.00170563799675491,0.00010526662252942,0.000773708878558328,0.00264920543738025
DEL,MH,5+,1,0.0103124262532189,0.0653054175715679,0.00232952794792915,0.00817628260122474,0.00950591500155621,4.77440131759339e-05,0.00540886445032333,0.000884710071209293,0.000499036627058524,0.00754689993790712,0.00114394760934791,0.344432738228162,0.0251076602547518
DEL,MH,5+,2,0.00784262672707766,0.246095751088293,0.000493695431445084,0.00124452144268066,0.010009410644545,2.20326139047206e-05,0.0098843774481463,0.00067758733221159,5.78816199815238e-05,0.00470978918095725,0.00193400372650244,0.122406956969469,0.0148469809641905
DEL,MH,5+,3,0.00744112185787931,0.227002793644796,0.00103124057952967,0.00164560264468273,0.00218706331839208,3.16179712639547e-05,0.00676122273406026,0.000568823947497226,4.6722632942133e-05,0.000972207861011028,0.0010114747305488,0.0421055070418691,0.00563846759236831
DEL,MH,5+,4,0.00253921381038775,0.129645723161924,0.00384142320090791,0.00195047555552111,0.000647638343126304,6.75507054913471e-05,0.00203463110008038,0.000621313997957858,0.000321290243294111,0.000238446460166002,0.00117854292433409,0.0142214426543672,0.00166661656562199
DEL,MH,5+,5+,0.000905137821458447,0.105821283622333,0.000352100465892159,0.00248623414367546,0.0123491845149047,0.000606165913958584,0.00147405679335232,0.000408329578815751,0.00205813202057665,0.00128971625865036,0.000253864557713084,0.0122346358924939,0.000897332799967947
