Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0242834380430299,0.0209032997012029,0.00315341702750638,0.0295626876478219,0.0341638270113242,0.0471076770379356,0.000563391177500097,0.0110289206620577,0.110614462558456,0.0121558786282161,0.336280564581647,0.00610729730692892
DEL,C,1,1,0.00033900819893859,0.0301608526806117,3.32791233122878e-05,0.00612431808066194,0.0210329988419032,0.0142177641113817,0.000602190656808508,0.00265688970161535,0.213411964057335,0.00225217547716427,0.0964383156506076,0.0141828616070484
DEL,C,1,2,1.72123565806359e-05,0.0276641719686327,9.58923786190752e-07,0.00806807415587271,0.00246981604398432,0.00754912290480715,2.3459460281542e-06,0.00044590553938758,0.188784688510582,0.00334858348774832,0.0027178383296417,0.00211787968560387
DEL,C,1,3,0.0111646670332308,0.0138934742349952,0.0016663712507212,0.000978292992414116,0.00578607921104037,0.00454822902647778,0.00196083123952143,0.00104824658735687,0.0674484194194184,0.00136343176658672,0.0114838529760703,0.00227195541591106
DEL,C,1,4,0.0113004673324965,0.00278063336778091,0.00241689053545562,0.0026232777664145,0.00143069649212424,0.00402574101073925,0.000739535378571787,0.00205094391321299,0.0434289374029959,0.00229088641810625,0.0130791289076029,0.00304912954725531
DEL,C,1,5+,0.0566547851255794,0.00232643340971587,0.0107620340809537,0.00188963763406375,0.000614111631522483,0.0012587012865364,0.00280819652018064,0.00413998899540068,0.0247065831840013,0.00221182980628289,0.000858918837926135,0.000783386500673952
DEL,T,1,0,0.0301822792144066,0.110060022736162,0.00428642055175067,0.00327253629794968,0.0330701875139553,0.0396573263983342,0.00193303188023524,0.0183148083904484,0.0284379287636892,0.00731106166544357,0.1081845640434,0.0228388675339628
DEL,T,1,1,1.16689389305768e-05,0.0973205858641523,2.21715093851219e-07,0.00109365249138216,0.00998543472219719,0.513373271914614,2.2023166794917e-06,0.000685650604644929,0.00933584865929617,0.00367020990361204,0.0389785336560993,0.00848955031259992
DEL,T,1,2,0.0119243749590624,0.122257324273012,0.0048210035075448,0.00986229420233191,0.00853488514268014,0.0213166302209102,0.00056875873437969,0.00688563371264378,0.00839784470575593,0.00471766981199427,0.085193280066929,0.0323249536544913
DEL,T,1,3,0.112970311299887,0.0818446865066203,0.0132557569435096,0.0215274171577141,0.00965465531726648,0.0547995841670174,0.00238088302432112,0.0152219155333302,0.0122370848920408,0.00694165289741678,0.103411734771416,0.00528448356697112
DEL,T,1,4,0.475344167875965,0.0459263558541069,0.0357416953242634,0.0174443249592768,0.00138905985667527,0.0140800145370424,0.00499695607265422,0.0109734690166722,0.0124268027636821,0.00469570815321825,0.0918361848557524,0.00734988330950094
DEL,T,1,5+,0.0150371427788979,0.0269289854551725,0.839517390713418,0.00332408238821641,0.0107625936361742,0.00626512225982872,0.00102338877913273,0.03478291592669,0.00951109449726889,0.00235386371905027,0.00395853453455452,0.00905462922101621
INS,C,1,0,9.1703710398393e-06,0.000549662738550472,1.91688672690436e-07,0.00218068126770532,0.00261779088356718,0.0028940312507997,1.88741101833964e-06,0.533432863937896,0.00261810535329963,0.000435280344929089,0.000205949614588158,0.000719760176528175
INS,C,1,1,0.00166687613441923,0.00156411261918024,0.000109713900596437,0.00177050275904446,0.00214546512096486,0.00224387266126687,4.29168539700702e-05,0.0160956688225599,0.00140240669951792,0.000255406453892362,0.000199114543254679,0.115466953862034
