"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999481334302485
"hdp.3","SBS2",0.99926431257468
"hdp.25","SBS3",0.98551677421023
"hdp.19","SBS4",0.987510521953545
"hdp.7","SBS5",0.995297322741965
"hdp.22","SBS7a",0.986822111514774
"hdp.5","SBS7c",0.992374701823449
"hdp.15","SBS7d",0.985237816770922
"hdp.16","SBS8",0.990810924648482
"hdp.28","SBS9",0.994162259703047
"hdp.24","SBS12",0.995789030071793
"hdp.2","SBS13",0.999383430163208
"hdp.33","SBS16",0.958290997643413
"hdp.10","SBS17a",0.992465043021719
"hdp.8","SBS17b",0.995182390621538
"hdp.31","SBS18",0.997034480459305
"hdp.14","SBS22",0.988980113205637
"hdp.21","SBS26",0.991691566087303
"hdp.17","SBS28",0.981917552036042
"hdp.32","SBS34",0.988270669364977
"hdp.34","SBS36",0.997459325723517
"hdp.20","SBS37",0.995225138498833
"hdp.37","SBS38",0.99139347637178
"hdp.4","SBS40",0.993186328366772
"hdp.36","SBS41",0.992357826166596
"hdp.18","SBS44",0.987760145610361
