Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,3.97e-06,0.0017115,0.00187594,0.03383956,0.09134527,0.02510986,0.33195492,0.00792107,0.01063007,0.00478148
DEL,C,1,1,2.29e-06,0.0121878,0,0.02032256,0.23380388,0.00105002,0.08813124,0.00186767,0.00052323,0.00019998
DEL,C,1,2,0,0.01421029,0,0,0.21181294,0.00366238,0.00052739,0.0030548,0.00159984,0
DEL,C,1,3,0.00145913,0.00929447,0.00264992,0.00474722,0.07577292,1.1e-05,0.01027762,0.00789956,0.00082782,0.0004065
DEL,C,1,4,0.00045303,4.389e-05,0.00363473,0.00046875,0.04583227,0.0017933,0.01306509,0.00318489,0.00198814,0.00131254
DEL,C,1,5+,0.00155692,0.00016548,0.0143814,0.00044102,0.02731609,0.00111327,0.00341112,0.01265527,0.00241599,0.00344047
DEL,T,1,0,0.00061628,0.12678719,0.00772579,0.03466065,0.02486229,0.00096275,0.10658481,0.03138469,0.00579919,0.01710154
DEL,T,1,1,2e-08,0.08096765,0,0.00342178,0.00229408,6.95e-06,0.00932366,0.39715008,0.00896442,1e-08
DEL,T,1,2,5.552e-05,0.14942924,0.00708937,0.00391049,0.00303031,0.00915792,0.08298275,0.01464297,0.0028589,0.00738957
DEL,T,1,3,0.00139521,0.10697669,0.01921983,0.00300726,0.00370189,0.02134227,0.1073744,0.04693395,0.00538084,0.01579008
DEL,T,1,4,0.00275954,0.05777794,0.04346148,0.0016598,0.00345756,0.015765,0.10297905,0.03761563,0.00399474,0.01183575
DEL,T,1,5+,0.00019902,0.00372353,0.83817663,0.00021935,0.0008695,5.701e-05,0.0039822,0.00533707,0.00070536,0.06249001
INS,C,1,0,0.0005489,3e-08,1.117e-05,1.6e-07,1.2e-07,1e-08,2.1e-07,4.8e-07,8.3e-07,0.52329858
INS,C,1,1,1.682e-05,0.00935923,0.00017372,0.00204176,0.004407,0.001372,0.00066413,0.00018547,0.00092002,0.014415
INS,C,1,2,1e-08,0.00790842,7.13e-06,0.00153876,0.00335897,9.27e-06,0.00049353,0.00052432,0.00056009,0.00101126
INS,C,1,3,0.00058769,0.00143482,0.00019653,5.016e-05,0.00832676,4.1e-07,0.00065254,0.00169853,0.00086413,0.00084008
INS,C,1,4,0.00103944,8.085e-05,0.00226713,0.00018578,0.00847285,0.00031117,0.00117558,0.00468478,0.00020209,0.00083266
INS,C,1,5+,0.0166734,0,0.0054436,0.00181,0.00828816,2.087e-05,0.01853863,0.06144564,0.0022754,0.00362836
INS,T,1,0,0.00214561,0.00379816,0.00076444,0.00380062,0.01786514,0.00638901,0.01317694,0.02746972,0.00466914,0.03736364
INS,T,1,1,1e-08,0.02433409,0,0.00333331,0.05933521,9.776e-05,0.00783416,0.00031034,0.00215146,0.00438348
INS,T,1,2,9e-08,0.04024686,0.00049316,0.00011166,0.05419735,0,0.00188756,0.00261438,0.00116985,0.00250434
INS,T,1,3,0.00283544,0.02825925,0.00069739,0.00035891,0.03051288,5.658e-05,0.00301055,0.01590794,0.00121439,0.00114096
INS,T,1,4,0.01263265,0.0159042,0.00187224,0.00102585,0.00788419,0.00050609,0.0105678,0.04009269,0.00195138,0.00445116
INS,T,1,5+,0.92969976,0.00045049,0.00456699,0.00321656,0.00297987,0.00605091,0.01373976,0.04101746,0.00121133,0.1599077
DEL,repeats,2,0,2.913e-05,0.02499282,0.00012693,0.00743758,0.00874326,0.0001026,0.01122423,0.01798424,0.09196698,0.00119387
DEL,repeats,2,1,6.962e-05,0.01746631,0.0026893,0.00773724,0.0119053,0.00029724,0.0010189,0.00451735,0.19551298,0.00700576
DEL,repeats,2,2,0.00044853,0.00225004,0.00149077,4.6e-06,0.01325574,0.00162298,0.0001436,0.00190019,0.04536828,0.00262263
DEL,repeats,2,3,7.668e-05,0,0.00113967,0,0.00641453,0.00032784,2.01e-05,1.162e-05,0.01021371,0.00025634
DEL,repeats,2,4,1.71e-06,0.00053705,0.00101593,0.00021652,0.00327507,0.00010926,0.00013664,3.291e-05,0.00333476,0.00044392
DEL,repeats,2,5+,0,0.02901265,1e-08,3.366e-05,0.00015685,6.5e-07,0.00053722,0.00097391,0.00165937,0.0001087
DEL,repeats,3,0,1.005e-05,0.02038725,5.243e-05,0.01397305,0.00129272,0.00057928,0.0017208,0.00394763,0.00517716,0.00126881
DEL,repeats,3,1,0.0027549,0.00106883,0.00324486,0.00049514,2.372e-05,0.00407254,0.00482899,0.0160792,0.10457716,0.00484691
DEL,repeats,3,2,0.00058089,0.00030769,0.00186764,0.0002043,3.1e-06,0.00051617,0.00081204,0.00180997,0.01407012,0.00156772
DEL,repeats,3,3,0.00021167,0.00043679,0.00043932,0.0003167,3.633e-05,0.00010419,0.00050257,0.00127008,0.00368812,0.00015185
DEL,repeats,3,4,1e-08,0.00719747,2e-08,5.79e-06,5.02e-06,1e-08,9.776e-05,0.00057082,0.00061645,1.594e-05
DEL,repeats,3,5+,0,0.01109824,1e-08,6.49e-06,0.00016319,3.431e-05,0.0001723,0.00047507,0.00059436,5.055e-05
DEL,repeats,4,0,3.995e-05,0.01283289,0,0.00720583,0.0001406,0.00226078,0.00077082,0.00370798,0.00602709,0.00031795
DEL,repeats,4,1,0.00031168,0.00027415,0.00163109,0.00049848,0.00112123,0.00254732,0.00277917,0.00234072,0.05715256,0.00075749
DEL,repeats,4,2,0,2.36e-06,0.00038952,2.48e-06,0,0.0005139,1.69e-05,2.276e-05,0.01101232,0.00060531
DEL,repeats,4,3,0,0.00453349,1e-08,7.76e-06,6.89e-06,0.0001147,8.018e-05,0.000336,0.00373454,4.688e-05
DEL,repeats,4,4,2.02e-06,0.00600712,0,8.863e-05,6.616e-05,1.703e-05,8.084e-05,0.00037365,0.00020568,0
DEL,repeats,4,5+,5.649e-05,0.0018096,6.528e-05,2.64e-06,6.59e-05,0.00010355,3.633e-05,0.00031239,0.00075336,0.00011166
DEL,repeats,5+,0,0,0.01635404,0,0.30221831,0.00071885,0.00982171,0.00072721,0.01105738,0.00292957,0.00090186
DEL,repeats,5+,1,3.2e-07,1.448e-05,0.00338945,4.2e-07,0,0.0075052,8.231e-05,0.00088108,0.01226574,0.00037761
DEL,repeats,5+,2,8.786e-05,0.00026516,0.00048635,0.00028584,1.844e-05,0.00043987,9.068e-05,0.00041584,0.00271493,4.051e-05
DEL,repeats,5+,3,5.93e-06,0.00023748,8.775e-05,4.68e-06,1.865e-05,0.00018396,0.00013273,0.00016888,0.00101189,5.73e-05
DEL,repeats,5+,4,1.85e-06,5.022e-05,7.833e-05,0,3.798e-05,7.952e-05,7.864e-05,7.072e-05,0.00013939,3.342e-05
DEL,repeats,5+,5+,3.75e-06,0.00084249,6.77e-05,2.5e-07,1e-08,0,3.923e-05,0.00018354,0.0001198,1.42e-06
INS,repeats,2,0,0.00067537,0.0068929,9.151e-05,0.00173793,0.00210352,0.0019797,0.00103965,0.00850648,0.0010299,0.02596574
INS,repeats,2,1,2.6e-06,0.02381938,0.00029152,0.00114424,0.00284769,0.00011858,0.00152111,0.00263956,0.00047216,6.32e-06
INS,repeats,2,2,0.0002395,0.00915885,0.0008813,0.00023306,0.00130039,0.00044272,0.00056599,0.00089314,4.776e-05,0.00096051
INS,repeats,2,3,0.00033134,0.0013373,0.00046464,0.00029728,0.00085704,0.00038221,0.00062351,0.0017389,0.00032019,0.00088728
INS,repeats,2,4,0.00204066,1.798e-05,0.0016694,0.00027784,0.00027226,5.262e-05,0.00180375,0.00647078,0.00019279,0.00334888
INS,repeats,2,5+,0.01005397,0.00024075,0.01140061,0.00337149,1.734e-05,3.97e-05,0.01900909,0.07044531,0.00250176,0.00051604
INS,repeats,3,0,6.898e-05,0.00489095,3.106e-05,0.00032767,0.00016883,0.00104704,0.00053066,0.00049033,0.00012674,0.00833612
INS,repeats,3,1,0.00034831,0.00705341,0.00103359,0.00038379,0.0002845,8.1e-05,0.00091861,0.00400082,0.00060109,0.00307747
INS,repeats,3,2,3.251e-05,0.00165482,0.00014524,2.39e-06,0.00014079,0.00082961,4.789e-05,0.00035512,0.00110376,0.00036293
INS,repeats,3,3,0.00013046,2.64e-06,5.478e-05,3.94e-05,2.59e-06,0.0002925,8.968e-05,0.00048214,1.788e-05,0.00020438
INS,repeats,3,4,0.00011211,1.174e-05,8.171e-05,0.00010189,1.601e-05,0.0001538,7.592e-05,0.00021876,0.00014619,0.00095731
INS,repeats,3,5+,0.00095727,2.114e-05,0.00183446,0.00024634,4.32e-06,1.4e-07,0.00092155,0.00260755,9.24e-05,0.00208688
INS,repeats,4,0,6.95e-06,0.00308745,4.016e-05,0.00055637,1.725e-05,0.00173166,5.808e-05,0.00101129,0.00053649,0.00507958
INS,repeats,4,1,0.00046567,0.00407184,0.00117607,0.00072637,2.206e-05,0.0007033,0.00173582,0.00651413,0.00174812,0.00188835
INS,repeats,4,2,3.606e-05,0.00037279,0,0.00012571,0.00011485,0.00043439,3.359e-05,0.00014665,3.463e-05,8.433e-05
INS,repeats,4,3,4.281e-05,1.85e-06,0.00028473,4.81e-06,5.74e-06,0.00038546,1.807e-05,0.0001064,6.775e-05,0.00072153
INS,repeats,4,4,0.00038118,4.77e-06,0.00011173,0.00013848,0,5.71e-06,0.00029247,0.00063,0.00027186,0.00131251
INS,repeats,4,5+,0.000626,0.00069135,0.00212244,0.00106733,5.36e-06,4.67e-05,0.00079879,0.00396278,0.00016141,0.00021349
INS,repeats,5+,0,3e-08,0.00549408,5.4e-07,4.56e-06,2.787e-05,0.00882889,9.558e-05,0.00183448,0.00013882,0.00272032
INS,repeats,5+,1,0.00168168,0.00379897,3.335e-05,0.01128855,0.00022452,0.00571586,0.00161813,0.01257666,0.0023006,0.02420043
INS,repeats,5+,2,0.0002031,0.00036393,1.489e-05,1.528e-05,4.3e-06,0.00132319,9.246e-05,0.00046084,4.652e-05,0.00054568
INS,repeats,5+,3,0.00020524,0.0002179,5.988e-05,5.967e-05,7.06e-05,5.327e-05,0.00023844,0.00054194,1.045e-05,8.905e-05
INS,repeats,5+,4,0.000175,0.00018913,2.119e-05,8.83e-06,1.289e-05,1.556e-05,0.00023969,0.00040798,3.7e-07,8.91e-06
INS,repeats,5+,5+,0.0001755,0.00072562,5.279e-05,0.00037905,6.727e-05,1.87e-06,8.186e-05,0.00048566,2.137e-05,2.54e-06
DEL,MH,2,1,8.71e-06,0.02324492,0,0.0001409,0.00978752,2.399e-05,0.00048891,0.00731806,0.20577786,0.00366191
