"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.915759712061483
"SBS96B","SBS2",0.998544545770668
"SBS96C","SBS7b",0.980903423709209
"SBS96D","SBS40",0.901517860758154
"SBS96F","SBS4",0.97929167396254
"SBS96G","SBS44",0.993352763733748
"SBS96H","SBS1",0.999763113863255
"SBS96I","SBS18",0.990433123107596
"SBS96J","SBS3",0.920225466575304
"SBS96K","SBS17b",0.999534988503932
"SBS96L","SBS7c",0.99394733941701
"SBS96M","SBS17a",0.99971013029353
"SBS96N","SBS7d",0.961317353195031
"SBS96O","SBS13",0.998922559226667
"SBS96P","SBS28",0.962638798845501
