"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID10","ID11","ID12","ID13","ID14"
"W.1",0.999997047607251,0.00505586082766818,0.0840958556989015,0.00452543245238857,0.0112796310720098,0.0388655732947742,0.051272162463423,0.0170543660659059,0.00325383778004928,0.0600052347982037,0.00629805474067247,0.0232169449053944,0.451825974865726
"W.2",0.00370450485326967,0.0014906472749241,0.174271739873138,0.00629741385814886,0.125080739609707,0.00626720805669256,0.0159447743314955,0.0231817050707749,0.112782530123611,0.99813112073698,0.0169624332864001,0.0184852777568744,0.0184322074276757
"W.3",0.000868190399454183,0.00596589184931173,0.0487143751165775,0.0230866045303171,0.104904822687066,0.995535904758614,0.400375799427594,0.0822691158397126,0.0637955302079534,0.00538813802300064,0.0315259079713898,0.0413633288843692,0.0171059041013255
"W.4",0.00593671228355852,0.167930284403205,0.356581416174295,0.216854614396134,0.993493642110651,0.0991267528893719,0.14504094832679,0.551650867551457,0.143836813972209,0.124333935567222,0.307147319239154,0.525270057172232,0.0697009942390439
"W.5",0.00103692396959076,0.00253699223376436,0.0634889237148475,0.0247217739381351,0.509810533684401,0.0146833905421837,0.0406946038148499,0.14331763136502,0.0386888985220348,0.0069324903943031,0.0155266453876726,0.98447006790924,0.0132798234183572
"W.6",0.000591472967081397,0.00214902111645554,0.0196601482128036,0.0112254610846935,0.0439774063151153,0.0136626855111938,0.0148643881261903,0.0258605864047808,0.0757522992676488,0.0127893279633374,0.0140400757111028,0.0221979309540904,0.888368990647957
"W.7",0.00512443533170481,0.999999835173918,0.0367875525968142,0.00756824800259714,0.163854571823589,0.0276638436910839,0.0303010160553389,0.032289025666465,0.00523228003889664,0.0176449733925528,0.0190234177605167,0.020257467274721,0.0799817487652891
"W.8",0.0011443585524753,0.0286806678496749,0.0901325655260272,0.0497477483034729,0.170272640379341,0.470160142337956,0.997985881974207,0.115296327313167,0.052885611172371,0.00825680505366821,0.0430972605955308,0.0725431565865161,0.0299321677175528
"W.9",0.00300637038872975,0.0298470667122973,0.559169203461483,0.038909745289769,0.487534830938192,0.108482802040658,0.134397854077198,0.993608774484003,0.12199424528046,0.0250860342239806,0.256072029553975,0.198824951164516,0.0510013136035307
"W.10",0.00347431609691606,0.0329649029609691,0.990979281093825,0.0628281192889717,0.309530219503586,0.0600498876957396,0.0955122120295007,0.48581745475834,0.166629627508903,0.172830993657701,0.120647597540551,0.09795213400128,0.0254072397919072
"W.11",0.00412621619842113,0.00711124338658531,0.0497042115036399,0.999684150476652,0.196154816903436,0.0242093715454745,0.0401823856176939,0.0416382380232889,0.085060350508068,0.00379846568378839,0.0260534869508029,0.0300086592747599,0.018441423888051
