MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00195018	0.00000807	0.00321406	0.03235288	0.00334862	0.08705607	0.02372655	0.37297152	0.01447976	0.00298286
1:Del:C:1	0.00000000	0.00002933	0.00377185	0.01916492	0.00575254	0.22907079	0.00173859	0.09700271	0.00083390	0.00010034
1:Del:C:2	0.00000000	0.00000000	0.00409361	0.00023426	0.00805915	0.20826276	0.00368346	0.00180893	0.00132985	0.00000000
1:Del:C:3	0.00199205	0.00175797	0.00933560	0.00503763	0.00598069	0.07435585	0.00006683	0.01091303	0.00090545	0.00058831
1:Del:C:4	0.00313152	0.00049433	0.00567097	0.00104097	0.00052574	0.04361574	0.00166169	0.01449096	0.00217572	0.00142802
1:Del:C:5	0.01397468	0.00181464	0.01829908	0.00170734	0.00047337	0.02584281	0.00095242	0.00045230	0.00248760	0.00357796
1:Del:T:0	0.00480796	0.00079553	0.10455893	0.03628403	0.08034933	0.02469908	0.00090115	0.11719848	0.00504640	0.01639864
1:Del:T:1	0.00000000	0.00000001	0.00631641	0.01352365	0.34841932	0.00325791	0.00001269	0.00751947	0.01142794	0.00000452
1:Del:T:2	0.00582502	0.00003235	0.11544338	0.00725212	0.08131870	0.00404070	0.00807254	0.08810605	0.00209729	0.00564605
1:Del:T:3	0.01621438	0.00111901	0.10986449	0.00848429	0.07889023	0.00388916	0.01922197	0.11393886	0.00593664	0.01304477
1:Del:T:4	0.03556179	0.00217200	0.14631055	0.00922371	0.02607211	0.00312039	0.01340186	0.10457913	0.00532980	0.01071556
1:Del:T:5	0.85212501	0.00030669	0.01325033	0.00032211	0.00295594	0.00099820	0.00011270	0.01284258	0.00043612	0.06303329
1:Ins:C:0	0.00000000	0.00000001	0.00000003	0.00000011	0.00000005	0.00000012	0.00000002	0.00000026	0.00000012	0.53249115
1:Ins:C:1	0.00020320	0.00000748	0.00567588	0.00204362	0.00416009	0.00597705	0.00140135	0.00000000	0.00002549	0.01439232
1:Ins:C:2	0.00000605	0.00000699	0.00439613	0.00160266	0.00429033	0.00444828	0.00003936	0.00000321	0.00002796	0.00049195
1:Ins:C:3	0.00035188	0.00070615	0.00175845	0.00023424	0.00047901	0.00876882	0.00000174	0.00005729	0.00065927	0.00075604
1:Ins:C:4	0.00244413	0.00123634	0.00510924	0.00067558	0.00014117	0.00806134	0.00021940	0.00010364	0.00013657	0.00077526
1:Ins:C:5	0.00663894	0.01960079	0.03642879	0.00665002	0.00140609	0.00794743	0.00001496	0.00012834	0.00147190	0.00235579
1:Ins:T:0	0.00096124	0.00214686	0.00261537	0.00421476	0.02066937	0.01677298	0.00626919	0.01430797	0.00486663	0.03872134
1:Ins:T:1	0.00000000	0.00000003	0.00765624	0.00447303	0.01326241	0.06620953	0.00029178	0.00396089	0.00022649	0.00296886
1:Ins:T:2	0.00040002	0.00000106	0.02651316	0.00068875	0.02007417	0.05622704	0.00000000	0.00035623	0.00002419	0.00141117
1:Ins:T:3	0.00080384	0.00333747	0.02202354	0.00147455	0.01912270	0.03196757	0.00002466	0.00026639	0.00040803	0.00028421
1:Ins:T:4	0.00276472	0.01385794	0.02696583	0.00400639	0.01379202	0.00854930	0.00042765	0.00187570	0.00110889	0.00513034
1:Ins:T:5	0.00215527	0.91994038	0.03781281	0.02576493	0.00450260	0.00210824	0.00691601	0.00370687	0.00190678	0.16692058
2:Del:R:0	0.00001848	0.00014184	0.01350368	0.00750144	0.02675376	0.00871877	0.00023903	0.01244150	0.09218022	0.00071975
2:Del:R:1	0.00264365	0.00010360	0.01577911	0.00734717	0.01069967	0.01183131	0.00042433	0.00076801	0.19717893	0.00620512
2:Del:R:2	0.00156115	0.00040460	0.00323027	0.00018736	0.00213840	0.01310501	0.00149889	0.00012557	0.04559325	0.00217739
2:Del:R:3	0.00093265	0.00016212	0.00028709	0.00002034	0.00000014	0.00605616	0.00033608	0.00006460	0.01029892	0.00014053
2:Del:R:4	0.00087318	0.00000387	0.00098038	0.00021413	0.00020403	0.00319345	0.00010413	0.00021456	0.00330278	0.00030035
2:Del:R:5	0.00000000	0.00000001	0.01354952	0.00040063	0.02026484	0.00087490	0.00000001	0.00004911	0.00114833	0.00000000
