Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
DEL,C,1,0,0.00447913970502841,0.0127861296755375,0.0284782074639722,0.0142732203076397,0.0404834850051087,0.00503067381124613,0.0634830577907869,0.0201931836237735,0.000424057715288337,0.333390146466343,0.126259061891415
DEL,C,1,1,5.91815043562149e-05,0.0102836215475947,0.00657342361307131,0.00190705332770567,0.0226967692656349,0.00293978704776754,0.019331348883262,0.0282690063563772,0.000819991024366243,0.0981962897761776,0.207287209923829
DEL,C,1,2,5.16376579981015e-07,0.00371033427298465,0.00791553878347767,0.000432667734118961,0.0040604653918516,0.00173641890856104,0.00574747635195414,0.0257486977355626,2.81752075555387e-06,0.00288979652266845,0.174931458516155
DEL,C,1,3,0.00241060854826291,0.00405510763042014,0.000665628723566512,0.000880899588714618,0.00589924670076525,0.00140806973769006,0.00510702874230106,0.0136376717184272,0.00175621487503817,0.0124888414476093,0.0641694370831136
DEL,C,1,4,0.00365755642826148,0.00129728628735018,0.00280570864526313,0.00198190267282205,0.00102885188802578,0.00222089179577405,0.00403419374016081,0.00250101057513683,0.000916654260717672,0.011267172364852,0.0427592354597327
DEL,C,1,5+,0.0139252241766102,0.00128903932326098,0.00139731036771167,0.00305613974963692,0.000719545768590313,0.00262761136971,0.000592930030644145,0.00259050604677949,0.00354915912258876,0.000874547392993436,0.0217697142019566
DEL,T,1,0,0.00759556996896075,0.0187503752254437,0.00405053280735632,0.0173630727159083,0.0358899869427866,0.00786137947580605,0.0527327848053255,0.102224647595147,0.00184958188565131,0.100961186187756,0.0372181865656791
DEL,T,1,1,1.48823731224839e-07,0.0186729085904673,0.000402858363291141,0.00117374538805933,0.00943478403906179,0.00224471433177256,0.489360351835887,0.10875495454355,1.69793726530951e-06,0.0450259404481259,0.0133484354904439
DEL,T,1,2,0.00700220249823478,0.0139348335406268,0.011394702495567,0.0103088223566681,0.00955716762140896,0.00239445188635594,0.0230728918473761,0.115418865317915,0.00100163058249729,0.0859755262720718,0.0188947381307658
DEL,T,1,3,0.0186302319218753,0.0262243634782944,0.0217476549593035,0.02030074901445,0.00928438800728604,0.00119923507272001,0.0644920488439362,0.0886403571847995,0.00281132299145081,0.115890307770404,0.0202558129259047
DEL,T,1,4,0.0456199763613881,0.0131688482056936,0.0182996726736401,0.014370926111013,0.00139230858570702,0.00213056707193393,0.0221676576084069,0.0517144264104322,0.00419193486494335,0.0931215022939703,0.0162996112233573
DEL,T,1,5+,0.776900458609209,0.0106571107882992,0.0061503052905999,0.0444885774458906,0.00783587709916886,0.00451289242641111,0.00519983001563434,0.0312261842403141,0.000965762878953806,0.00172704737271813,0.00807877397414749
INS,C,1,0,1.1145292722451e-07,0.000561615969996951,0.00242673302357517,0.46266936649972,0.00249541905465405,0.000339729454634128,0.00233738008673366,0.000471626502817849,1.58851898354043e-06,0.000269480127984353,0.00241937049740069
INS,C,1,1,0.000207504246979191,0.117466489683619,0.00172369012962942,0.0118186655023508,0.00229182325290385,7.69640123855374e-05,0.00157923764835252,0.00136610969140371,4.82124304045019e-05,0.000209869672166661,0.00128158573033231
INS,C,1,2,1.76572652336377e-05,0.0680034378646312,0.00024477331210999,0.000781399508099717,0.0012575735944766,0.000122858271495914,0.00138869203770303,0.00324332352903091,8.17836526294266e-06,0.000967288861016186,0.00177105007155527
INS,C,1,3,0.000482798472930202,0.027743266936363,0.000298403240763381,0.00191631278594802,5.69438618753454e-05,0.000129775417490661,0.000468284018190095,0.000512252214009645,0.000861209802927671,0.000100161067310696,0.00593113083697821
INS,C,1,4,0.00278391781980469,0.00744239392782202,0.00021045780704849,0.00130800341725862,0.000787328389826369,0.000174593357203514,8.39607935176659e-05,0.00018301686849079,0.0018986116966726,0.00026160957489353,0.00670071167862988
INS,C,1,5+,0.0096120189749888,0.00271370808086429,0.000242099606607262,0.00147459958995497,0.000354717450364584,0.000403892441651793,0.00103756814180054,0.000207997593444908,0.0239863611518581,0.000251329237418588,0.00729714264257614
INS,T,1,0,0.00141679576606922,0.00257065409436409,0.00597521122282325,0.0339767713032911,0.00502087045764797,0.00132401636820617,0.0401449753136731,0.00653540278052946,0.00224338935382627,0.0125946323913028,0.0180219769669371
INS,T,1,1,3.26774706744052e-06,0.239648575157622,0.0012760657911595,0.00355423275803894,0.00512252278022316,0.00138317088229403,0.0042433114878423,0.0136546787538353,3.72250112768565e-05,0.0094898577354195,0.0414540282120247
INS,T,1,2,0.000638333780725241,0.124770878320408,0.000730236780774149,0.00162409251444901,0.00132953704251328,0.000364900977610863,0.00379552454986986,0.0296976729288699,0.000250259800684075,0.00212180105791085,0.0403048177091559
INS,T,1,3,0.00128136990773502,0.0741282136545784,0.000662685876847616,0.000601502638052576,0.001610196082119,0.000276355768507979,0.00870424849695208,0.0191323856465992,0.00402836951358238,0.00198885423990042,0.0240313851363138
INS,T,1,4,0.00382310315461995,0.0391747470923398,0.001510902126262,0.0048540220070079,0.000728996984779978,0.000736288573457464,0.013137867948137,0.0112023905866991,0.0172513324437314,0.000767636110945938,0.00637412800089091
INS,T,1,5+,0.0446130939098942,0.0142250992628356,0.0119067542833231,0.204962009512813,0.0237918729280867,0.0105798465535923,0.0251961041811572,0.000542186543942867,0.890106189634846,0.00193268230682966,0.0275381416312707
DEL,repeats,2,0,0.000204157361738573,0.00455593365182606,0.00189891168535057,0.00139673783442375,0.00927759359506979,0.0676592455448772,0.0223916520774985,0.028024234716657,0.000477768414351735,0.0146483746557452,0.00700417364228856
DEL,repeats,2,1,0.00351519982458303,0.010518283085335,0.0022724478214065,0.00676310830021211,0.00911691837052362,0.227820723878467,0.00260131118574504,0.0245971152731376,0.00099466037742888,0.00499334099771598,0.00902426814079503
DEL,repeats,2,2,0.0018014743353292,0.00230099435999035,0.00204804070843053,0.00219561096905547,0.000390370485877653,0.0529102829804427,0.0030699397925301,0.00478247496870753,0.000329007095994409,0.00149927342534665,0.0115162525018569
DEL,repeats,2,3,0.000729367080815713,0.00032793675761903,0.000524931611482572,0.000518060515687296,6.77212053907799e-05,0.0113946490393677,0.000341416003416798,0.000197257521811475,0.00040377495260469,0.000112491835358091,0.0067612982990363
DEL,repeats,2,4,0.000919957961389131,0.00128963328743361,0.000228646087130623,2.67330847743568e-05,0.000199267121988731,0.00282552498052651,0.000437318574104752,0.000696690072650934,4.64584813997153e-05,0.000207882656972738,0.00297205123799736
DEL,repeats,2,5+,1.03099453389143e-07,0.00535730554458245,0.000193725014332744,2.31033771433557e-05,0.000703821037538773,0.00278337631291952,0.000192232906528276,0.02137717465597,1.22965307130969e-06,0.000209256656840877,0.000178978978930112
DEL,repeats,3,0,8.94547133638461e-06,0.00647142241900408,0.00168510023709535,0.00125694882216769,0.0109892850481594,0.00534848940294669,0.00175525112618682,0.0174115896382075,0.000140469627016837,0.00331918909684459,0.000820932724424916
DEL,repeats,3,1,0.00485231202356494,0.00237905495913938,0.00562814300057843,0.00428559003848223,0.00136431660822687,0.0899220655780457,0.00189494021316583,0.00591703117583967,0.00493844890790447,0.00317579987983631,0.000584615846508734
DEL,repeats,3,2,0.00223639795056761,0.0013577792538549,0.000342163477713324,0.00132747708677098,0.000619185453426851,0.019779794235859,0.000539839622289074,0.000749261582916758,0.000704343064828581,0.00208985379943834,0.000213006284683552
DEL,repeats,3,3,0.000385348605792874,9.38006497237016e-05,0.000143381441582044,0.000396601115436316,0.000204410130365345,0.00348131921397456,5.82117078181496e-05,0.000617140250736108,0.000431543749399372,0.000436361219661211,5.71926073304185e-05
DEL,repeats,3,4,9.23278687066949e-08,0.00237137911444694,5.29570756129689e-05,4.09967657823494e-05,2.58651695048555e-05,0.000580078751563641,0.000223507292112552,0.00587430537190066,1.14303026490916e-06,8.43072226783315e-05,3.46956473694338e-05
DEL,repeats,3,5+,1.01120999059713e-07,0.00230807624051017,8.7499225909137e-05,2.23955430021628e-05,0.000121262174505659,0.000757872365109123,0.000791127884574893,0.0086051088898602,1.54683582858078e-06,0.000189823366398182,7.22855045194335e-05
DEL,repeats,4,0,1.51725464241335e-05,0.00133468318544996,0.00223224308157542,0.000394559919308225,0.00633935037335068,0.00774878211589985,0.00157365293664104,0.0114486729093656,7.25104532494968e-05,0.00174700912464857,0.000444296071314212
DEL,repeats,4,1,0.00226865862686328,0.00134048575852103,0.00286598919502132,0.000988786680839701,0.00173215202821018,0.0627305063560392,0.000658651393359431,0.00261389408394545,0.000846397303033181,0.00444656655788181,0.000912643723304874
DEL,repeats,4,2,0.000560990944937902,0.000321106169633792,0.000339698710786306,0.000657783682906964,0.000311619449607527,0.0159690351806906,2.81730882296046e-05,7.33507683998473e-05,3.23011885972478e-05,0.000279020619376452,0.000177366241552387
DEL,repeats,4,3,8.51416829256904e-06,0.00084649032510035,0.000146990058677778,1.60579582496213e-05,5.55722413308526e-05,0.00466221380416079,0.000129066252361858,0.00391443577897287,4.12793493959788e-06,0.000115620327365545,4.79985513608298e-05
DEL,repeats,4,4,1.80039343978055e-07,0.00181517735633126,0.000174566409339688,1.21319479548651e-05,8.67168988684906e-05,0.00106730701643431,0.000108628583970917,0.00420905995592071,1.66862879697851e-06,0.000182340351731706,6.53056933819645e-05
DEL,repeats,4,5+,0.000211608660399721,0.00036718408256431,1.33083248731802e-05,4.10214576709957e-05,4.96512989140785e-05,0.000637697716644367,0.000305151024388222,0.00163757903245465,3.63301260438165e-05,9.31219602939263e-05,0.000128539527754347
DEL,repeats,5+,0,2.76429638907844e-05,0.0209822412936503,0.0179157250221166,0.00667895011307609,0.23778361442126,0.00589297785976557,0.0158578601989336,0.0184659502352951,2.15632171000641e-05,0.000889055422370343,0.00194919507638194
DEL,repeats,5+,1,0.00289001748927028,0.000806968862844626,0.00710297312121025,0.000202037263533293,0.00105206707754004,0.0171881749868022,0.00316983483797349,0.00022683820586414,0.000183792102305135,0.000372642856545444,9.90540391565545e-05
DEL,repeats,5+,2,0.000409132924256495,0.00040268486426685,0.000324733042634614,7.26023832495693e-05,0.000425170523539669,0.0023218075024858,0.000364610380567447,0.000409046557867136,0.000100470080737979,0.000297516771447544,6.11241995323317e-05
DEL,repeats,5+,3,0.000146950574631387,7.56847424585054e-05,0.000184159877163382,0.000143920788289533,2.89587083780068e-05,0.00134564321263373,4.50816941135047e-05,0.000220714750562759,1.31249834179199e-05,5.78348252188671e-05,3.77758304692328e-05
DEL,repeats,5+,4,6.39051739818565e-05,0.000152808705796844,4.16389792067198e-05,1.04446688973703e-05,0.000106260785631811,0.000160098922650206,6.70521876337657e-05,7.19413101802366e-05,2.36584469360828e-05,5.3036394910138e-05,6.14787111721199e-05
DEL,repeats,5+,5+,1.41949701571367e-05,0.000598510283027583,3.29343856627398e-06,0.000231930910054372,3.94107753795732e-05,2.19425647841668e-05,8.85711512709711e-05,0.000538265687441041,1.89912361791945e-05,4.03110422852264e-05,3.65757213935564e-05
INS,repeats,2,0,0.000313252191230663,0.0010372898931696,0.00225313339781461,0.0246803657648972,0.00168339922036588,0.000822925109495407,0.0102064408884169,0.00720203679731002,0.000474518430863475,0.00148435671908589,0.00250409587347696
INS,repeats,2,1,0.000263110684362127,0.00605688111606051,0.000259809806897516,0.000113763761622894,0.00156105658191555,0.000560130965396217,0.00169663541794699,0.0183186964471384,3.05211876206115e-05,0.00178562909017301,0.00260365552759518
INS,repeats,2,2,0.000967813474194141,0.00104578814979338,0.000618670664008671,0.00134369142698202,0.000237251684961344,0.000443386188078233,0.000429761389746241,0.00726758044849888,0.000327255752186808,0.00145310702977721,0.00101403114645118
INS,repeats,2,3,0.000417553006054286,0.00129013587250276,0.000529956761294983,0.000793934756902471,0.000226408376278761,0.000243162078288373,0.000999152454644774,0.000979354355942544,0.000464425245669574,0.000223222132423698,0.000908703413603622
INS,repeats,2,4,0.00196763767995367,0.000486548036486945,0.000142627137910413,0.0023478364625597,7.221821006153e-05,0.000106856989786073,0.000255993678961873,7.75842683612961e-05,0.00299433483719904,0.000270685020176413,0.000232629375695762
INS,repeats,2,5+,0.0145410277590884,0.00101855717695591,0.000758029152675352,0.00149013901854302,0.00175116591897538,0.000350736614339462,0.0013155679613787,0.000896374425251448,0.0169575593370653,0.0007650431265794,0.000371725795149703
INS,repeats,3,0,4.42934156990016e-05,0.000598464593475843,0.00101081649862994,0.00648436979991397,0.000657695463075712,2.32341480611943e-05,0.00023075553497213,0.00407634536996217,1.07490435852198e-05,0.000386573101362415,0.000161020930291661
INS,repeats,3,1,0.00112878887191033,0.00216447397938908,0.000237456920628354,0.0024427438518864,0.000754429968706966,0.00058190131907678,0.00371370258211404,0.0054531477239501,0.000364721744203275,0.000575839821660172,0.000249782508561907
