Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
INS,repeats,3,2,0.000196699028573143,0.000856290733948735,0.000573044145204505,0.000136381531622873,0.000219275039583024,0.000457579253200235,0.000261423919923884,0.00131002094221713,2.19611609700696e-05,0.000158172046358812,0.000109099504228257
INS,repeats,3,3,1.17775187948331e-05,7.19153544398959e-05,0.000191469185981436,0.00031254169585488,3.82074797443548e-05,0.000137854988434733,5.83542962022725e-05,2.20810849986823e-05,9.71484543271314e-05,1.71010137434443e-05,3.26034475280609e-06
INS,repeats,3,4,0.000112378843850683,9.36635810684794e-05,0.000193409835803283,0.00041707069112407,9.53105678852301e-05,0.000107588886976389,2.38360248792015e-05,7.44834602781526e-06,9.4071065152376e-05,4.99642721280442e-05,2.15351292005757e-05
INS,repeats,3,5+,0.00184731204454645,0.000284051943172067,7.28487362869053e-05,0.00261092030545611,8.26293331662458e-05,7.23286635135388e-05,3.87959228467562e-05,4.08935082535221e-05,0.00100034882548228,0.000104149190004882,0.000104464700412994
INS,repeats,4,0,9.36028726078825e-06,0.000925875921249854,0.00176971327759426,0.00523214535910727,0.000822851769666078,0.000120547772522565,0.001056294749582,0.00244847878596629,7.21313970590825e-06,0.000247108591669794,6.79441898485848e-05
INS,repeats,4,1,0.0011106473250225,0.00114616809496774,0.000541798974806403,0.00174193866832809,0.00124451704070315,0.0011375978485552,0.00227317966678235,0.0035146878013782,0.00084964403002496,0.000864330470897023,0.000304046036114403
INS,repeats,4,2,1.20109764057057e-05,0.000474691597810228,0.000590230228389588,7.81333663063327e-05,4.408065428147e-05,4.42869554767422e-05,2.01881387187255e-05,0.000221201654311352,6.09114640826779e-05,6.0420763432235e-05,0.000123695503954946
INS,repeats,4,3,0.000132063804943727,2.8555969837951e-06,0.000311159117877057,0.00095150192898384,2.15319404215076e-05,6.29144565165385e-05,0,4.65121212471519e-06,0.000139557156702798,1.80874751872358e-05,4.53484315617575e-05
INS,repeats,4,4,0.000272006254683758,5.77287486244018e-05,0.000111980452585107,0.00197975447850982,7.54868978267642e-05,0.000103168801983895,0.000167422527690902,2.29741689796538e-05,0.000278298235387402,7.01092240409025e-05,8.65647684368035e-06
INS,repeats,4,5+,0.00200436482681216,0.000512728149634379,9.54990944265702e-05,0.000309290597183121,0.000840050481004237,5.41316902327516e-05,0.000264548982009243,0.000601295377696376,0.00107103238420581,0.000252731421899406,7.38459369011241e-05
INS,repeats,5+,0,1.32556440071755e-07,0.00277899845030178,0.00896759409082187,0.00330757725172185,0.000216474931970635,0.000116342951409575,0.00294715931143499,0.00481660051485561,1.90570174081152e-06,0.00016780413774212,0.000123355521480723
INS,repeats,5+,1,0.00023757191656482,0.00233407359545064,0.00499501662019607,0.0285901287969242,0.00955403086397803,0.000752160696839602,0.0136809395737995,0.00453053303062647,0.00124913278196106,0.00216271806936869,0.000971158484701716
INS,repeats,5+,2,2.03185061349788e-05,0.000255473128558245,0.00165708476129127,0.000550349275407063,7.83688932328544e-05,0.000243635658823283,0.000188620667463831,0.00025777453245894,0.000241146820931021,9.76455906290278e-05,5.29123151549431e-05
INS,repeats,5+,3,0.000108898962513476,7.60045693206905e-05,2.27141021119154e-05,0.000120323573373252,0.000113653433674268,2.77403386054902e-05,0.000122364598308084,0.000141426319081388,0.000285842235135803,8.93452221948385e-05,3.70319371923002e-05
INS,repeats,5+,4,1.79698610176876e-05,0.000140381147723367,2.6333343203025e-05,0.000233239580152624,1.63775587402128e-05,9.8992682721506e-05,5.67264121502034e-05,9.89478109936311e-05,0.000262561541791542,7.74654079503198e-05,5.01924553611584e-05
INS,repeats,5+,5+,0.00011094006789667,0.000297096310194043,8.66315996201723e-05,2.41239752074014e-05,0.000120092998784483,0.000434976545852254,2.74720286743339e-05,0.000425444963589479,0.000151672626211539,8.87603914817335e-05,3.08977234907194e-05
DEL,MH,2,1,0.000211119542523834,0.00285015992713796,0.000689847891689897,0.00255631830902967,0.00518393407617709,0.186548237664755,0.00828091546685671,0.0290521987239426,0.00124691445655806,0.00175575340073247,0.00650433547685212
DEL,MH,3,1,6.13035065386571e-06,0.00657911269245696,0.0011978413132128,0.00168127892855377,0.00922811062106498,0.0065333879012917,0.00171589673216892,0.0134819381170911,4.52613932932179e-05,0.00263454257793421,0.000187225733304857
DEL,MH,3,2,0.00292217440662779,0.00261152339839617,0.00397739014053071,0.00413131511822036,0.00497776108358624,0.0491691546148314,0.000779411872346133,0.00831912469179858,0.00124750518501975,0.000924878065086317,0.000369488303652679
DEL,MH,4,1,0.000123598218696358,0.00323153061551776,0.00227685677948716,0.000118142456542832,0.00626194821101568,0.00969153862842868,0.00113509859654056,0.00872293447171703,0.000126529216880019,0.0018716344357653,0.000156400655641963
DEL,MH,4,2,0.000511897579207446,0.00158602140957567,0.00771046025942076,0.000978852310974354,0.00155568610744532,0.0303559382507238,0.00070378061693431,0.00596764866448286,0.000217419336269536,0.00347362668202333,0.00039886627642529
DEL,MH,4,3,0.000667870565065807,0.00172660816028187,0.00522631516483867,0.00224591657685747,0.000780786464974028,0.0453037328851941,0.000685101538614218,0.00382883938129592,0.000116613185094696,0.00230530402491559,6.04471404169986e-05
DEL,MH,5+,1,0.000589959693057662,0.0169096345649135,0.0701851589931018,0.0070342746213254,0.283286477706443,0.00137576580483907,0.0103565864568982,0.00822090082979956,2.10675783356221e-05,0.000815035583320124,0.000893503000589425
DEL,MH,5+,2,0.000103887537697032,0.00934979564434193,0.258441592111805,0.00418060835858786,0.122640352897631,0.000698516938067061,0.00673936868137399,0.00789721362436336,2.33008836224446e-05,0.000738408667597027,0.00165398277293112
DEL,MH,5+,3,4.05888698812748e-05,0.00357952508635097,0.21645935869718,0.0016506116028551,0.0440019146185045,0.00187679965984863,0.00165955055570971,0.00746963909753661,1.14908734836424e-05,0.000529264749206869,0.0011630335509874
DEL,MH,5+,4,0.000429119709548906,0.00243835999729883,0.122478295097769,0.000102882869359439,0.0154146993152663,0.00372240040809439,0.000308264204108238,0.00269043022792162,4.64011670616458e-05,0.000603460742086337,0.000560770579983309
DEL,MH,5+,5+,0.00211450999572491,0.00347692919791718,0.101799031609365,0.00124518725254252,0.0119205244114326,0.000391651102370632,0.0134688512347821,0.00126586389752238,0.000623880247171939,0.000574183975665236,0.000220607944107207
