Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,1.05721937690513e-80,0.375568658917812,3.96586842274122e-173,0.0216566295391913,0.00159002343677001,0.0247323919471334,7.56626233523301e-66,0.00607679285159767,0.00484277537888698,0.110621003883449,0.0364188818844564
DEL,C,1,1,0.000691345763516278,0.107559109801038,7.96995392348266e-193,0.0271155225759059,0,0.000493277952145031,0,1.99741774574332e-53,3.00888238212762e-05,0.233940247928151,0.0215398292636494
DEL,C,1,2,0,0,0.00601831600905621,0.0259102344938826,0,0.00738432474109274,0,0,0,0.206154228834863,3.98639405978697e-87
DEL,C,1,3,0.00188268599101977,0.010580199140366,0.00394401594990788,0.0141469883625675,0,7.87333135368273e-229,0,0.000225728235713651,0.00248331146731793,0.0737587783906566,0.00467279803801447
DEL,C,1,4,0.000618672552788075,0.0137251382621011,0.0026554009018085,0.00232707398694675,0.00182746651933087,0.00206304915230538,0,0.000587884169811622,0.00388850431078183,0.0499395761657383,0.000400549582814617
DEL,C,1,5+,0.00338190220278526,0,0.000337665716167614,0.00297415371963025,0.000233362488442592,0.0010197367453081,0,0.00198287109644708,0.0146282383569994,0.0255044847310387,0.000428978488162375
DEL,T,1,0,0.0012513001507888,0.114409655314172,0.0347550592474118,0.108918885003049,0.0211891704983285,3.36511617753976e-129,0.000222447310849255,0.00271622753890445,0.00792445678143215,0.0326267499057893,0.0342687454385361
DEL,T,1,1,0,7.22134699124272e-08,0.708925581150384,0.0873336725989327,0,0,0,0,0,1.34231568673228e-42,2.61391971929266e-54
DEL,T,1,2,0.000860968543279457,0.0954675862670911,1.98392898783112e-12,0.124430105723362,0.0116553518986852,0.010867036539936,0,0,0.00706818527171159,0.0109235207410169,0.00774684187703528
DEL,T,1,3,0.00225956604244264,0.123050033435228,0.0484208330179892,0.0950308453757226,0.0181848488173003,0.0223172879217469,4.26747803771067e-255,0,0.0202650938750934,0.0112215264076607,0.00761378982427081
DEL,T,1,4,0.0043321231486713,0.105071955698258,1.47049483634284e-12,0.0572844214599295,0.00915007014580803,0.0178063868636057,0.000235612452723123,0,0.047148935305858,0.00861193482025963,2.01338659301367e-81
DEL,T,1,5+,1.30574492274307e-62,1.27522370041597e-142,9.21224906427758e-120,0.0316543731820577,0,6.62180321145009e-31,9.65700181468842e-248,3.89309308750514e-264,0.814941026722648,0.00858740954140282,0.0111323800302654
INS,C,1,0,0,0,0,0,0.70248034388249,0,0,0,0,0,0
INS,C,1,1,0,0,0,0,0.0179448136358336,0.0019083909710389,0.177667985495424,0,0.000208620911535993,0,3.29968794384942e-261
INS,C,1,2,0,0,1.11253692925894e-308,0.00299352797763229,0,0,0.100067393666127,0,1.90170800781263e-05,0.000855080383611959,0
INS,C,1,3,0.000606325464070288,0,0,0,0.0019343600761038,0,0.0376177781862517,0.000214766550137505,0.000478432315283931,0.00672198940803389,0
INS,C,1,4,0.00173564471315926,0,0,0,0.00111326236056546,0.000158289523756628,0.0118804783690225,0,0.00293115832849572,0.00825801746758077,0
INS,C,1,5+,0.0244018614026629,4.10946029057958e-198,0.000162024404976603,0.000348994123633065,0,0,0.00146106357290765,7.71063454580439e-05,0.00904706183196272,0.00769781163110021,1.1125369292536e-308
INS,T,1,0,0.00231344259315351,0.0103611758680947,0.0552149710236454,0.00439474422197205,0.0489212519455511,0.00634789334370869,0.00037883404834806,1.06126104757375e-129,0.00132512189741062,0.0192903585830609,0.003316325130172
INS,T,1,1,0,0.0113355877324307,3.01819531904252e-254,0.0121414778880242,0.00104823751774148,4.37166817318607e-218,0.327810745118539,0,0,0.0451078956269763,0.00239210446636099
INS,T,1,2,6.59288294533887e-05,0.000543091519813596,2.76943734299769e-47,0.0306436075379452,0.00104213409659917,9.76467603840388e-05,0.169557088769591,0,0.000672261260334462,0.0450927709836628,0
INS,T,1,3,0.00426336666526692,0.000410857945379271,0.00991002094651335,0.0189537403389845,0,0.000576800615490113,0.112534484331843,0,0.00108805526061048,0.0276273128560633,4.91437092141494e-100
INS,T,1,4,0.0168471599684468,4.05822696757825e-12,0.014839318735223,0.0113014389270807,0,0.0010260076583231,0.0503524358676535,0,0.00348571799346676,0.00612126497571036,1.6956737639976e-94
INS,T,1,5+,0.900430600840044,7.56874277084761e-60,6.38816536501509e-135,2.03385178545698e-21,1.11253724031832e-308,2.57456581751381e-36,1.43185081783813e-294,2.47735165549632e-233,0.00316302767723883,3.63590086025778e-35,9.62189623932735e-08
DEL,repeats,2,0,0.000175335053675194,0.0120602167465058,0.0256341653747193,0.0291754119058237,0,0.000817219243471048,0,0.0745144444886015,0.000106314640478323,0.00640152362627546,0.0093649678270481
DEL,repeats,2,1,9.95202672079421e-05,0.000385119489763713,0.00326434617020017,0.0255780042497006,0.00560947371590413,0.00123787116517177,0.0020422775622697,0.237015073078426,0.00330545960821165,0.0100955797189437,0.0118871930502903
DEL,repeats,2,2,8.26177236581733e-10,0,0.00383942417726606,0.00467894189637852,0.00310447237421474,0.00232458123318384,0,0.0577352519711783,0.00184145259380522,0.0139828667177859,0
DEL,repeats,2,3,0.000101448086531138,0,0,0,0.000679039142557984,0.000199492532419582,0,0.0141829297335067,0.000779215453670452,0.00812604533436696,0
DEL,repeats,2,4,0,0,0,0.000840353014492975,0,0,0,0.0027561980027519,0.000865015616370704,0.00378502353732246,0
DEL,repeats,2,5+,0,0,0,0.0268804479859637,0,0,0.00392629302781265,1.11253692925362e-308,0,0,0
DEL,repeats,3,0,7.1497480393407e-05,0.00188462690076167,0.00138500832374672,0.0184806869269834,0.00114065988665672,2.84134574268249e-52,0,0.00475881952545496,1.19036869769217e-05,0.000324397307754742,0.0122206066900639
DEL,repeats,3,1,0.00468741704724769,0.00382775420798196,3.08216762409483e-05,0.00614115211710739,0.0034457860997263,0.00560161278687876,5.89585289018169e-15,0.100543850210921,0.00487028870586913,2.23447314634775e-89,0.00155464711722816
DEL,repeats,3,2,0.00042077118986746,0,0.000686431643922619,0.000676089158699828,0.00103683855135942,0.000760888892462857,5.66907492808336e-47,0.023808458745583,0.00234938986633786,0,0
DEL,repeats,3,3,0.000108590775572042,0,0,0.000217611645482331,0.000563792377104022,0,0,0.00448911330011643,0.000454495621775295,0,0
DEL,repeats,3,4,0,0,0,0.0071556196209813,0,0,0.000541769041723368,0,0,0,0
DEL,repeats,3,5+,0,0,0,0.0104919187652691,0,0,0.00102831667653284,0,0,0,0
