Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID5 0.763),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.994),hdp.4 (ID8 0.997),hdp.5 (ID6 0.998),hdp.6 (ID3 0.994),hdp.7 (ID9 0.999),hdp.8 (ID13 0.998),hdp.9 (ID4 0.998),hdp.10 (ID14 0.903),hdp.11 (ID11 0.999),hdp.12 (False Positive) (ID5 0.122),hdp.13 (ID12 0.992),hdp.14 (ID10 0.987)
DEL,C,1,0,0.0428809277845571,0.00264693796420887,0.000334964309194685,0.0172953430198176,0.0384185299329873,0.0288652951820799,0.115735104247384,0.332154591990828,0.0485354950804741,0.00797678031879289,0.013810532364611,0.00330464107683458,0.00902454701247977,0.0430431823767639,0.00915319868272713
DEL,C,1,1,0.0250605374448716,3.18025058898111e-05,0.000671610545621089,0.028558399349008,0.0220557089330148,0.00535889639975878,0.203410520422451,0.0973418226351555,0.0144217506033433,0.00226983628671874,0.00177723413277672,0.00124298554921675,0.000575218388986043,0.0101217676305589,0.0237275807034607
DEL,C,1,2,0.0149702630844026,6.54197500329137e-07,1.4386507948653e-06,0.0270715473110613,0.00282329090029617,0.00788755978419754,0.208468881302541,0.00246416673755894,0.00607182279750193,0.00143335769634289,0.000980939434764593,0.000212751996235679,7.77497776140095e-05,0.00205271947457364,0.017179920322382
DEL,C,1,3,0.0147657120552354,0.00164996538492416,0.00175544803410988,0.0151085550999811,0.00574276673607108,0.000834499044812945,0.0645614782203545,0.00948649796609133,0.00525952474105003,0.00121521853400394,0.000408213807478406,0.000438819741744016,0.0175103151081843,0.00529009362582406,0.00761955508521239
DEL,C,1,4,0.0161915775721044,0.0024562252071087,0.000795564732497633,0.00227436111151072,0.000905994231834212,0.00295202425147968,0.0452431981485326,0.0115346374941399,0.0030466848693913,0.00163377853748446,0.00270426568023925,0.000257703049150004,0.00408691088846125,0.00301550619195327,0.00423017344027088
DEL,C,1,5+,0.0440445782407148,0.0103319499625731,0.00300559177003285,0.00197638946668626,0.000438775972181435,0.00174565761397704,0.023183947018998,0.00120613013690751,0.00125264033845749,0.00232940335731574,0.00469810044471723,0.000714467701697009,0.0106020713832253,0.0354747499978557,0.00762775413327837
DEL,T,1,0,0.0561988215726762,0.0062021262649433,0.000829263365464217,0.119901361693091,0.0355593383905175,0.00324587016345443,0.0350555260925089,0.0978093410765366,0.0433418224007536,0.00409294634156356,0.0245594766177007,0.000870008272521747,0.0476263856112825,0.0226336509028081,0.0317330013572096
DEL,T,1,1,0.0234025722989465,2.82704390251845e-07,1.19483881418158e-06,0.0978326458321433,0.00935594609270005,0.000227784768876294,0.00970901466975055,0.0446796000233618,0.554927681864574,0.0005991777210996,0.000417463210641376,0.00103299229005444,1.17654303763604e-05,0.00351541287186996,0.0011235187682556
DEL,T,1,2,0.0585666555183837,0.00429677071978036,0.000934227295642446,0.105231519337694,0.00788978248089527,0.0115088359208763,0.0124696794961727,0.0795338030837256,0.0189502584075924,0.0010950353294298,0.012506320442706,0.000717541966960356,0.0193865859864118,0.0199679743289106,0.00297475292836462
DEL,T,1,3,0.0878172849579117,0.0126612836711085,0.00242965304432263,0.08402458934906,0.00805706226687873,0.020596861405343,0.0114472956508158,0.114506613856743,0.0589609168930613,0.0010353671202736,0.0212964421387673,0.00158018538010719,0.0171451934693082,0.014641303592968,0.00769408327819121
DEL,T,1,4,0.0928649948603536,0.0383872145570237,0.00445350074559226,0.0517785147029831,0.000499176369491164,0.0170321592371658,0.0106372656327777,0.0886085490811633,0.0156119707738877,0.00112395916491544,0.01888459151256,0.00116156924444983,0.021395837963697,0.0349902706119093,0.0111339439240628
DEL,T,1,5+,0.0531268893964179,0.852505794564747,0.000360120443170758,0.0241052245148683,0.00761793702488639,0.00308085714702405,0.00660965183755763,0.00141586067822112,0.00796575160776341,0.00358062509631179,0.0140361117467219,0.00518618403785587,0.0132576537618917,0.00536907468467229,0.00310890630269873
INS,C,1,0,0.000399755141274133,2.51040299413667e-07,1.08586086843979e-06,0.000465466369964004,0.0030371006924603,0.00226206098715377,0.00263432348557823,6.67620439990948e-05,0.00203882766277958,0.000178481259518346,0.62145675139809,0.000359019749316878,6.44019540503765e-06,0.00146665600918408,0.000415601291701721
INS,C,1,1,0.00203482027054572,0.000146919950206781,1.80420882266098e-05,0.00113048625078531,0.00200826530246984,0.00152083421191373,0.0014553219827664,0.000232682588750469,0.00164879993739535,8.02008631092836e-05,0.0210391144420597,0.165573225858504,0.000425278988799164,0.00270957542768433,0.00195485970780216
INS,C,1,2,0.00125950823641783,5.93701657682525e-06,4.14819497267554e-06,0.00320998871938215,0.00132433107760654,0.000252094698802695,0.00136295519172714,0.000661754753041392,0.00170655929646437,0.000113888165136189,0.00125022095729623,0.0936960307735909,0.000147361217461834,0.00419220522096359,0.00127972776896477
INS,C,1,3,0.00266501898876949,0.000280009886153081,0.000778914662704219,0.00037584652865183,9.34419519869499e-05,0.000210782570976603,0.0067445896830248,0.000193128635585447,0.000166753803186404,0.000403967842547536,0.00197275025559222,0.0384063770639469,0.00395213827127482,0.00168600492512895,0.00328411075927873
INS,C,1,4,0.00886361465225209,0.00171954082107222,0.00182066824216461,0.000120777974252059,0.000644626705342683,0.000348843760032421,0.00653142232133139,0.000186552500046092,0.000131917596658232,9.00795699451439e-05,0.00247870738472523,0.0105090229987226,0.00542444469155372,0.0037771569530791,0.00271684180938588
INS,C,1,5+,0.0280617182146607,0.0078191602995492,0.0205891298079323,0.000247646511572352,0.000936146913318344,0.000300421987632294,0.00839583589860215,0.000680019502232503,0.000990389937114658,0.000320997615146487,0.000966016304362607,0.00199132221966016,0.460828231682546,0.0168872127310378,0.0136365155394171
INS,T,1,0,0.0105670086642831,0.000644731280459623,0.00231571789604829,0.00555920372507905,0.00409561448679803,0.00703874540052477,0.0212218276058184,0.0127769768405689,0.0392099548266653,0.00150273395419263,0.0389391541055245,0.000970940174914593,0.0151624793382056,0.00434582444365228,0.00838648411161062
INS,T,1,1,0.00629262283668856,2.86984285517298e-06,1.70590060389722e-05,0.0144010380374204,0.00503945800728558,0.00121257463028056,0.0500331231946138,0.00946014719223055,0.00483786236408084,0.00118533426110366,0.00274511068415881,0.297127541172071,0.000326006673670373,0.00240389909640115,0.0335064965042175
INS,T,1,2,0.0122226588855146,0.000393181892058789,0.000182044295533191,0.0316457888723609,0.00110375105076774,0.000283253804323835,0.0396100754453124,0.00207214270348956,0.00325597939918851,0.00039564123048939,0.00346594953862537,0.162513392703731,0.00216944435725026,0.00225977948645995,0.00189681381617582
INS,T,1,3,0.0104701458781902,0.000841419207012616,0.00354331410547323,0.0200287355203918,0.000630282909202011,0.0008378253171803,0.0253077675893957,0.00163184323595064,0.00783804379794634,0.000893195040245814,0.000799825434730093,0.114298033597128,0.0132885090211916,0.00134710955419699,0.00349755889786755
INS,T,1,4,0.0168488641373414,0.00254701099114632,0.0154571978823744,0.0110153062827472,0.00108073978663775,0.001338588949292,0.00741923712965766,0.00105820945769548,0.0152010022168964,0.000813885128998123,0.00519078268567345,0.0545601678340725,0.0136233303297046,0.00229894103682711,0.00134719688676534
INS,T,1,5+,0.0167040494419629,0.0190422200450546,0.901493307208931,0.00121294295135492,0.011727313240745,0.00471919271584452,0.016838316776239,0.0228516989730453,0.00539279735794443,0.00566202115861215,0.0181112643392275,0.0107531891580624,0.0223515497430617,0.00778205957604799,0.015280268729035
DEL,repeats,2,0,0.00950465229464539,8.18870307984351e-05,0.000504151468930123,0.0303880660496021,0.00830139691421051,0.00134333407413669,0.00654148710972804,0.0131798657093254,0.0221421216002747,0.0685963244215412,0.00106921579204978,0.000313150103958277,0.00418916178931549,0.00362246821905532,0.00140977263347134
DEL,repeats,2,1,0.0191759680007552,0.00186587672845406,0.00154313866720661,0.0264892747429377,0.00930615916681608,0.00240513049635194,0.00844008380584737,0.00367187371532579,0.00447908170556155,0.224328682632253,0.00818486521151749,0.00166541266514563,0.0400792130237501,0.00511351010918376,0.0153638222765265
DEL,repeats,2,2,0.0069049794450692,0.0012890891013836,0.000542585781819236,0.00415748639532492,0.000674136802158996,0.00215437252092384,0.0125371007718051,0.00104807684166065,0.00288810920629879,0.0499590836759461,0.00470196130969487,0.00120570769979073,0.0185164842765196,0.00118328094471067,0.00572074360214796
DEL,repeats,2,3,0.00307216767159339,0.000460623643905915,0.00039799117915692,0.000123740459696656,0.000122710302238962,0.00043855429624989,0.00774905218489102,8.18856785979097e-05,0.000142470184193772,0.0116136166044226,0.000421288242620676,9.39463035415279e-05,0.00496615287301459,0.00100802652298231,0.00132964870662101
DEL,repeats,2,4,0.00360709585738356,0.000492524162778552,0.000119923752840453,0.000763063119553603,0.000153301157054884,0.000260747001687956,0.00287529014114455,0.000454218060482216,9.74853675883677e-05,0.00307488267149723,0.000215085411428745,0.000213460088158312,0.0010128398801782,0.0101846708820381,0.00134241755286332
DEL,repeats,2,5+,0.00498218899220036,2.68031262346983e-07,1.0634879956833e-06,0.0229685191199021,0.000606513751570499,7.73545603075355e-05,0.000257693079479213,8.64197135448878e-05,0.000637429281903745,0.00218473682873081,9.00031271448369e-05,0.00474921852603347,6.77302559298399e-06,0.249267450115847,0.000573058285685885
DEL,repeats,3,0,0.00481234385216071,8.42404964497922e-06,8.7749923902033e-05,0.0183387649280594,0.0106094222509174,0.00102078230897325,0.000710024259916407,0.00287455475442696,0.00454090805582516,0.00470812528372146,0.00163581688983283,0.000792871501752143,0.000377393753748134,0.00629258928978438,0.00459241349270092
DEL,repeats,3,1,0.0168509722642125,0.00386292409072997,0.00423724635834872,0.00608876899475805,0.00165613135514286,0.0053798527874414,0.000269055599829872,0.00443425085762997,0.00128572509335033,0.0973459891883152,0.00571929197660447,0.000846515290948929,0.040036894038328,0.00169706563172902,0.0297741470851299
DEL,repeats,3,2,0.0071928231085259,0.0015546518671411,0.000618204326184583,0.000884515729387099,0.000646232912012487,0.000365938430680744,0.000137234687618948,0.000842429675537702,0.000427485528790811,0.0192794418247945,0.00207703953635953,0.000259544406770036,0.0168629677964938,0.0010136768259615,0.0029972190481921
DEL,repeats,3,3,0.00129776317490825,0.000303841203901334,0.000264975096154957,0.000689176025768469,0.000240234193172618,3.07518141304456e-05,4.63327950747153e-05,0.000151825934337378,5.64678302692685e-05,0.00439490346773533,0.000690360844622741,0.000298166307297671,0.00556561593397046,0.00528406997801204,0.00371157565741866
DEL,repeats,3,4,0.00121822189165304,1.61914628944964e-07,6.71348564668538e-07,0.0064106412708779,1.581034744663e-05,1.36221828226988e-05,0.000136276819245016,2.6905440089254e-05,0.000152850996328951,0.000717415205021088,2.93584888542084e-05,0.00142142158741591,6.20693441919557e-06,0.0735024191938686,0.00055578572811638
DEL,repeats,3,5+,0.00196922475436542,1.96043601806757e-07,7.95039191596399e-07,0.00871093128141126,4.57618979928064e-05,0.000101578584488431,0.000112070143798837,4.80824020460758e-05,0.000935142316441283,0.000312723539071679,1.20705661424941e-05,0.00161797395494057,6.97531113203958e-06,0.0864519357872071,0.000784293457793281
DEL,repeats,4,0,0.00313191009784817,9.27362000978077e-06,3.8735938144637e-05,0.0121533323540613,0.00686077856054818,0.00166355450377601,0.000255758618161882,0.00221703908877507,0.00185721842681924,0.00830694451243168,0.000170851690185358,0.000283500921409069,0.00049926660621785,0.00232406464089797,0.00175790021945635
