Group.1,x
hdp.1,3944
hdp.2,3800
hdp.3,3800
hdp.4,3757
hdp.5,3694
hdp.6,3600
hdp.7,3600
hdp.8,3600
hdp.9,3600
hdp.10,3600
hdp.11,3600
hdp.12,3600
hdp.13,3600
hdp.14,3600
hdp.15,3600
hdp.16,3600
hdp.17,3600
hdp.18,3600
hdp.19,3600
hdp.20,3600
hdp.21,3596
hdp.22,3567
hdp.23,3453
hdp.24,3401
