"ex.sig","ref.sig","sim"
"signeR.12","SBS1",0.998432299127097
"signeR.9","SBS2",0.946164085678434
"signeR.8","SBS3",0.988180313108382
"signeR.2","SBS4",0.997002366779828
"signeR.5","SBS7a",0.970820805712794
"signeR.10","SBS7b",0.917988163019102
"signeR.20","SBS7c",0.971518133861407
"signeR.21","SBS7d",0.914841275482375
"signeR.4","SBS12",0.920169729119099
"signeR.22","SBS13",0.998815325283759
"signeR.18","SBS17a",0.999876611830846
"signeR.13","SBS17b",0.999194212997681
"signeR.16","SBS18",0.994198497308577
"signeR.25","SBS22",0.98034026052849
"signeR.26","SBS28",0.982560410889433
"signeR.1","SBS40",0.989192475082933
"signeR.11","SBS44",0.982303624198029
