"ex.sig","ref.sig","sim"
"signeR.15","SBS1",0.997918486979871
"signeR.13","SBS2",0.99551799220334
"signeR.5","SBS3",0.991311596637742
"signeR.3","SBS4",0.995783570084593
"signeR.9","SBS7a",0.975413752194431
"signeR.10","SBS7b",0.960019410296697
"signeR.18","SBS7c",0.999055576367228
"signeR.20","SBS7d",0.950882930188493
"signeR.4","SBS12",0.925675748729389
"signeR.19","SBS13",0.998781485458227
"signeR.17","SBS17a",0.999369318203761
"signeR.12","SBS17b",0.999142628504329
"signeR.16","SBS18",0.995671695923524
"signeR.29","SBS22",0.97712224219881
"signeR.30","SBS28",0.978502107371303
"signeR.1","SBS40",0.986085604536905
"signeR.28","SBS41",0.986646438836838
"signeR.11","SBS44",0.957605775807132
