Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.789),ID83D (ID8 0.991),ID83E (ID3 0.977),ID83F (ID13 0.975),ID83G (ID6 0.998),ID83H (ID9 0.995),ID83I (ID4 0.993),ID83J (ID14 0.983)
INS,repeats,4,4,0.00014289,0.00038595,0.00043162,0.00012308,2.2e-07,2.397e-05,3.62e-06,0.00016908,0.00022309,0.00138334
INS,repeats,4,5+,0.00216766,0.00074009,0.00306961,0.00114908,1.15e-05,0.0008759,4.693e-05,7.21e-06,0.00020861,0.00020682
INS,repeats,5+,0,0,3e-08,0.00374339,9.658e-05,8.201e-05,0.00408921,0.00868727,0,6.226e-05,0.00278375
INS,repeats,5+,1,3.64e-05,0.0016833,0.00217378,0.01099019,0.0003026,0.01181988,0.00582605,0.00116643,0.00242436,0.02490185
INS,repeats,5+,2,6.19e-06,0.00021737,0.00041822,3.503e-05,1.164e-05,0.00031117,0.00133581,1.201e-05,8.063e-05,0.00051045
INS,repeats,5+,3,9.218e-05,0.00019736,0.00061272,8.252e-05,6.898e-05,5.301e-05,5.737e-05,0.00017421,1.836e-05,0.00010619
INS,repeats,5+,4,3.66e-06,0.0001788,0.00039405,2.151e-05,1.57e-05,8.574e-05,2.166e-05,0.0001559,1.378e-05,1.839e-05
INS,repeats,5+,5+,6.189e-05,0.00016728,0.00086018,0.00038513,7.711e-05,0.00038263,2.89e-06,1.107e-05,1.416e-05,2.5e-07
DEL,MH,2,1,9.68e-06,3.287e-05,0.01630069,0.00060865,0.00995064,0.01568464,2.198e-05,0.0001326,0.20999105,0.00228856
DEL,MH,3,1,0,1.53e-06,0.00783795,0.0119392,0.00172137,0.01365835,0.0009522,0.00090865,0.0062127,0.00136365
DEL,MH,3,2,0.00247754,0.00121937,0.01219921,0.00337838,0.00064865,0.00394268,0.0039012,0.00028184,0.04302862,0.00331293
DEL,MH,4,1,3.986e-05,4.444e-05,0.00770572,0.00569488,0.00025829,0.00578416,0.00253151,0.00179799,0.01200767,3.184e-05
DEL,MH,4,2,0.0004837,3.437e-05,0.0047313,0.0009262,0.00033548,0.00228022,0.00954376,0.00143773,0.03136959,0.00070889
DEL,MH,4,3,0.00052413,7.5e-07,0.00171733,0.00011094,4.54e-06,0.00039958,0.00492571,0.00129433,0.04858496,0.00156726
DEL,MH,5+,1,0.00048265,0,0.0001655,0.33905911,0.00014696,0.00370167,0.06822638,7.81e-05,0.00024048,0.00157751
DEL,MH,5+,2,1e-08,2e-08,0.00073914,0.11424795,0.00111862,0.00312392,0.26976751,2e-08,2.76e-06,0.00150119
DEL,MH,5+,3,0,1e-08,0.00259329,0.02100961,0.00060601,0.0010936,0.24266259,2.7e-06,0.00022191,5.44e-05
DEL,MH,5+,4,0.00038343,0,0.00046129,8.471e-05,0.00103041,0,0.13755139,9.2e-06,0.00337916,4.64e-06
DEL,MH,5+,5+,0.00237004,0.0002771,0.00141672,0.00084303,0,0.0036554,0.11193296,0,0.00049528,0.0005023
