Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.993),hdp.2 (ID6 0.994),hdp.3 (ID2 1),hdp.4 (ID13 0.998),hdp.5 (ID9 1),hdp.6 (ID8 0.987),hdp.7 (ID1 1),hdp.8 (ID14 0.977),hdp.9 (ID3 0.977),hdp.10 (ID4 0.994),hdp.11 (False Positive) (ID5 0.918),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID5 0.128),hdp.14 (False Positive) (ID3 0.934)
DEL,repeats,3,3,0.000631174698644958,0.000153141557026493,0.000505525591106773,0.000134508536968022,0.000291739336743001,0.000248367254359035,0.000257768188684818,0.000353592034206005,0.000102233338673171,0.00367084192251148,0.000226773183847255,0.000481431191119448,0.00522783797503865,0.000115864671181696
DEL,repeats,3,4,0.00589540915348213,3.52065250060907e-05,2.9976470336398e-06,0.000862771198369793,3.15702835901053e-05,3.15297609021597e-05,5.40087492854014e-06,4.75277639557157e-05,7.37137731352734e-05,0.000732088614739892,0.00451258598801172,0.00289026694850008,0.000128795155729074,0.000177614096484365
DEL,repeats,3,5+,0.00908434170032497,0.000177624233030729,3.05292442803654e-06,0.000421828467721187,7.93756706443055e-05,5.00150388196057e-05,4.61245138591724e-06,6.21481986285033e-05,0.000151515024215884,0.00062979034198385,0.00729444797726768,0.00377426823634811,0.000104762132607449,0.000320211915447073
DEL,repeats,4,0,0.0109628891125422,0.00231222802740002,9.58602147830107e-06,0.00416430049346844,0.0013251006319511,0.00722414505906608,5.01812482106418e-05,0.000499819083472193,0.000144123544551806,0.00651813043314698,0.00989655247652484,0.00551792488486359,0.00142614144024009,0.00163411097740832
DEL,repeats,4,1,0.00263371343928521,0.00248585763643005,0.00190205828959551,0.000634673642705023,0.00368127018682342,0.00132242641524362,0.000876959685904842,0.000262736475882254,0.00135906837625372,0.0584773789865762,0.00303971968524554,0.00185013368422526,0.00560974456064411,0.00145150356876256
DEL,repeats,4,2,0.000182650006317144,0.000560690730097,0.000470761868093141,0.000171463463358595,0.000498709543376284,0.000106216697785478,3.01638575323012e-05,0.000654979581564068,3.46482052314739e-05,0.0135138513390554,7.66823505113614e-05,0.000251701499223092,0.000504256521497375,5.53500541211045e-05
DEL,repeats,4,3,0.00359584489932389,0.000178026036030799,2.24449253498424e-06,0.00043966913118434,0.000106482820922558,6.63597983742084e-05,4.62518656795667e-06,4.30099588316711e-05,6.89046723496493e-05,0.00391307393013271,0.00375102528674355,0.002094556042387,0.000156433132318943,0.000135080811124083
DEL,repeats,4,4,0.00465676079186314,5.38923150093234e-05,2.7880535798855e-06,0.000472423233535517,3.51456546900633e-05,8.36442976978643e-05,7.2926283333064e-06,2.42463109169832e-05,0.000146674996737105,0.00037651559398329,0.00453138241933249,0.000965012528521634,0.000167029510695296,0.000181913392334514
DEL,repeats,4,5+,0.0016188069985272,0.000115477402019978,0.000154777855923251,0.000289774691010904,5.36062442469892e-05,3.4214731670883e-05,3.88631446090537e-05,9.707605382118e-05,9.07028365751629e-05,0.000719194686104551,0.000720738278923523,0.00033893920517379,0.000475963098822371,0.000219119877176058
DEL,repeats,5+,0,0.0210339716434805,0.0147263062105477,5.73848450581142e-06,0.0126157011190728,0.00231307052365378,0.209387572189168,1.05771475556576e-05,0.00501349234554408,0.00136766599695084,0.0055993132638878,0.0184633682070642,0.0340131416492854,0.000321168581716266,0.00191801772789858
DEL,repeats,5+,1,0.000162307641351235,0.00783442901435536,0.00303902907302006,0.00316055005117508,0.000660312668756528,0.000490290578873134,9.14131366790295e-05,0.000449703230148935,0.000177075936108606,0.0145353853105894,0.000246711776526442,0.000253112532721139,0.0019279946594253,5.91446108358065e-05
DEL,repeats,5+,2,0.000308156832497314,0.000405661089070179,0.000406799013101815,0.000356330533982253,0.00014501534925663,0.000238787129491188,0.000109561928829039,5.14439518144981e-05,6.2678098127748e-05,0.00300167761118675,0.00022761011242885,0.000894796813975951,0.00121049967823059,5.26641208646171e-05
DEL,repeats,5+,3,0.000153094185988255,0.000160132149027703,0.000114307893550539,9.92585905054187e-05,0.000138192957463853,2.45451077774116e-05,1.77829451023315e-05,0.000123933156644018,5.50804405093022e-05,0.000996937313662811,0.000181677502627168,0.000252149446365329,0.000711268243385921,6.63010907205414e-05
DEL,repeats,5+,4,4.11135989314551e-05,8.16284250141217e-05,5.56597297079826e-05,3.17372769724487e-05,5.80085719278899e-05,1.00984733912535e-05,7.94212261731734e-06,3.35770541631256e-05,2.23703080488837e-05,0.000164337225266157,2.46204696268181e-05,0.000105513949353976,0.000553524218896707,7.09248617291925e-05
DEL,repeats,5+,5+,0.000613068234980525,2.17675800037658e-06,1.93401783645589e-05,0.000151168039637702,7.99594047014415e-05,2.58391145228935e-05,1.50460387076758e-05,2.93203282296665e-05,3.47976842483904e-05,0.000194503545194532,0.000574275777144311,0.000180119545893585,0.000653261264851452,0.000112502748011664
INS,repeats,2,0,0.00597094792245183,0.00214027584837027,0.000223810108625711,0.0102331149212962,0.00145759610179478,0.00194060737260753,0.000607947489223029,0.0260286304434955,0.00243603892089283,0.00106609126799168,0.00590705669822892,0.00347159035233842,0.00250314859913147,0.00222438536991624
INS,repeats,2,1,0.019015668353039,0.000274829351047545,0.000231171214979544,0.00271003478261763,0.00174057334711765,0.00151526325332896,4.51786371567893e-05,7.88913206334426e-05,0.00300744565807604,0.000664029276075447,0.0203677598096104,0.00278027352772373,0.000504256521497375,0.0018324914840368
INS,repeats,2,2,0.00745383958874027,0.000485034736083911,0.000927220710386125,0.000603603978354972,0.000616496131092757,0.000578570180273114,0.000262863419244412,0.00111300329200427,0.000920455705029819,0.000186760749097654,0.00709800606983931,0.00180076990915072,0.00134366447452723,0.00154529491596729
INS,repeats,2,3,0.00104146499684225,0.000370271217064057,0.000432276133856795,0.000677986295453507,0.000397583698540567,0.000356071873445514,0.00041153393437272,0.00107564626521223,0.000928269849500351,0.000284326418833983,0.0013274327308314,0.000284625614177527,0.00405579113380265,0.000781741775620543
INS,repeats,2,4,0.000103133356906993,0.000122171518021136,0.00201667366365238,0.000175130197300072,0.000185013293296636,0.000147099106865357,0.00225304125727432,0.00357727301559496,0.00052912479319127,0.000259343426022437,0.000131806405382684,0.000208385010568753,0.0331099682316207,0.000302690256887974
INS,repeats,2,5+,0.0009869022588323,0.000297654102051494,0.0144476084316503,0.00166766551785941,0.000553458933485164,0.00194445583070937,0.0149965544212459,0.000500386646929988,0.000347734583387522,0.00026557307693614,0.000499493746824102,0.000650172879600207,0.231753828433273,0.00117368072749422
INS,repeats,3,0,0.0038009527030883,0.00108101391218702,1.86906689803972e-05,0.000542912855497302,0.000605204525425032,0.000499837141606373,4.53962929952814e-05,0.00810641805752633,0.000179797485106259,0.000328320310170295,0.00402953050315201,0.00150729733891401,0.000253985357989904,0.000643335094121816
INS,repeats,3,1,0.00565331983131647,0.000179925823031127,0.00102668547192876,0.00393895555600063,0.00085977337996728,0.000561542990648128,0.000377675716305162,0.00313911402617757,0.000374383083989533,0.000501623725511214,0.00610302106405485,0.00371334742500385,0.00455414864053381,0.000819615237176785
INS,repeats,3,2,0.00109620361932957,0.000804983053139262,0.0001720197965255,0.000345782254548368,7.45963480515045e-05,8.77426072462349e-05,4.43693742253746e-05,0.000383218846702881,9.33625321865049e-05,0.00114619137896478,0.00192448281161372,0.000259966123997368,0.00117510558963329,0.000426937202997635
INS,repeats,3,3,2.28408882952528e-05,0.000291119927050364,2.29101767526816e-05,0.000116164596297215,4.57197539125581e-05,7.04394622922407e-05,0.000115053107775677,0.000351832587486842,2.91535627475775e-05,3.42228368024145e-05,2.13219863934711e-05,2.37411985385725e-05,0.00127473339457385,2.62193954467176e-05
INS,repeats,3,4,2.69247812974104e-05,0.000118282221020463,0.000105864271556437,6.70693911424239e-06,6.15900235909431e-05,0.000119458824451778,7.83838877088707e-05,0.00089490000644298,3.95552405454225e-05,0.00019616156598035,4.43375223873472e-05,3.86802357321836e-05,0.0017063446416354,4.98610160231151e-05
INS,repeats,3,5+,6.18583297565739e-05,3.56746450061717e-05,0.00204431811891266,5.9171020271287e-05,9.74227819107602e-05,5.88791714824601e-05,0.00103826581710391,0.00195138532932007,4.0627365908134e-05,6.78500739050692e-05,7.03561550563602e-05,0.000345412041379117,0.00864391372974931,0.000125743137118308
INS,repeats,4,0,0.00263766481658523,0.00164470061028453,1.32285714465695e-05,0.00132818963485184,0.000147459735620887,0.00055425254918583,1.33047919997392e-05,0.00525906570246262,7.46467283787867e-05,0.00052737938820353,0.00186281102136874,0.00136030348418887,0.000177735130085838,0.000358310706974497
INS,repeats,4,1,0.00352205292824597,0.00067479888111674,0.00116493999337692,0.00450772042642986,0.00145967565437333,0.000549091438708174,0.000569362203131199,0.00211259605387203,0.000155772598973575,0.00154643437720337,0.0036451292056252,0.00236995394543444,0.0110817362023956,0.000430668667320406
INS,repeats,4,2,0.00034221818669879,0.00041161791607121,4.73888495713706e-06,0.000133748485674831,8.71770330954043e-05,0.000161452513099823,1.95288227855552e-05,0.000107575977790379,0.000104109558057916,0.000124271072490423,0.000193227117053186,0.000158170135923961,0.0007883923994035,0.000178001664034798
INS,repeats,4,3,1.62681094693615e-05,0.000415105410071813,0.000240653591343351,4.4165142712469e-06,2.3677712692579e-05,1.81421983192202e-05,4.42443378926238e-05,0.000809674677620551,1.49942917313831e-05,0.000123578889055567,2.26216872495959e-05,7.24330528997578e-05,0.000848256475179185,3.14470507781361e-05
INS,repeats,4,4,3.12231087993862e-05,2.80715960048564e-05,0.000159039973353716,0.000105164394472784,0.000121732873165236,9.85160524557369e-05,0.000378417830094914,0.00143162206594098,5.04156642917355e-05,0.000249974803718107,4.92163237071186e-05,9.68909668659098e-05,0.00259578497916392,2.83825631700632e-05
INS,repeats,4,5+,0.000639641247323177,0.000110394399019098,0.0021008415579081,0.000772027236540801,0.000105899086865422,0.000890653282624379,0.000840310147483006,0.000248581443244857,8.33835191951134e-05,0.000142203452639948,0.000777841423734853,0.000464700365356888,0.00584100778768266,0.000241445570720753
INS,repeats,5+,0,0.00444789195153451,0.00894949475554826,4.50050119380113e-06,0.00250528312680994,0.000152397152854162,0.000378416796842999,8.97598785015471e-06,0.00283551298133411,9.82592586027352e-05,0.000295578423972688,0.00460817307824853,0.00355246720886935,0.0001568700963757,0.000465811129625924
INS,repeats,5+,1,0.0043421901993825,0.00540333751693478,9.54249053021364e-05,0.0147918717649675,0.00196220379137337,0.00958328716675262,0.00155127252422299,0.0252602176292566,0.000829428138176527,0.00219417319662592,0.00432880631771195,0.00197757464619175,0.0117081241777565,0.000850070836081721
INS,repeats,5+,2,0.000311421537522638,0.00130180271022521,2.10411098546419e-05,0.000260841387052526,7.12094744074967e-05,5.23755756204416e-05,0.0001599781990355,0.000567461296372148,4.43334146378915e-05,0.000109010842345226,0.000178566097547354,0.000314190125565183,0.00349068736740189,7.88745031124874e-05
INS,repeats,5+,3,0.000119432788269587,6.41363410110956e-05,9.61400565921442e-05,3.12237288013734e-05,0.000180671771246687,6.75158274551865e-05,0.000213452070675245,0.000146011375152226,6.48687388929037e-05,5.16079091197276e-05,0.000182765509783242,0.000216112098772345,0.00224970944621251,0.000203869544726472
INS,repeats,5+,4,0.000145078190697295,3.51324060060779e-05,1.75759081933963e-05,3.5938101011844e-05,0.000107905672686827,4.94631281615904e-05,0.000160117128294112,6.00822676421312e-05,4.53643044097295e-05,7.17939097548301e-06,8.28116215942225e-05,0.00024554222601733,0.00177767902390095,3.52325942939908e-05
INS,repeats,5+,5+,0.000587254176204645,2.89649250050109e-05,6.30381102475639e-05,0.000211355885287718,6.20582269492709e-05,0.000328763483251958,0.0001707012223127,2.21576773922993e-05,7.10850042170866e-05,5.75800034065083e-05,0.000350308765600053,0.000518185254140011,0.00155056695540159,0.000172134071585223
DEL,MH,2,1,0.0292635003274849,0.000849228195146917,0.00021049977269993,0.0103436510296384,0.00468163834667714,0.00310164466989448,0.000921136874655804,0.00237737575820235,0.00983451317207293,0.199212485199146,0.0315575589459631,0.0133019919649481,0.00796356069337894,0.00659696753989271
DEL,MH,3,1,0.0136534566067961,0.00111513205819292,1.37882550648365e-05,0.00256574828847233,0.00245267417175571,0.0099923424633676,2.33922139187896e-05,0.00153782454016349,0.000578396169836265,0.00624037170829954,0.0135950284945628,0.003037216008511,0.00106804939572787,0.00184350561302817
DEL,MH,3,2,0.00912173040333824,0.00392641111467927,0.00261397239719395,0.0011341608648562,0.00122171281764398,0.00366010367328464,0.00157149252007013,0.00357056441552383,0.000671970034425997,0.0417967079466087,0.00793588973463968,0.00531896916163893,0.0197102469491443,0.0010463152145834
DEL,MH,4,1,0.00923077877931325,0.002473975190428,6.83355272105847e-05,0.00133356134872129,0.00262186583987872,0.00581669084035349,0.000104494484121168,5.03542299755326e-05,0.000206430522361692,0.0116119405248305,0.00921546491993173,0.00229136161932892,0.00139850346365022,0.00117909766000143
DEL,MH,4,2,0.00658746879381707,0.00926058390160208,0.000522601699525832,0.000731919124379826,0.00227999834097917,0.00215125451679208,0.000163012645592349,0.000822331342729369,0.00057124179481971,0.0292383273042815,0.00518693380796833,0.00299376513571399,0.00164943007324282,0.00054674064207559
DEL,MH,4,3,0.00311588025432047,0.00473960967381995,0.000648042229985397,0.000513445461441006,0.00290447217085278,0.000713314692476276,0.000107833417303142,0.0019135742517618,0.000138974250141475,0.048585449908206,0.00340357684764883,0.0025273625712166,0.00338854701913498,0.000385115960346288
DEL,MH,5+,1,0.00931818613644143,0.0675878950986927,0.00054336987724564,0.0097033488989784,0.000912716842836896,0.348253067027193,4.34015003903779e-05,0.00767567144686773,0.00126407188377885,0.0022756898690471,0.00519807972743146,0.0243630835561404,0.00121705413908195,0.00219379457302859
DEL,MH,5+,2,0.00730432573608606,0.225368646157989,4.75903817384421e-05,0.00973627760770774,0.00071383986568328,0.118684933835459,1.94987214461893e-05,0.00501115398409796,0.00203893502633199,0.000618184196483125,0.0103997533246545,0.016863373321948,0.000329798621837213,0.00169303927147179
DEL,MH,5+,3,0.00732424405080513,0.23855397544727,6.49463319666347e-05,0.00247594925527812,0.000575519216394429,0.0423644159869365,4.02860117660046e-05,0.0010795397505327,0.00116450854961474,0.00112062888374266,0.00667552944495921,0.00553288631941431,0.000523264457966297,0.00103642773544794
DEL,MH,5+,4,0.00248965200542975,0.134059261581192,0.000399653258263653,0.000730244957342121,0.000565486287287404,0.0138165985370251,7.46316399825259e-05,0.000276505565368349,0.00120094019415149,0.00423307194179555,0.00205251811526992,0.00184903621372678,0.000738469255919033,0.00187778280824435
DEL,MH,5+,5+,0.00090023458025967,0.110892880502184,0.00225188473487242,0.0122445495848733,0.000372045333540867,0.012370596342151,0.000551737868932449,0.00110016500658896,0.000282520496421052,0.000344997101763569,0.00167476301530284,0.000941338522054398,0.00366700236430327,0.00103997893579377
