Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.993),hdp.2 (ID6 0.994),hdp.3 (ID2 1),hdp.4 (ID13 0.998),hdp.5 (ID9 1),hdp.6 (ID8 0.987),hdp.7 (ID1 1),hdp.8 (ID14 0.977),hdp.9 (ID3 0.977),hdp.10 (ID4 0.994),hdp.11 (False Positive) (ID5 0.918),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID5 0.128),hdp.14 (False Positive) (ID3 0.934)
DEL,C,1,0,0.0218719358906188,0.0304634707492702,0.00417133812951715,0.0466518970212665,0.333273504646186,0.0342689233308984,0.000493834469430626,0.0105701202176592,0.135427241931268,0.011746256305771,0.0190189903230576,0.00772437812338144,0.00402979177242562,0.066190633968668
DEL,C,1,1,0.0273625216209608,0.00608626998305293,4.73612108741723e-05,0.0145905814238328,0.0972611787853799,0.01958079819885,0.000594352103524026,0.00252608873541368,0.153983737188095,0.00244541968618946,0.0294423007257293,0.00870135084060081,0.00340941205284512,0.320101548827189
DEL,C,1,2,0.0267458393213766,0.00860125248548802,4.22065938466764e-06,0.00715564669323765,0.00243048011645835,0.00267258261192644,7.48365606389786e-06,0.000304066446878853,0.212777329257683,0.00316199051415724,0.0263870338613033,0.00286583143189104,0.000169760536050026,0.13499654672806
DEL,C,1,3,0.0123828840078446,0.00084936473014694,0.00233374710113684,0.00461087171207203,0.0109366163136656,0.00570162492640943,0.0018603577078076,0.000914946347772284,0.070726986508225,0.0016076201733868,0.0154308362614018,0.00232325545585621,0.0135106009118784,0.0550317620170119
DEL,C,1,4,0.00257020468669296,0.00259676696744924,0.00349882759122451,0.00401508393688082,0.0130296859839731,0.0011119843729928,0.00078607563815236,0.00171445028822916,0.0435624740309202,0.00245554488108538,0.00369723539449348,0.00332287190111567,0.00676573297279429,0.0398849461561866
DEL,C,1,5+,0.00194563890751993,0.00188945325132688,0.0141567410855594,0.00138112618032628,0.000670017247456414,0.000594825440802093,0.00261471811170649,0.00333173371248389,0.0253323945569989,0.00238795236380724,0.00353715557238077,0.000760927810518359,0.019516671872001,0.0219872118751851
DEL,T,1,0,0.0842663591248677,0.00244419495642285,0.00677227312292015,0.0395172749901527,0.10590578156539,0.02922058908378,0.00137482078834757,0.0197439321677215,0.0286232266589043,0.00778720851773248,0.19285225181838,0.0166194661029998,0.0103704679590097,0.035358517695086
DEL,T,1,1,0.10645156454471,0.000809231242139997,4.02488527951252e-06,0.516398825618042,0.0387277387316783,0.0108333498906531,8.68655189471312e-06,0.000654956879025756,0.00917168197547428,0.00372061474066438,0.0761180194150102,0.00924318770385095,0.000139828498162184,0.0206088323886705
DEL,T,1,2,0.132365381141157,0.00941901911562949,0.0070661910902143,0.0191134104374557,0.0844595625619803,0.00906739986655099,0.000327657709973389,0.00837425125325957,0.0114557161995096,0.00512606905920569,0.0827490685674122,0.0194867757604603,0.0108623802459037,0.00844790002877103
DEL,T,1,3,0.0983227092443055,0.02161873734874,0.0177664585847809,0.0561559173331238,0.105899755727363,0.0102462250951807,0.00204261089797388,0.0158790974506003,0.0153013834855159,0.00631155392106543,0.075230535423977,0.00605521508462002,0.0128594152262966,0.0103392837540759
DEL,T,1,4,0.045345976982543,0.017103887690959,0.0439335644443574,0.0145502165375863,0.0970685769493405,0.0016538636818861,0.00414474140582477,0.0112959544212944,0.0133659137111345,0.00403794060232289,0.0460735928828066,0.00720460265688649,0.0357766506289934,0.015589976821748
DEL,T,1,5+,0.0253822647932904,0.00281915127448771,0.812912974606483,0.00670430974760648,0.00421917503991114,0.00914768795078795,0.000831808834599775,0.0483398110485898,0.00871394114453393,0.0021257275230211,0.0305679253599915,0.00854067220068032,0.0126827725063526,0.0135334983331576
INS,C,1,0,0.000509033771299014,0.00230908772239947,3.30282431520513e-06,0.00283958244425306,0.000192176196622742,0.0026673506480535,6.66628892573079e-06,0.530710007356077,0.00258668799770037,0.000462587799243173,0.000646901485589586,0.000727309377493456,0.000187894544405434,0.00228636012519009
INS,C,1,1,0.00116908484612737,0.00176043547830456,0.00019174461342607,0.00237002480951214,0.000212144765827269,0.00218138212629279,5.76845859195097e-05,0.015026333355264,0.00125915969401604,0.000483594761626593,0.00125988274807804,0.120946041967048,0.000507206028880484,0.00149015216541967
INS,C,1,2,0.00270178314140731,0.000143662127024854,1.03472372636395e-05,0.00193942493902899,0.000389691127643041,0.00101674249322448,8.31144289646081e-06,0.000682256681345674,0.00208450035424723,0.000266957443805853,0.00363934947530289,0.0662038999398071,0.000147147646112861,0.00111492368420884
INS,C,1,3,0.000524169473859223,0.000102974697017815,0.000361941407548861,0.000378546627862967,0.000221216965965258,0.000228304556114964,0.000830112739900888,0.000881312537263379,0.00586995336868052,0.000837863901959396,0.000206135509646971,0.0264273135769979,0.00627360220387192,0.00677219313868255
INS,C,1,4,0.000171191012147078,0.000443633423076749,0.00260458330143319,0.000323145051167372,0.000356935134249378,0.00022646982608967,0.00143428019554585,0.000771886302600589,0.00801488448135289,0.00011321223482191,0.000263829427574721,0.00786142755154892,0.0183516164556731,0.00568543570087144
INS,C,1,5+,0.000186615839875581,0.000311319305053858,0.00788677249391005,0.000915697472880805,0.000808301413366694,0.000812416217724638,0.0212282309472609,0.00192772928439919,0.01001493949994,0.000777080538005531,0.000343155487782064,0.00131270910032616,0.196299220314109,0.00745348281315023
INS,T,1,0,0.00529691523636004,0.00681455157417892,0.00114221061976841,0.0389109800193813,0.0136977331289867,0.00451535263302255,0.00234502053068219,0.0391881000195741,0.0181834265572968,0.00392825367383199,0.00470776265634909,0.00424669568990859,0.0112335812121186,0.021610054569421
INS,T,1,1,0.0136154631503058,0.00128675655322261,1.12765884569347e-05,0.00485087331434232,0.0106483915423916,0.00345459153569528,1.82923523839087e-05,0.0037348626852862,0.0418014050336894,0.00123010654747418,0.0145359823757413,0.207475722664726,0.000263161603181797,0.0479398617020177
INS,T,1,2,0.0301083529817577,0.000640860181110869,0.000516784905377959,0.00615425857253123,0.00247320215276499,0.00197523230814586,0.000118356150899177,0.00174383872407376,0.045248097360199,0.000303627068564037,0.0252571802761494,0.13269802483307,0.00414875523687767,0.0337247762588305
INS,T,1,3,0.0208158194758732,0.000859690677148727,0.00112373530230368,0.012007762794154,0.0017776161374934,0.000809585811039275,0.00329205150365562,0.000509274690679051,0.0259640104113063,0.000678468544472327,0.0215079371549737,0.0846452566597142,0.0343454841021006,0.0223767713425631
INS,T,1,4,0.0109794246627922,0.000960769488166213,0.00361297425904139,0.0119131774920053,0.00395163634428691,0.00069875245518202,0.0144547777801559,0.00466912889316181,0.00598345948700874,0.00121615019775278,0.0111406369668479,0.0427870823242857,0.100812414498424,0.0100435967526923
INS,T,1,5+,0.000961608625359351,0.0146628837525367,0.0170176859712437,0.0265007187106654,0.00454503849674422,0.0115256211247295,0.904180870075301,0.140225122456357,0.0292512704801523,0.00386289867975024,0.000800221878628578,0.0112861626328093,0.0135639105268028,0.0146175427981157
DEL,repeats,2,0,0.0276748972715388,0.00113792170019686,0.00015203010877678,0.0233027720816727,0.0146136483480116,0.00918083615240347,0.000605823029310088,0.000719057495949073,0.00982893090395843,0.0853655986539189,0.0256961247016497,0.0122378935285636,0.00558538381447992,0.00708345494767428
DEL,repeats,2,1,0.0253589058890686,0.00144454030024991,0.0030516334705549,0.00513437244670269,0.00384528121518935,0.0100335716811718,0.000820065839015599,0.00623438945087509,0.00958001225965043,0.200937132664891,0.0242910742295393,0.00659100466144995,0.0125210958053526,0.0118662187839913
DEL,repeats,2,2,0.00480260998300922,0.00220818835738202,0.001716399947615,0.00291723092771964,0.000497402222310823,0.000688944853624045,0.000647696307855734,0.00217430155300346,0.0122822320740807,0.0471102138410577,0.00425637261052952,0.00178648039531335,0.00381830116895532,0.01199234948866
DEL,repeats,2,3,0.000289886531237514,0.000623609959107885,0.000934448229703499,9.00352653529077e-05,0.000154598316694612,0.000106026512356027,0.000222641083388605,0.00024479011934679,0.00657192744991586,0.0118118044673229,0.00047842283900511,0.000437174013466411,0.00173616743850905,0.00637972240807689
DEL,repeats,2,4,0.000837082415374979,0.000182956900031652,0.000844209034963206,0.000137959580677647,0.000217763206127203,0.00021812777107629,5.54258277232435e-05,0.000413651599309825,0.00293455144230938,0.00313702361863487,0.000748662154892992,0.000346061564735361,0.00143444375731847,0.00266551836109833
DEL,repeats,2,5+,0.0218737284666622,0.000169170766029267,2.80763099040101e-06,0.000883128247871214,0.00019941206670599,0.000731550118947188,6.06657762605581e-06,3.73229729845697e-05,0.000115815311417136,0.00193645559681094,0.0223965042300537,0.0121184932178003,0.000187348339334488,0.00114296374582271
DEL,repeats,3,0,0.0175922714182563,0.00107037198418517,1.58220025336831e-05,0.00461686995471019,0.00217108329481854,0.0116570429856064,5.06732893348925e-05,0.00152954946494885,0.00121737773156345,0.00507449334466432,0.0158250000846775,0.00645010288785923,0.000541289225307516,0.00169877166593866
DEL,repeats,3,1,0.00611451302476838,0.00424965577673519,0.00441006161850615,0.000840298330403541,0.00424194066813945,0.00205716493697866,0.00430674912977983,0.00423924497895906,0.00029157170861779,0.0938887752330843,0.00590307390280238,0.000857102061956689,0.058055809267811,0.000734972286802042
DEL,repeats,3,2,0.00114420803477204,0.000537288631092951,0.00199174240716707,0.000843954793381597,0.000926088001083167,0.000234166742293343,0.000668019342903021,0.00146550560437131,6.73944188339067e-05,0.0149134623416234,0.000520692655484986,0.000395268558310119,0.00591463623124619,0.000214883673717839
