"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11","ID13","ID14"
"signeR.1",0.00533322568141625,0.999999940201944,0.036893539080605,0.00806523276562221,0.163982324841683,0.0278449081541322,0.0304890352030646,0.0324783154822023,0.0176630652141486,0.0203127322977622,0.0800980385041175
"signeR.2",0.99999823630562,0.00503466278503639,0.0839926247612187,0.00643992772257329,0.0112448146065369,0.0388414882625997,0.0512988098550614,0.0168020221071772,0.0599707297692337,0.0231661831534277,0.45181146031507
"signeR.3",0.00519511817150142,0.113380618140069,0.325478282018424,0.186673528701948,0.979696979434742,0.113367818393549,0.176363039764962,0.524654581777517,0.107852536852308,0.749217484079931,0.063767515889749
"signeR.4",0.00139365405764558,0.999989541950878,0.0368031846339992,0.00794101571779193,0.164560271695386,0.0276545423948764,0.0300740015927661,0.0327064667478499,0.0174726739955843,0.0203279520096872,0.0783620658536964
"signeR.5",0.00131191042717116,0.99999161197324,0.036047480504331,0.00776582572792051,0.16377802394646,0.0272997559673727,0.0296550232076841,0.0315189639973762,0.0173029924372409,0.020029373653381,0.0782193199436356
"signeR.6",0.000553137220725919,0.00310981860457693,0.104502505149769,0.0447945674761712,0.179211696640288,0.469293424481568,0.998175632068318,0.138281545108198,0.0135381774000261,0.0945666635109805,0.0345457817718241
"signeR.7",0.0835578102708145,0.0357456565817578,0.999220695767677,0.0674679381643573,0.37124262119113,0.0695871837236791,0.107978351614574,0.558576081073565,0.191934696859211,0.136215624715414,0.0716956709127824
"signeR.8",0.0315592989505813,0.0225290749264898,0.0770459197884565,0.0278761125132032,0.131884183889934,0.999897544505616,0.47540743385399,0.119600070927434,0.00955513455435653,0.0527075047083259,0.0393963501416774
"signeR.9",0.93471858590571,0.360126334907946,0.0902448266384541,0.00855324401500879,0.068199634974065,0.0458207567688389,0.0581820067483237,0.0253226598307784,0.0621929506382501,0.0284615569330057,0.44982561638914
"signeR.10",0.47475082200019,0.115463969887987,0.0709879290018948,0.0205211135299513,0.0753615270209366,0.0401129610533694,0.0528174735548873,0.0540782775551314,0.0466598927458279,0.037185896903017,0.998928432790272
"signeR.11",0.00323801427088666,0.0302950085461118,0.563733327145703,0.048592295850127,0.530302859602544,0.108823477879941,0.136768005023226,0.999222866535778,0.0240519439847778,0.273634908002922,0.0518405051096732
"signeR.12",0.00772350219608831,0.0942329214669587,0.388414103602609,0.138147795441717,0.652270490952814,0.202207425241674,0.390532679734844,0.350982016202307,0.770928284887738,0.240863305108074,0.0598237371692978
"signeR.13",0.0172189508003998,0.00766589771118864,0.0694455158226485,0.993516144359604,0.252956529534007,0.0291885668136018,0.0501735798881804,0.076332934398425,0.00567348426378889,0.145957537339039,0.0268919121461764
"signeR.14",0.00149407857827766,0.999975288676719,0.034325471220337,0.0075602274517067,0.163953777015506,0.0266913447303937,0.0292482786263153,0.0284421453167938,0.0168084480706671,0.0195126990979101,0.0781781777877547
