"ex.sig","ref.sig","sim"
"hdp.1","SBS13",0.9996293804842
"hdp.2","SBS2",0.999794018382612
"hdp.3","SBS44",0.998155563518028
"hdp.4","SBS1",0.999610356130573
"hdp.5","SBS7a",0.999645086567855
"hdp.6","SBS7b",0.999723691317617
"hdp.7","SBS41",0.997100128093993
"hdp.8","SBS17a",0.998971724166659
"hdp.9","SBS5",0.999836394557672
"hdp.10","SBS40",0.999166895555842
"hdp.11","SBS7c",0.999229178427704
"hdp.12","SBS12",0.99809999516913
"hdp.13","SBS17b",0.999256502395956
"hdp.14","SBS22",0.994666486506543
"hdp.15","SBS7d",0.997924982029569
"hdp.16","SBS3",0.998445745104765
"hdp.17","SBS16",0.995881952802819
"hdp.18","SBS4",0.999809698469612
"hdp.19","SBS18",0.998964821163557
"hdp.20","SBS28",0.991934580922288
"hdp.21","SBS29",0.98195946402407
