Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.358465300346895,0.0297789245317941,0.00864892479083453,0.00484202012197932,8.59859399666413e-40,0.0342922647279212,0.106791989442742,1.282779069605e-71,5.36894491439829e-05,0.0162314144811354
DEL,C,1,1,0.101767423855095,0.00140814411953782,0.000737031082407296,2.77457420851006e-05,0.000699004391536694,0.0209472389434306,0.225533282075533,0,0,0.0136115255396655
DEL,C,1,2,0,0.00660923837159823,0,0,0,6.15620862097004e-89,0.199636830104616,0.000851314306063364,0,0.0137570589739648
DEL,C,1,3,0.00999840757751596,3.61476553265665e-87,0.000235447089886627,0.00247966649143887,0.00190481544899917,0.00455582889138486,0.0719538283267828,0,0,0.00989948476655107
DEL,C,1,4,0.0134103515393318,0.00203487307831343,0.000719338667550031,0.00389194827703889,0.000576473621997533,0.000342593568309753,0.0460093233340788,0.0019781240783195,0,0.000619316295629743
DEL,C,1,5+,0,0.000929494389620064,0.00195988390839771,0.0146262174700983,0.0033884459169561,0.000379824812149437,0.0243874509050652,7.21236494049913e-64,1.12031055138528e-235,0.00120659272464634
DEL,T,1,0,0.109645523825432,0.00143015358662824,0.00111539623037936,0.00791663280555648,0.00134618798330247,0.0343494659215558,0.0376307111770611,0.022430932039828,0.000429133303378479,0.110538623019508
DEL,T,1,1,0.0457122006157199,0,0,0,0,0.00905342069744075,0.00328549336343436,0,0,0.167789804922544
DEL,T,1,2,0.0890461907110292,0.0127898686187695,0,0.00705523972803838,0.000963281026334375,0.0073277531870335,0.0168650572610594,0.0124718928131623,4.24527035963178e-15,0.123314425163726
DEL,T,1,3,0.118293904804558,0.0243630534006003,0,0.0202509826476967,0.00238211836842686,0.007697737736945,0.0157618059691744,0.0188838801992782,6.61291046659154e-39,0.0992128517121543
DEL,T,1,4,0.0976467716545601,0.019494971146145,0,0.0471255012581313,0.00455054545626777,3.59114719076726e-57,0.0124516885613639,0.00941730357704529,0.000844506505111512,0.054647883830142
DEL,T,1,5+,3.88635727498585e-91,3.00655458219154e-17,4.17230022062102e-96,0.814960742916587,5.52615522471205e-33,0.0114744175265937,0.00934891416333632,0,4.67435388336935e-140,0.0124031964269266
INS,C,1,0,0,0,0,0,0,0,0,0.721351236320965,9.46824989769441e-05,0
INS,C,1,1,0,0.00200823463668459,5.16404465462265e-63,0.000215366791309067,0,3.05618910047935e-50,5.46348214253016e-227,0,0.185071842093261,0.000850848857527297
INS,C,1,2,0,0,0,1.90578045905902e-05,0,0,0.00121292073924585,0,0.0980376223550963,0.00317053624397344
INS,C,1,3,0,0,0.000213185859251899,0.000476800530742822,0.000612374500918943,0,0.00595822838446029,0,0.0376671585943721,0
INS,C,1,4,0,0.000116572398145411,0,0.00293457345239987,0.00171219156144409,0,0.00720891810917449,0,0.0113883392111537,0
INS,C,1,5+,1.1091497371906e-157,0,6.39229738046051e-05,0.00905088438835007,0.0243581652738788,6.30691206679631e-214,0.00709655074655328,0,0.000870113054098955,3.13060214556278e-91
INS,T,1,0,0.0137677418300032,0.00613395475059253,0.00080560215149284,0.0013422629791088,0.00219130682380874,0.00397398030551024,0.0158259650645303,0.0499063551700681,7.39283340468692e-05,0.0110745795975987
INS,T,1,1,0.0101385769022198,3.75437773463178e-202,5.16070982666152e-166,0,0,0.00258262182476076,0.045143011131361,0,0.322006492743116,0.0100201788280182
INS,T,1,2,1.05168233463071e-13,1.99332194209825e-05,0,0.000672499319458971,6.43974196254129e-05,0,0.0469569844512806,0,0.170440883069302,0.0271337726706713
INS,T,1,3,0.000842829848863284,0.000556083773191297,0,0.0010886946204836,0.00425562135553904,1.21343975104676e-17,0.0280977019834662,0,0.11241713444223,0.0183115655362719
INS,T,1,4,0.000799331859522131,0.0010744889240554,1.6506760635961e-280,0.0034874313756097,0.016823782960921,1.31484294633393e-14,0.00630318745960658,0,0.0501586354536837,0.0128314712473437
INS,T,1,5+,1.11010062641681e-38,8.42693090956774e-21,6.5419883807562e-103,0.00316255526404663,0.89999865044007,0.000101577004945548,1.55143100131712e-18,4.21467706737566e-273,1.66943679926326e-162,4.33728473155625e-08
DEL,repeats,2,0,0.0125640118658997,0.001009336098678,0.0746961188819659,0.000107444512474001,0.000185892823366857,0.0096593526083155,0.00729153418405368,0,0,0.0293953105250368
DEL,repeats,2,1,5.32199309947083e-81,0.00118155590960089,0.239677535676203,0.00330626709636799,0.000128647232245956,0.0120408406670785,0.0112245489979081,0.00415234518698188,0.00212520207722454,0.0170167271324731
DEL,repeats,2,2,0,0.00227397239633341,0.0566775050810676,0.00184574207212863,6.40819793739171e-07,2.41332994745334e-289,0.0132216173934863,0.0028380984042837,0,0.00277391763383481
DEL,repeats,2,3,0,0.000169246323133493,0.0120870788179096,0.000777548743073558,0.000114934420134576,0,0.00649576003959485,0,0,0
DEL,repeats,2,4,0,0,0.00280136927837019,0.000866750293643985,0,0,0.00377001214459579,0,0,0.000426713251526745
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0.00414665747823438,0.02740532282172
DEL,repeats,3,0,0.00174606216492004,7.75739271692125e-05,0.00449789047458627,1.1809168608061e-05,7.6332539314037e-05,0.0122007090016101,0.000788737133114397,0.00120543231363147,0,0.0186300158554974
DEL,repeats,3,1,0.00316070791777799,0.00555234832025562,0.100636334003044,0.00487185178263273,0.00469768222331417,0.00169495902870916,0.000293713011131588,0.00289415202311319,5.76647089573162e-17,0.00274258526968518
DEL,repeats,3,2,1.05056035791778e-245,0.000750441786257324,0.022536875139816,0.00235645659069399,0.000402543611310191,0,0,0.000937317446865713,0,0.000181900586644294
DEL,repeats,3,3,0,0,0.00473945055455189,0.000453952020582948,0.00011067132101854,0,0,0.000534264452025247,0,2.71980163820825e-05
DEL,repeats,3,4,0,0,0,0,0,0,0,0,0.00058702464934168,0.00729582623062308
DEL,repeats,3,5+,0,0,0,0,0,0,0,0,0.00110472735616752,0.0106969004638374
DEL,repeats,4,0,0.000264841772200106,0.00209038526472338,0.00753019521832292,8.29860495503847e-06,2.99854596802567e-05,0.00744134728043167,0.000213080214121981,0,0,0.0116852374582404
DEL,repeats,4,1,0.00367624128585205,0.0028441747262203,0.0663101942139425,0.00207349922211771,0.000479970272161163,0.00212089498115068,0.000676755583632909,0,0.000117202315132946,0.000448538084369124
DEL,repeats,4,2,0,0.000299411807737353,0.0117152846441945,0.000482432584363865,0,0,0,0,0,0
DEL,repeats,4,3,0,1.42312363971197e-05,0.00328981822678783,6.93292254709183e-07,0,0,0,0,0,0.00463689037332165
DEL,repeats,4,4,0,0,0,0,0,0,0,0,3.90285443790107e-05,0.00575839651557282
DEL,repeats,4,5+,0,0,8.12816690890528e-05,0.000203000897766911,0,0,0,0,0,0.00143779268739662
DEL,repeats,5+,0,1.99414398739882e-296,1.5212911420164e-52,0.00139614475225084,0,0,0.257889249826913,0.000479490534575435,2.94671340593105e-300,0.00082877551220783,0.0142271597042419
DEL,repeats,5+,1,0,0.00899223619180091,0.0139676456632473,0.00299317673619887,0,0,0,0.000737433671681146,0,0
DEL,repeats,5+,2,0,0.000269427444013447,0.00223019735854851,0.000410999093884778,0,0,0,0,0,4.44811090433025e-201
DEL,repeats,5+,3,0,0,0.000504585939090453,0.000144134360928733,0,0,0,0,0,0
DEL,repeats,5+,4,0,0,3.02292300565429e-05,7.44246605812061e-05,0,0,0,0,0,0
DEL,repeats,5+,5+,0,0,3.04376819866611e-05,2.56915344926133e-05,1.97700452340632e-06,0,0,4.09486983359461e-05,0,0.000122387528545944
INS,repeats,2,0,6.62058832337297e-05,0.00211617136909542,2.37634122463874e-120,0.000350000000277185,0.000292535982324557,0.00184409526107838,0.00255055093389825,0.0388871766807643,0,0.00823215116483874
INS,repeats,2,1,0.000852124822277221,4.98218138073513e-287,0,0.000263960229090533,0,0.00129111964565775,0.00335168813209972,0,0,0.0204023387619427
INS,repeats,2,2,0,0.000766908704829937,0,0.00106925166347388,7.32444305695425e-05,0,0.00138653096916613,0.00234150220474346,0,0.00813271536931055
INS,repeats,2,3,0,0.000362196457154233,0,0.000428251208615674,0.000290642006624684,0,0.00103812012627597,0.00130534991624393,0,0.00116483820005811
INS,repeats,2,4,0,0,0,0.00200232955212309,0.00278316181551521,0,0,0.00313907352651592,0,0
INS,repeats,2,5+,8.26764639591972e-167,0.000354403556623123,1.67844331006381e-18,0.0136813085465463,0.0180873432371303,0.0012220871546168,0,0,0,0.000996276847906073
INS,repeats,3,0,0,0.00146229247838788,0,5.48616618003604e-05,0,0,4.36063362199492e-05,0.0111883195605281,0,0.00464746036071658
INS,repeats,3,1,0,0.000166379345083736,0,0.00125897103474683,0.00013036496776749,1.8143052699913e-216,0.000313127130630462,0.00506967260470208,0,0.00767358543695278
INS,repeats,3,2,0,0.000711346789403136,0.000326381817620828,0.000208521312517503,0,0,0,0.000309777987830411,0,0.000763418757263135
INS,repeats,3,3,0,7.30275791279454e-06,0,1.91352547149204e-05,6.82054227446196e-05,0,0,0.000287663251213642,0,0
INS,repeats,3,4,0,0,0,0.000150679210074791,1.68518511658944e-06,0,0,0.000669294960014227,0,0
INS,repeats,3,5+,0,0,0,0.00200191135425856,0.000752963683371679,0,0,0.00306125956987432,0,0
INS,repeats,4,0,0,0.00171976091616225,0,1.3138159884197e-05,0,0,0,0.0101107451536855,0,0.00307706890884435
INS,repeats,4,1,0,0.00047568522148186,0.00117946408917052,0.00120938995231977,0.000712453830478708,0.000901346533268772,0.000196918839893992,0.00287745171484145,0,0.00445200169655827
INS,repeats,4,2,0,0.00028474912325281,6.61311972505673e-05,2.09749433843572e-05,3.1223568181342e-05,0,0,1.27355442940435e-198,0,8.0358799698345e-06
INS,repeats,4,3,0,7.34033769686598e-06,0,0.000158870404983295,2.05397512052204e-05,0,0,0.00117571857921694,0,0
INS,repeats,4,4,0,0,2.82273387717122e-05,0.000298502163587578,6.33561631262113e-05,0,0,0.00262670649538422,0,0
INS,repeats,4,5+,0,0,2.79169287912559e-113,0.00224347325158747,0.000880679950306568,0.000258672570049141,0,0.000103616699788355,0,0.000552507918061853
INS,repeats,5+,0,0,0.00986298558991193,0,0,0,0,6.86101066557183e-25,0.00548876397142096,2.24901563111068e-208,0.0057177424008672
INS,repeats,5+,1,0.000975296048206597,0.0050769893942426,0.00204660096197214,0.000122706961053114,0.00149892869051892,0.00983447425040937,0.000108532003559005,0.0486618680059907,0.000823848144080892,0.00712494866135817
INS,repeats,5+,2,0,0.00136759868744898,8.16857245139038e-05,2.76394114047159e-05,0.000128887190577688,0,0,0.000851632545073049,0,0
INS,repeats,5+,3,0,0,0,0.000131239726330735,6.15023572664706e-05,0,0,0,0,0
INS,repeats,5+,4,0,0,0,2.58016096575255e-05,0.000116212383020365,0,0,3.56406018787386e-05,0,0
INS,repeats,5+,5+,0,0,7.86082124303305e-05,0.000137031234286581,1.70331112596241e-05,0,0,0,0,0.000168601626765972
DEL,MH,2,1,0.00051066673058548,0,0.199661617940296,6.24518022519587e-56,5.88983818201327e-05,0.00628944959501166,0.00927054042668937,0,0,0.0240682175521822
DEL,MH,3,1,0.00215134376756177,0.000165585861926744,0.00675261615157232,0,1.84659528562154e-05,0.0102517117845152,0.000403914189417904,0.00206545126004772,0,0.0141389452876045
DEL,MH,3,2,0.000279293709379397,0.00453305773598655,0.0522523581294476,0.00287629347702948,0.00129644481374403,0.00501376133630412,0.000574527772254264,0.00304357115672284,0.000329860236720632,0.00763066599785888
DEL,MH,4,1,0.000836884634019583,0.00266069449248621,0.0113889569015387,0.000134387150781805,3.20761352960835e-265,0.00644075868120606,9.10544905652175e-05,0,0,0.00921679348406919
DEL,MH,4,2,0.00244411188152404,0.00997518764441185,0.0313216462094575,0.000497401393662328,0,0.00110573145610311,0.00037794370068666,0.00051716041563759,0,0.00544579453553891
DEL,MH,4,3,0.000937652145711768,0.00539729152464606,0.051846221034498,0.000595981246204404,0,0.000969470935855296,0.000270361425710279,0.00210672150030096,0.00034351257953442,0.00191120417822548
DEL,MH,5+,1,0,0.0542406232850397,0,0.000556424840259696,7.34391843902863e-300,0.303644589996856,5.65208112620827e-109,0,0,2.55612032930025e-21
DEL,MH,5+,2,0,0.275604574196198,0,3.47831596283415e-05,0,0.132477145180301,0.000998163778116463,0.00172574799531739,0,7.64066529728607e-05
DEL,MH,5+,3,0,0.241379961536461,0,6.28985987258962e-302,0,0.0486741864946542,0.000689578167797102,0,0,0.00248946390708327
DEL,MH,5+,4,0,0.135040227105568,0.00298398177799745,0.000418462703380773,0,0.0167557131127903,0.00041974958687934,0,0,0
DEL,MH,5+,5+,0,0.11198835551117,5.05972544262964e-05,0.00236731992983338,0.000558586847584017,0.0128996074691202,0,0.00171908294061492,3.87962039998577e-107,0.000374822063255023
