Signature,NumberOfPostSamples
hdp.1,9200
hdp.2,8000
hdp.3,7600
hdp.4,6988
hdp.5,6800
hdp.6,5601
hdp.7,5004
hdp.8,4600
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,4000
hdp.14,4000
hdp.15,4000
hdp.16,4000
hdp.17,4000
hdp.18,4000
hdp.19,3999
hdp.20,3999
hdp.21,3999
hdp.22,3997
hdp.23,3989
hdp.24,3984
hdp.25,3942
hdp.26,3933
hdp.27,3800
hdp.28,3800
