"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.910612517325649
"SBS96B","SBS2",0.999795790709098
"SBS96C","SBS7b",0.997464909640722
"SBS96D","SBS4",0.991189408171584
"SBS96E","SBS5",0.919966004661331
"SBS96F","SBS40",0.937353721716467
"SBS96G","SBS3",0.941151329908591
"SBS96H","SBS44",0.998063316683532
"SBS96I","SBS1",0.999849434867071
"SBS96J","SBS17b",0.999217031624516
"SBS96K","SBS12",0.967714889555686
"SBS96L","SBS18",0.988583821597446
"SBS96M","SBS7c",0.997941415026572
"SBS96N","SBS17a",0.999759550926091
"SBS96O","SBS7d",0.994929981395569
"SBS96P","SBS13",0.999919616542494
"SBS96Q","SBS22",0.983135367470602
"SBS96R","SBS28",0.972795217390733
