Signature,NumberOfPostSamples
low confidence hdp.1,3522
low confidence hdp.2,3400
low confidence hdp.3,3400
low confidence hdp.4,2800
low confidence hdp.5,2558
low confidence hdp.6,2095
low confidence hdp.7,1032
low confidence hdp.8,648
low confidence hdp.9,400
low confidence hdp.10,390
low confidence hdp.11,200
low confidence hdp.12,200
low confidence hdp.13,122
low confidence hdp.14,28
low confidence hdp.15,14
low confidence hdp.16,14
low confidence hdp.17,2
