Signature,NumberOfPostSamples
low confidence hdp.1,3200
low confidence hdp.2,3000
low confidence hdp.3,2401
low confidence hdp.4,2194
low confidence hdp.5,2000
low confidence hdp.6,800
low confidence hdp.7,800
low confidence hdp.8,588
low confidence hdp.9,399
low confidence hdp.10,355
low confidence hdp.11,199
low confidence hdp.12,199
low confidence hdp.13,99
low confidence hdp.14,78
low confidence hdp.15,6
low confidence hdp.16,2
