"ex.sig","ref.sig","sim"
"hdp.1","SBS17b",0.999262545773452
"hdp.2","SBS5",0.999831125058225
"hdp.3","SBS17a",0.99897474813335
"hdp.4","SBS18",0.999031049085557
"hdp.5","SBS3",0.998418908917724
"hdp.6","SBS22",0.994673870347286
"hdp.7","SBS1",0.999661346041171
"hdp.8","SBS12",0.998070528694821
"hdp.9","SBS7d",0.997879329655193
"hdp.10","SBS40",0.99915128121803
"hdp.11","SBS7c",0.999229022345827
"hdp.12","SBS4",0.999808859804074
"hdp.13","SBS7a",0.999634556298262
"hdp.14","SBS13",0.999617065055876
"hdp.15","SBS41",0.997076983434311
"hdp.16","SBS7b",0.999723555286763
"hdp.17","SBS2",0.999795552801272
"hdp.18","SBS44",0.998433726284007
"hdp.19","SBS28",0.992133513084005
"hdp.20","SBS16",0.995854008000209
"hdp.21","SBS29",0.982199354933353
