Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.00403605864829859,0.00481601035969216,0.000443554011723893,0.0224848082125973,0.0409249436409953,0.125227397070261,0.0305321927204187,0.334371557428722,0.0135050125438068,0.0644206068666118,0.00696629164582252,0.00157795383772139,0.0228871915101991,0.0482058869554556
DEL,C,1,1,0.000379473437390798,3.46430711754803e-05,0.000609776844431301,0.0284691046378169,0.0245174032789689,0.207530664773411,0.00552378001450349,0.0999049228389008,0.00222438454690028,0.0174609340457103,0.00238699179443297,0.000270202828495849,0.0268886681323638,0.0138568798010948
DEL,C,1,2,0.000361503239088841,3.49404241434582e-06,7.05993397178063e-06,0.0263598923499807,0.00327558722463969,0.174730948585145,0.00811807935246111,0.00183790594789607,0.000575034994547045,0.00544460891190563,0.00188157247907192,0.000109763969123304,0.0233864951524131,0.00271048359208389
DEL,C,1,3,0.00228749721396005,0.00247505138258804,0.00192043679319074,0.0140517980048492,0.00545146187699568,0.0636984429493016,0.00104749305025815,0.0108126202412293,0.00049980220803848,0.00561425988422947,0.00121136142268615,0.000409651457783178,0.0165194816164635,0.00332762866890045
DEL,C,1,4,0.00279794772714808,0.0038578245386605,0.000842170106280564,0.00276229054906744,0.0012671710955209,0.0438058906413407,0.00249584710972184,0.0128794736360142,0.00226665667989923,0.00436875060869596,0.0010065804719049,0.000349017873803534,0.0030087421031294,0.00324828202629829
DEL,C,1,5+,0.0100145007744566,0.014590442156611,0.00409071424346309,0.00256200311903869,0.000856093875526766,0.0222152151953206,0.00133532681018144,0.000276034134208079,0.00227991051457366,0.000927393031894476,0.00231863030389047,0.000651953260776324,0.00186852125777405,0.0289866872817358
DEL,T,1,0,0.00541587471010115,0.00789185369402339,0.00171611830246695,0.1024982281222,0.0347911150077777,0.0377336836263106,0.00403723587210474,0.105702794800455,0.0202777476929775,0.0532557605656847,0.00581005044789312,0.0012208969515749,0.0273302713160117,0.0401495814570941
DEL,T,1,1,0.000137636151467195,2.93680634950585e-06,4.45829203135562e-06,0.106732511525013,0.0105652711430377,0.0135991165313187,0.00041089672750778,0.0445241608270514,0.000793922904692633,0.49615230148391,0.00135406770969473,0.000142728307752715,0.00535170648594755,0.00407446996154671
DEL,T,1,2,0.00505857100246844,0.00702531994753658,0.00128232131356356,0.115395972397462,0.00910103173385592,0.0167522650493027,0.0115147193765633,0.0863645235962343,0.0120247514805422,0.0240933443162053,0.00162161799823961,0.000789514818002812,0.00772820746920426,0.00899327525374827
DEL,T,1,3,0.013661113820866,0.0201949217800326,0.00350187876469601,0.0899123640736877,0.0101735101440063,0.0203277620981087,0.0220907419926685,0.113376058948222,0.0189963375286249,0.0624298146040717,0.000747694778764991,0.000998723335534353,0.00706406600210915,0.0192794578224026
