Signature,NumberOfPostSamples
low confidence hdp.1,3592
low confidence hdp.2,3400
low confidence hdp.3,2997
low confidence hdp.4,2400
low confidence hdp.5,1661
low confidence hdp.6,1400
low confidence hdp.7,1200
low confidence hdp.8,999
low confidence hdp.9,600
low confidence hdp.10,398
low confidence hdp.11,199
low confidence hdp.12,18
