"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.906850883079998
"SBS96C","SBS3",0.931270407866028
"SBS96D","SBS4",0.985428935973117
"SBS96E","SBS7a",0.936440651240151
"SBS96F","SBS1",0.999349550447217
"SBS96G","SBS2",0.998757920213438
"SBS96H","SBS17b",0.99952841713127
"SBS96I","SBS7b",0.984098909164526
"SBS96J","SBS18",0.987376241056549
"SBS96K","SBS44",0.993268854065315
"SBS96L","SBS17a",0.999636212659618
"SBS96M","SBS13",0.998187216334436
"SBS96N","SBS7c",0.995105139694375
"SBS96O","SBS22",0.965231775540387
"SBS96P","SBS7d",0.966892136349794
"SBS96Q","SBS28",0.933268280027971
