Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.737),hdp.1 (ID2 1),hdp.2 (ID1 0.995),hdp.3 (ID5 1),hdp.4 (ID8 1),hdp.5 (ID3 1),hdp.6 (ID6 1),hdp.7 (ID9 0.999),hdp.8 (ID14 0.985),hdp.9 (ID13 1),hdp.10 (ID4 1),hdp.11 (ID11 1),hdp.12 (ID10 0.997)
DEL,C,1,0,0.00602044144228242,0.00480066421645771,0.000895950955788017,0.0230744941448714,0.0412954796412824,0.124690830969125,0.030832526646108,0.331757343090584,0.0129958606721667,0.0624338687394516,0.00718511151856322,0.00158861187432716,0.0233458281036041
DEL,C,1,1,0.00196386696201952,0.000120368540791099,0.000900625970515652,0.0286155648496092,0.0246420923261927,0.205784454436275,0.00571074780575525,0.0992583080081955,0.00211689964323448,0.0174281278483557,0.00243517967578297,0.000258488695502994,0.027449916749207
DEL,C,1,2,0.00103772841441581,7.13784144361349e-05,0.000221324501596659,0.0263097428749928,0.00331265325789439,0.173089116779362,0.00804915388435808,0.00186993965562159,0.000543277828528065,0.00576729739436914,0.00186178591290331,0.000110923303025498,0.0233190872056468
DEL,C,1,3,0.00271682723252654,0.00249670809775378,0.00204842179278999,0.0140192209878034,0.0054746302494249,0.0631144126137838,0.00109263148999795,0.0107565561209145,0.000549953989687652,0.00573435616377327,0.00120071135644522,0.00042143164833246,0.0167874091075848
DEL,C,1,4,0.00245068956397233,0.00380804965547662,0.000962255634303205,0.00288327948028808,0.00132285236832828,0.0433815416644017,0.00248951582963251,0.012822943333328,0.00227663350945609,0.00421415936057264,0.00101257316292317,0.000350139982497623,0.00300962402978439
DEL,C,1,5+,0.00912853465545409,0.0144079390558003,0.00441467815640422,0.00263536236771528,0.000899589199984989,0.0219697295562804,0.00134929219753383,0.000293374165727033,0.00272200334913403,0.00096899296922215,0.00232156858793237,0.000671016111867247,0.00184331331181746
DEL,T,1,0,0.00935388074342566,0.00804994093907089,0.00281425452601919,0.101192886285461,0.0348634895008598,0.0382152399683191,0.0043621251267008,0.1048795876295,0.0195732541870996,0.0540811757572951,0.00596624302906823,0.00120504888463623,0.0253924930650189
DEL,T,1,1,0.00434251710346408,0.000279996433874749,0.000864491256409787,0.105380179197497,0.0107149428928294,0.0140928981100869,0.000468301286144128,0.0443602162661395,0.000767623415271793,0.48153707309719,0.00150814096903093,0.000138333340221547,0.00172845284341044
DEL,T,1,2,0.00855748632444788,0.00721764539630112,0.00237702209451258,0.113804971381907,0.00938825929400302,0.0174066909177149,0.0116198158706129,0.0857887690171317,0.011725739066494,0.0259851686693415,0.00168971566623382,0.000767840488204183,0.00400628519313769
DEL,T,1,3,0.0148416740186685,0.0201298578424636,0.00474691227821704,0.088778201518904,0.0105035256014902,0.0208435573749711,0.02212818366087,0.112520936963054,0.0188569741404471,0.0623858499549007,0.000742661050829033,0.00102352974665849,0.00419485539691183
DEL,T,1,4,0.02744711231637,0.0464324096985079,0.00888451856240619,0.0522936849324357,0.00191776917666258,0.0162729705365756,0.0175665101918481,0.0936516174546489,0.015490408511117,0.0231449430692863,0.00111863756099935,0.00215345200189859,0.00513042469456586
DEL,T,1,5+,0.387226099225536,0.799528157010891,0.0798515965846646,0.0310644822773452,0.0103143791754862,0.00805296814909194,0.0075217673537563,0.00176935503608531,0.0712882431251587,0.00665591002132087,0.00376567281900433,0.00474522707989273,0.0037459128809591
INS,C,1,0,3.49200265093358e-05,2.93661867594065e-06,8.60422140160057e-06,0.000198117074658861,0.00262638067886971,0.00237984531153573,0.00207990823664511,3.06307086185138e-05,0.482447604859961,0.00305663935041805,8.54763280840895e-05,0.000102220573478313,0.000318518414800391
INS,C,1,1,0.000182978431218013,0.00024170032542428,3.14602839806872e-05,0.000956905422931723,0.00190858998223575,0.00188983889687145,0.00179392549701001,2.82273976824532e-05,0.0137137304427603,0.00203847687958164,0.000134894235043098,0.166551602002318,0.000471092684505048
INS,C,1,2,0.000199181107830774,4.47860605367911e-05,3.09399695247849e-05,0.00324306970955521,0.000878099182607204,0.00181641124506229,0.000106648892543385,2.97707426536703e-05,0.000594777182941072,0.00107330743627261,5.48536282173038e-05,0.0952254194447439,0.0005588774840343
INS,C,1,3,0.00023715096076903,0.000450105071827114,0.0006910464866028,0.000216248868455892,1.06375805526571e-05,0.00669604076908193,1.72595089514366e-05,1.33042333238091e-05,0.00178005996805329,0.000362295584069165,0.000328229129819932,0.0379937962789329,0.000918242858755691
INS,C,1,4,0.00231072601252215,0.00288259298083382,0.00184493299232981,6.2830608957393e-05,0.000117305212588434,0.00743981216519128,0.000359805725656585,4.74447643050298e-05,0.00158574598331403,0.000108201826343555,7.27438450684658e-05,0.0121630968798434,0.000714929204473182
INS,C,1,5+,0.0161201346054702,0.00923659541110786,0.0226092380149911,0.000560102225000015,0.0004384257383678,0.00736044697686215,0.000246940476769146,0.000920824765507209,0.00113044099456257,0.00112082976788455,0.000436179665614633,0.00302906111217354,0.00528952332768151
INS,T,1,0,0.0021214388532831,0.00135418753496892,0.00223186597691043,0.00631826535787217,0.00450194311030842,0.018537684492438,0.00633295986278623,0.0127565731482434,0.0344382978107249,0.0397272524350905,0.000550438521530059,0.000815042636319579,0.015351307849728
INS,T,1,1,0.000840947301999193,9.04780707787158e-05,0.000144096069511947,0.0132906534671807,0.00484608184762193,0.0424564303802001,0.00100775368460097,0.0102027647989872,0.00342842823924358,0.00499755701287037,0.00095212561405934,0.318120574966981,0.0405057051265216
INS,T,1,2,0.00131780577774604,0.000749346478010283,0.000412862328546852,0.0296053352876607,0.001210834954499,0.0397217325810586,0.000790661105508374,0.00201781173127744,0.00204077108642923,0.00358304027463465,0.000156639195235965,0.164315248643006,0.00150771145107386
INS,T,1,3,0.00332432383342111,0.00120137016441313,0.00403574954126141,0.0185926310371107,0.0012878207225655,0.024786092838397,0.000960039432578825,0.0016879439753765,0.000891476134579658,0.00952453509253271,0.000372339107070689,0.109063360831315,0.0032052943136039
INS,T,1,4,0.0100067739738965,0.00371791402091071,0.0153370844951475,0.0112735356909937,0.000932516966326715,0.00659700243110848,0.00135228469457386,0.00169073651169029,0.00342191269380841,0.0120517863809767,0.000437966737135932,0.0494848465407277,0.00360108240189352
INS,T,1,5+,0.423376506905883,0.0170927930892497,0.797613731251469,0.00827523803427888,0.0236725057573221,0.0279694280763152,0.0147714081331704,0.0203164928525903,0.155066439212716,0.0194635535519159,0.00554860285054263,0.0109599849452543,0.0159383613266353
DEL,repeats,2,0,0.00132980532370951,0.000248578960377664,0.000789051328511314,0.0278773308407818,0.0092949336593709,0.00702722449887849,0.00187392081540849,0.013700639415216,0.000559068556532706,0.022080477826153,0.0712789719530215,0.00010276035320609,0.00163551109968863
DEL,repeats,2,1,0.00324833972753172,0.0035875199508463,0.00160109228263524,0.0243621257826418,0.0103498123022888,0.0086786854982004,0.00246290379180487,0.00350382165648604,0.00690399843233588,0.00499644218719677,0.229516551486918,0.00170592750906807,0.00640445656244308
DEL,repeats,2,2,0.00125944239998901,0.00184931639710868,0.000534510065382869,0.00473878843205356,0.000161342175452522,0.0118461221575538,0.00231758929964409,0.000329662468151109,0.00283149076368071,0.00317170424566181,0.0552925287628757,0.000114278666616911,0.00448980714996049
DEL,repeats,2,3,0.000122439605338722,0.000739730041815998,0.000367578556877847,5.06069498227069e-05,9.03641305956655e-06,0.00718266966957389,0.000376112578071075,2.56261724412009e-05,0.000642188806006213,4.56161199313315e-06,0.0134981267104047,9.40329427845948e-05,0.000521418443756621
DEL,repeats,2,4,0.000384243108937088,0.000873691103926073,0.000107034747403483,0.000560386078609378,9.95136218166549e-06,0.00350884725510853,2.93309682890814e-05,1.79799039432173e-05,0.000119130542783285,1.48532450642932e-05,0.00293766621364336,6.11235751817916e-05,0.000513546930663118
DEL,repeats,2,5+,0.00535212860918286,5.7867015807896e-05,0.000172917219704779,0.0215722806380099,6.67393383310759e-05,0.000202724560949506,2.55604913948841e-05,2.79397908578775e-05,1.52907037727151e-05,0.000942492363059258,0.00155598849403297,0.00449144201077731,0.000742886164034884
DEL,repeats,3,0,0.000808625398243603,6.57529929757178e-05,0.000254503366499635,0.0170395728346387,0.0112006581468454,0.000678138659163261,0.00103831362024512,0.00215658828522685,0.00119774116970789,0.00349881124989403,0.00493251344352916,0.000132737140701001,0.000927740953299388
DEL,repeats,3,1,0.00510359739781957,0.00500723283415721,0.00501044575864956,0.00578954918901117,0.00144757088990506,0.000487825897865211,0.00528810525618445,0.00448677197757241,0.00481000773736626,0.00149273373165458,0.0966863133886418,0.000695444521999768,0.0409796045345755
DEL,repeats,3,2,0.00163331974547904,0.00227637790293545,0.000783068838294924,0.000678997405494464,3.78382904687013e-05,3.37476768322581e-05,0.000732359721846368,0.000536149314705395,0.00112317375520439,0.000674821394701736,0.021919821801142,0.000361256161145043,0.00354849248514147
DEL,repeats,3,3,0.000203171108227335,0.000407081448181926,0.000292506803797953,0.000127714685628074,3.05646209534171e-06,1.14475472168882e-06,2.70947545334169e-06,2.93397404708419e-05,0.000450549867134916,6.28445908795336e-06,0.00406654578620241,4.9349689693021e-05,0.00117263023332009
DEL,repeats,3,4,0.00144224298067119,1.50553158370061e-05,4.59751201990456e-05,0.0057583279501173,9.30776126024953e-06,5.18051242096255e-05,4.81196085330041e-06,1.38110561104654e-05,1.21558840501765e-05,0.000200271694493216,0.00017391075827119,0.000684474455458891,0.000658394716102698
DEL,repeats,3,5+,0.00207818569197388,2.29960775283652e-05,6.89541938614594e-05,0.00843339193479068,1.24936116675992e-05,7.08515133754937e-05,9.62471648306513e-06,1.85675475305774e-05,1.5155581022822e-05,0.000308770455009157,0.000521735660705183,0.00122717122567111,0.000605639955855695
DEL,repeats,4,0,0.00047753900030421,4.70173264068467e-05,0.000171612215144715,0.0108013685491262,0.00677143537931522,0.000202535537147803,0.00239531360029524,0.000842086610613773,0.000124864707244561,0.00232385660846999,0.00733032127274819,9.74252098467715e-05,0.000777322475846404
DEL,repeats,4,1,0.00154967147268331,0.00210516475413546,0.000963495383215027,0.00284835037035474,0.00175903790526992,0.000748883975846812,0.00283399667453098,0.00461472519403557,0.000604664979173108,0.000199040292046938,0.0632089136173496,0.000450410143297705,0.000810286804870697
DEL,repeats,4,2,2.14106280824869e-05,0.000517030000665235,5.58784655510572e-05,1.45388970407965e-06,2.35486091102942e-06,7.61080612543545e-06,0.000352111543310492,3.12560675893885e-05,0.000713665786719423,1.54687103455081e-06,0.0155864048494219,1.00108376956907e-05,0.000338403777271069
DEL,repeats,4,3,0.000857167965146303,1.56701805506728e-05,3.15135183583629e-05,0.00376764616204232,1.02349591528687e-05,4.08641886227417e-05,3.1470620387637e-05,1.70785383642334e-05,9.21163797596725e-06,0.000201973145194591,0.00395744945374859,3.27946156637769e-05,0.000573685785915995
DEL,repeats,4,4,0.00112463122815561,1.17374501623982e-05,3.61730906637631e-05,0.00452998345358241,9.10143065308338e-06,4.84483415261537e-05,4.82125292976715e-06,1.2924229462276e-05,9.82327388470982e-06,0.000224839252114359,0.000227202515500967,0.000119931546621727,0.000515431528243453
DEL,repeats,4,5+,0.00041702692501731,0.000202362216269823,3.31550777794319e-05,0.0010807860497237,3.72789237072912e-06,7.00368201924906e-06,1.34414934490732e-06,9.8637819923066e-06,1.89655834811077e-05,0.000114995553947351,0.000250934434385849,3.41171763292773e-05,0.000481951286532209
DEL,repeats,5+,0,0.000817815818200696,0.000112508692406017,0.000903508419274123,0.0185992427522999,0.238002995558306,0.00195498399096304,0.0206490037501989,0.000353717111613759,0.00644805231859406,0.0196777101393226,0.00351299651383023,0.000904705158116284,0.000933410587459171
