Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.737),hdp.1 (ID2 1),hdp.2 (ID1 0.995),hdp.3 (ID5 1),hdp.4 (ID8 1),hdp.5 (ID3 1),hdp.6 (ID6 1),hdp.7 (ID9 0.999),hdp.8 (ID14 0.985),hdp.9 (ID13 1),hdp.10 (ID4 1),hdp.11 (ID11 1),hdp.12 (ID10 0.997)
DEL,repeats,5+,1,0.00142740005455812,0.00293262949122271,0.000412997650139751,4.19542805522046e-05,2.00800835016233e-05,1.12709523530794e-05,0.00771695807360929,6.45405323035615e-05,0.000562418921086685,0.00349956113772829,0.0162283678240838,0.000140041435785831,0.0279969824694433
DEL,repeats,5+,2,0.000108784182157312,0.000393190678048658,9.8753694791327e-05,4.12721298214457e-05,5.28185642359491e-06,6.12375060942105e-07,0.000265434281853377,1.4660587142327e-05,9.27614252028975e-05,5.77151580762945e-06,0.00194296371611049,1.96788663390078e-05,0.00166152186708927
DEL,repeats,5+,3,9.32603574180268e-06,0.000147056247586444,1.75534561655219e-05,9.76740047163394e-08,1.77918005432381e-07,4.88785326264594e-09,4.86001903413933e-07,2.59044237139625e-07,2.56130178389268e-05,2.6972401707797e-06,0.000667668034515716,0,8.56347178770093e-07
DEL,repeats,5+,4,2.03340550270839e-06,7.65836298895514e-05,7.09279146978055e-06,1.95251016199356e-08,1.42375555892103e-08,2.4247597063131e-09,0,1.44083401343667e-08,0,3.32763778221143e-06,3.99982963030649e-05,0,2.2065873462317e-07
DEL,repeats,5+,5+,8.79903064851977e-05,2.17145879009966e-05,1.64213308861178e-05,4.38176586612313e-05,1.19560657037738e-06,4.9875466188892e-07,3.77288818907662e-08,3.18358486190688e-06,2.72817456549708e-05,8.24252458535649e-06,4.01568885484298e-05,1.14056647710113e-05,0.000453504431927218
INS,repeats,2,0,0.000446112437867773,0.000348657129366167,0.000369606134788048,0.00654268455500079,0.00211170105801947,0.00261358201214844,0.00217773204512119,0.00050888080273804,0.0255320815722468,0.0104178641921199,0.000285838176982326,9.65136239771934e-05,0.0248541001316955
INS,repeats,2,1,0.000745006258382601,0.000306957687885194,0.000174474301195555,0.0184358792490245,0.00136932194990059,0.00240723222918614,0.000101262593513383,0.00137425591024066,7.96000103675236e-05,0.00239356299546291,0.00034171251541617,6.25047252938271e-05,0.0380042349351863
INS,repeats,2,2,0.000437703902689997,0.00104916661449224,0.000298243534021349,0.00742096733345085,2.84065339580118e-05,0.00105576163152989,0.000769301854170863,5.00792798550552e-05,0.00134742206296334,0.00122412039815775,8.81760828500948e-05,0.000236821722290779,0.0279101125292949
INS,repeats,2,3,0.000112361717798067,0.000396425820432016,0.000386655550515947,0.00110536799846973,9.26638993984561e-06,0.00103275662028964,0.000411401959886591,1.66699664990316e-05,0.000884013176721205,0.000872620294883103,7.26474894495831e-05,0.000108127180713491,0.000492372138997737
INS,repeats,2,4,0.00219029963965596,0.00197119310188912,0.00275534126869592,5.30037921870483e-06,8.73662992291342e-06,0.000137863039269992,2.25708369158663e-05,2.0446332505612e-05,0.00302552577217559,6.3954123647049e-05,5.14333591387614e-05,0.000293324792036963,0.00170612262087812
INS,repeats,2,5+,0.0156435570524388,0.0136778577324886,0.0174644449528739,0.0011477572636388,0.00176482091400618,0.00011156858880463,0.000789252564256181,0.000726755108453248,0.000624253911005223,0.000925260878305507,0.000376021676742785,0.00086506649252806,0.00529299895608436
INS,repeats,3,0,0.000403907736091497,6.34768982332827e-05,4.19435297809661e-05,0.00399216073433865,2.70592933150298e-05,0.000111328418224013,0.00131502029872969,2.91197762813581e-05,0.00706040415763331,0.000345719083966268,3.64395772455924e-05,4.17280316980314e-05,0.0189009141696168
INS,repeats,3,1,0.00059213447593592,0.00124270662627367,0.000327352566813546,0.0064520397027469,0.000191681772825895,0.00033305224429556,0.000209591984760061,7.7314366747539e-05,0.00277950740567653,0.00392085708307344,0.000204132082186176,0.000145009819914558,0.0516217015893614
INS,repeats,3,2,6.97551842817049e-05,0.000200409471479616,4.59908031796214e-05,0.000656079542223539,4.78140528772098e-06,2.20173237818007e-05,0.000648464527925654,1.76260043490969e-05,0.00020081273994206,0.00013575962498244,0.000338843795577204,4.2907461409463e-05,0.00679659746698838
INS,repeats,3,3,4.40761441979542e-06,1.33314201712164e-05,8.12382081742075e-05,9.26595832648381e-08,1.14871527042168e-08,9.76828310285626e-09,1.8153278842789e-05,3.41330361035424e-08,0.000208466370972702,0,7.81307578576378e-08,5.9900840200568e-08,0
INS,repeats,3,4,4.66452859267113e-06,0.000136350263541374,4.96685449291804e-05,2.94154601828038e-09,0,2.46823383060018e-09,4.75797796381102e-07,9.41731283536422e-07,0.000531070025475808,0,6.223531035239e-07,0,1.48098657834613e-06
INS,repeats,3,5+,0.00134868713778143,0.00186453031174959,0.00108918510373273,2.07939490909475e-06,2.71681172887549e-06,2.32302194297949e-06,5.10478327281592e-06,7.60373142650873e-06,0.00243564205200814,2.56992034489362e-06,4.32070783769086e-05,8.71520050711137e-05,0.000519028612592187
INS,repeats,4,0,0.000205231873390732,1.9643560171186e-05,2.43070032324911e-05,0.00255427047259067,5.72819691187917e-05,3.4172669191755e-05,0.00152887540862323,2.23024077375776e-05,0.00636498040623019,0.00157588773039749,6.12228317873088e-05,4.17626354406595e-05,0.0161265180007075
INS,repeats,4,1,0.000974333902300825,0.00120491832630108,0.000721221312680805,0.00376915631154052,0.00106095256602814,0.000276549629555152,0.000555558912265857,9.9617670699057e-05,0.00139627346858263,0.00266579135101511,0.00126680016270253,0.000301111536621318,0.0723551368997377
INS,repeats,4,2,1.02104986397142e-05,1.71347045984482e-05,3.99862946909495e-05,5.42573378135998e-06,1.50533666449557e-06,5.22684251612185e-07,0.000251991536574569,2.3989652992355e-06,2.06668828365001e-05,3.44731513984655e-06,4.91422616316738e-05,8.74503527151841e-06,0.00215129655677009
INS,repeats,4,3,6.2460691940531e-06,0.000137423104849155,8.18788041499884e-05,2.78127845882825e-07,6.73101264196306e-08,2.44925150873893e-09,2.01977031865676e-05,7.03690256063938e-07,0.000892585127634255,0,5.98618960600219e-07,5.09758203697074e-08,2.10023862381388e-06
INS,repeats,4,4,1.78733183586197e-05,0.000250897655904622,0.000194562270652247,3.16840224923993e-07,7.28103848193149e-08,0,2.24103172477052e-07,2.52798521975517e-06,0.00199820428444096,3.09676845431311e-06,4.295236539198e-05,0,0.000205451249659624
INS,repeats,4,5+,0.00184988558921098,0.00217954947414541,0.000995780784090364,0.000386480191566944,0.000522078167641339,2.59383568824566e-05,1.69125691689989e-05,2.93209611228578e-05,0.00034697484972438,8.71266782739758e-05,9.48632208832399e-05,0.000183270467994014,0.0163124973435257
INS,repeats,5+,0,0.000404228898422236,1.26492439426091e-05,3.97848865616747e-05,0.00477082565101708,2.37783699126219e-05,0.000121496539654557,0.00872924724243417,3.62044207855377e-05,0.00281864684825339,0.00264748686084274,7.5818395479667e-05,0.000130525870670363,0.0472068759908406
INS,repeats,5+,1,0.000810370023806313,0.000168661521354193,0.00135257578112929,0.0048177623558555,0.00987510839088997,0.000784845227947203,0.00549961136257116,0.00110986973563387,0.0278744177484833,0.0132056361328818,0.00204894649264518,0.00136885307715172,0.265807146800258
INS,repeats,5+,2,1.80236968615397e-05,2.17474480781949e-05,0.000136734700643924,7.85777821118961e-07,1.10668771189529e-06,2.4772070416116e-07,0.00127328905933132,6.33506943957183e-06,0.000543936667887294,2.6014682112237e-06,0.00010286399982387,4.32925664476588e-06,0.00706757787967555
INS,repeats,5+,3,1.386871988573e-05,0.000107792180948847,0.000121356219070621,1.87118399556551e-07,1.58332250626716e-08,0,0,1.2791345222619e-06,2.2929977797838e-05,2.26845844637818e-09,5.78229486382523e-07,0,0.00197994840416023
INS,repeats,5+,4,6.72512781692854e-06,1.86458360433251e-05,0.000130761641949636,1.09064182025964e-07,1.62898286310028e-09,0,1.94015095471493e-07,9.77178702740325e-07,6.72782115868668e-05,0,3.99256331351662e-07,0,0.00196434452329345
INS,repeats,5+,5+,0.000104015674597786,0.000118191069552596,7.41698389079052e-05,8.17323089278711e-05,1.63822128794064e-06,7.60039627133769e-07,3.27772431542504e-08,2.94176638197256e-06,2.13126660252052e-05,1.10581710290116e-05,8.49015001387284e-05,1.0511224003285e-05,0.00160408243077658
DEL,MH,2,1,0.00143464286976596,0.000265055150160146,0.00125156251128859,0.0284785323582564,0.00534074280261359,0.00707715830198768,0.000614991290075346,0.00417517816216935,0.00272228069502381,0.00938305403120257,0.18808185835538,0.000282154801870116,0.00146692284616318
DEL,MH,3,1,0.000708862673175648,4.10800202719246e-05,0.000188475829926559,0.013086824049775,0.00938779610064229,0.000429151657221218,0.00096392537687696,0.00248487574404307,0.00172385491752624,0.00166311228022762,0.00694034750578236,0.000106056495984971,0.000936789545327884
DEL,MH,3,2,0.00256125375231688,0.00293157256328544,0.00167778517396009,0.00892835782426159,0.00445887285655832,0.00040213601219161,0.00449115511293521,0.00145628961144734,0.00334984118053181,0.00067996377154557,0.049093457442994,0.00060949055267258,0.0183216896341408
DEL,MH,4,1,0.000432789975893768,0.000166341536494365,0.000154683659785326,0.00874532130201711,0.00588337745629153,0.000162533913982479,0.00283183099243442,0.00144155505649887,6.78419938192979e-05,0.00161874222229371,0.0110211179399571,9.45263988805576e-05,0.000773766854325472
DEL,MH,4,2,0.000371389895299045,0.000557594647730083,0.000186807851732835,0.00623643672976971,0.00125705988990733,0.000297281793144302,0.00888242885906116,0.00310802000985219,0.0010477848410049,0.000310390259810072,0.0294789433306711,9.6564373456616e-05,0.000771816738551692
DEL,MH,4,3,0.00020719496298639,0.000698770609585867,0.000193819530959595,0.00366673469656885,0.000963099848737323,0.000195614913741388,0.00492898872785098,0.00192038546777814,0.00240712867309882,0.000345739883708633,0.0492314941179022,0.00065786549139986,0.000704900163044843
DEL,MH,5+,1,0.000461909668060219,0.000652575076047885,0.00101484609995496,0.00896151538315601,0.28052278300725,0.00142079846559497,0.0725002412426979,0.000235012715324238,0.00711032754871796,0.0116552528432888,0.000452446853722726,0.000126745134905291,0.00106380035521652
DEL,MH,5+,2,0.000363649583585238,0.000140763889380312,0.000465580276022833,0.00779440125153444,0.123440722325181,0.00170819366041663,0.253103416744283,0.000203226877781356,0.00481560126112504,0.00709963006158463,0.000259530042869638,0.000118691454610608,0.000793298376706579
DEL,MH,5+,3,0.000327637609459735,7.66215258712954e-05,0.00021384551531425,0.00723281020357712,0.0458782770454108,0.00086668838869325,0.216474204743243,0.000184574596522953,0.0015806306196393,0.00234865104681623,0.00083442976090944,0.00014578781926508,0.000799471019786379
DEL,MH,5+,4,0.000143994497697328,0.000452566183683975,0.000132456155116926,0.00238061545612528,0.0164752242962341,0.000604134001585511,0.120377669495853,0.000195999255738366,0.000185787750584519,0.00050485884242696,0.00342840241498926,0.000121898606365719,0.00046769992642802
DEL,MH,5+,5+,0.00154097952106819,0.00234695516829156,0.000773416038915577,0.000950640736994564,0.0130607503138752,0.000406591784903532,0.0990641932327944,0.00016799698317377,0.00114808287891305,0.0127859963976053,0.000197190538659413,0.000813026116267677,0.0399392478102974
