Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID1 0.973),hdp.2 (ID2 1),hdp.3 (ID5 1),hdp.4 (ID4 1),hdp.5 (ID3 1),hdp.6 (ID11 0.999),hdp.7 (ID14 0.99),hdp.8 (ID8 1),hdp.9 (ID6 1),hdp.10 (ID9 1),hdp.11 (ID13 1),hdp.12 (ID12 0.998),hdp.13 (ID10 0.997)
INS,T,1,1,2.29641235074779e-05,4.78989897099073e-06,0.0133602919092741,0.0009451927894763,0.0424890441350934,0.318121651171112,0.00340584862198381,0.00484836328486623,0.00100827670735397,0.0102494006002127,0.00496598247875315,0.00276151718054609,0.0404939084739581
INS,T,1,2,0.000196997784712927,0.000641892168870919,0.0297528633332214,0.000150274403214822,0.0397382216539906,0.164285520890517,0.00202381731614434,0.00117972217834414,0.000791743588031577,0.00200332773795917,0.0035160665016028,0.00282042669881248,0.00132502421206761
INS,T,1,3,0.00358922487958937,0.00116189160830857,0.0186633593768049,0.000387919195173343,0.024808033906603,0.10910397498767,0.000947967803863888,0.00130436769292136,0.000953594617822254,0.00165461909194984,0.00949145324741853,0.00252407156298701,0.00319758640653965
INS,T,1,4,0.0140030891787066,0.00378671434654984,0.0112235945223551,0.000434952828874826,0.00659277444787498,0.0494630744501034,0.00360815411411095,0.000944044490580955,0.00135783072482866,0.00159634278023549,0.0120214083462092,0.00265881578886829,0.00351827457812575
INS,T,1,5+,0.710988886852229,0.0237220422264772,0.00209534682958166,0.00579758669814651,0.0279734802252187,0.0107777296607629,0.168055072998055,0.0243971675137114,0.0146266823084816,0.015802498943988,0.0187654380048102,0.0119242067015862,0.0158549205826477
DEL,repeats,2,0,0.000460760103615676,0.000179080065966764,0.0280171053444233,0.0713007008688884,0.00701775468778219,0.00010472675898745,0.000564744002096586,0.00931860977095246,0.00187597505452468,0.0137446867423562,0.0220508662568678,0.00811110943137279,0.00146201936611302
DEL,repeats,2,1,0.00166960442785415,0.003512681735119,0.0244808632916276,0.229477831821231,0.00865800209657018,0.00172539300167679,0.00684058799704572,0.0103315931552993,0.00246873988124246,0.00350399073072396,0.00492137383474097,0.00374818999067307,0.00629071124165857
DEL,repeats,2,2,0.000671393388428705,0.00182685891867925,0.00473492393354913,0.0552813228785321,0.0118592883259673,0.000120419294405806,0.00279667505551815,0.000155998248708017,0.00231975566971967,0.000324740733021281,0.00317260479131193,0.00228153195640071,0.00459254675540589
DEL,repeats,2,3,0.000360271978932085,0.000734127137207789,5.80268404614407e-05,0.0134901790441051,0.00718590459642855,9.79579270703233e-05,0.000635024771563674,9.07008580628037e-06,0.000381211274316515,2.3922471400327e-05,3.26272959352785e-06,9.9579269370797e-05,0.000486233204261324
DEL,repeats,2,4,0.000142819288766391,0.000868792084142256,0.00060872469086559,0.00292841287707369,0.00348405726147316,6.4747553244722e-05,0.000115472728709057,9.95212783416385e-06,3.03129248216631e-05,1.79847706053112e-05,1.18625069327602e-05,0.0147834956070096,0.000510578062007681
DEL,repeats,2,5+,2.93584471490534e-06,7.14802912352301e-07,0.021663687808072,0.00156623666116153,0.000200712445445545,0.00448295681642416,1.46961643261896e-05,6.1716661370007e-05,2.59350345912111e-05,3.0324686203116e-05,0.000891286973532651,0.238505495921194,0.000665278567141347
DEL,repeats,3,0,7.28176447860476e-05,2.06272906738018e-05,0.0171341665416129,0.00493511091075018,0.000683134938364833,0.000140155382973158,0.00119423137932029,0.0112052270395315,0.00104116752728545,0.00216336796083299,0.00345254050819239,0.00845191372951641,0.000869775372210743
DEL,repeats,3,1,0.00502915805621469,0.00500580641092433,0.00579797330276864,0.0966662893610431,0.000489041844161791,0.000687353332468343,0.00479097966487228,0.00144572930008288,0.00529204103911337,0.00448876042720343,0.00148178701125931,0.00249474004552383,0.041118686050485
DEL,repeats,3,2,0.00100092794278137,0.00226280236022651,0.000734414745586943,0.0219172179615661,3.48783158374695e-05,0.000360776206039796,0.00110236279713651,3.65349363616614e-05,0.000739307086818188,0.000527122417516702,0.00067309463290057,0.00364121622110147,0.00361609664288838
DEL,repeats,3,3,0.000273510947759866,0.000401615267974201,0.000144672442746648,0.00406121822242229,1.27467236764421e-06,4.84085563511342e-05,0.000438878627488599,2.90893190201422e-06,2.78684559235786e-06,3.11880763697382e-05,5.19659912081754e-06,0.00512981127263621,0.00115306098962289
DEL,repeats,3,4,1.69149856375241e-06,3.92880621847476e-07,0.00576994469415368,0.000176750951678655,5.09247761693337e-05,0.000684628053700211,1.29807758621771e-05,8.86312622431889e-06,5.10292323008978e-06,1.46725837672753e-05,0.000186515773849884,0.0651420138411898,0.000600211401891994
DEL,repeats,3,5+,2.14041663247271e-06,4.68917481874689e-07,0.00846669433153964,0.000519891017906454,6.94087678709035e-05,0.00122728809715358,1.57193784977059e-05,1.23929368722176e-05,9.7577357867923e-06,1.82069294785941e-05,0.000281469848013845,0.0923710284139421,0.000566349917935698
DEL,repeats,4,0,5.5850351585944e-05,1.78467962190033e-05,0.0108600475669776,0.00732508585887102,0.000200729838635746,0.000101583181617698,0.000124781971367558,0.0067753048212005,0.00239755825601761,0.000847490659986551,0.00231779124528838,0.00271673937377457,0.000707992726641773
DEL,repeats,4,1,0.00108777460827545,0.00209360990746811,0.00283070288526009,0.0632020977600351,0.000740788394400795,0.000449290725285664,0.00059800849418235,0.00176700777049625,0.00283546560042038,0.00465920677366444,0.000190037793212433,0.00206528390608393,0.000801388453632341
DEL,repeats,4,2,7.24047019607892e-05,0.000518557419431713,2.00631126403522e-06,0.0155792609018188,7.73748489833155e-06,9.39270496365289e-06,0.000709057326326323,2.2798404743059e-06,0.000352753729080731,3.19454361650208e-05,1.42609372962144e-06,4.92966680053451e-07,0.000360303894646079
DEL,repeats,4,3,2.66547862140369e-06,6.08238452121212e-06,0.00377139032842246,0.00396612920902155,4.00391238444812e-05,3.61131126065413e-05,9.57006195712281e-06,9.87000101592517e-06,3.11638316059603e-05,1.6949712218425e-05,0.000195331625996634,0.0380570277001264,0.000564579382826872
DEL,repeats,4,4,1.51603648674521e-06,2.94554663704678e-07,0.00453560414225078,0.000225350522181062,4.75604362360193e-05,0.000121205188748244,1.01619211347646e-05,9.04052015171445e-06,5.22879701474913e-06,1.37334576211248e-05,0.000212001797396679,0.0507949580682542,0.000472732874056526
DEL,repeats,4,5+,3.53969910822823e-05,0.000198339962792247,0.00115417195970153,0.000250905278059955,7.39956006012567e-06,3.47441353648753e-05,1.78560904441076e-05,3.64807326616239e-06,1.48279318328707e-06,9.57807687767417e-06,0.000109636357334837,0.0179693749379684,0.000424043158563813
DEL,repeats,5+,0,1.65795109745669e-05,3.67771529609547e-05,0.0191236851690494,0.00352587884926701,0.00194728939541989,0.000904171440974797,0.00640086672259234,0.237905124757314,0.0206827646330987,0.000413811294011819,0.0197448078736277,0.00537177575142911,0.000809355861622058
DEL,repeats,5+,1,0.000707676738883643,0.00291723581461372,4.78957023387132e-05,0.0162229941982153,1.16285900206139e-05,0.000128924699305416,0.000524527672551402,1.7376392202941e-05,0.00772279221214564,6.35828793466267e-05,0.00352663255969045,0.00170640416300502,0.0282756670048389
DEL,repeats,5+,2,0.000103436549698357,0.000392358944095378,4.42143203328137e-05,0.00193886298417267,5.16826223138395e-07,1.59967525831713e-05,8.98020908177814e-05,4.1720423665252e-06,0.000266039278828909,1.3985910886219e-05,4.61319714051786e-06,0.00274763195239125,0.00166806538940264
DEL,repeats,5+,3,2.10746507511778e-05,0.000147778554419457,6.39419995329928e-08,0.0006639238857871,0,0,2.51289362710615e-05,1.98746900137618e-07,4.70767954625945e-07,3.78679897641309e-07,2.58209394984489e-06,0.000322400208754957,2.21316888603243e-07
DEL,repeats,5+,4,9.08452144867079e-06,7.70167339228517e-05,1.36269835070313e-08,3.96815048914757e-05,0,0,0,9.8552181886422e-09,0,5.04906530188412e-09,3.75970165082017e-06,0,0
DEL,repeats,5+,5+,1.40228409116092e-05,2.10534638725814e-05,4.38778386631401e-05,3.97814583043006e-05,4.37314496501719e-07,9.34200210285045e-06,2.66236314823941e-05,8.72186809694835e-07,4.78320381705505e-08,3.30208870743221e-06,6.32018811991322e-06,0.00285822081094991,0.000461224395849157
INS,repeats,2,0,0.000280845703992797,0.000330982385678087,0.00656544082096664,0.000287743663653301,0.00261829879547263,0.000100670530123254,0.0253617375581044,0.00211162504011669,0.00217934849788355,0.000503512988165092,0.010418198096865,0.00773546882117206,0.0250674573876463
INS,repeats,2,1,3.7093345200367e-05,0.000259192022052616,0.0185301283590567,0.000335188216940842,0.00239809603803527,6.30109802622382e-05,7.66909053062934e-05,0.00133367054166892,0.000100550496661577,0.0013760773064408,0.00235813241185207,0.00267352262815655,0.0381585726654167
INS,repeats,2,2,0.000276506383368849,0.00102550997760848,0.0074425405661672,8.51158839877609e-05,0.00105398508562266,0.000228606523643023,0.00132487175339535,2.63085049545804e-05,0.000771352034916764,4.95616250032945e-05,0.00121813253112536,0.00123397776128713,0.027972684184341
INS,repeats,2,3,0.000345471807913282,0.000390940906030455,0.00114820229269595,7.41321145117829e-05,0.0010479521333641,0.000118048935663292,0.000885220699522375,9.03887761534967e-06,0.000421483332980425,1.62983827944819e-05,0.00086679489410044,5.2336629199008e-05,0.000474060775388146
INS,repeats,2,4,0.0026846746140423,0.00198780087837885,6.28413585574249e-06,4.96213165001717e-05,0.000135803544353985,0.000249584832300034,0.00304461389339262,8.79249716063362e-06,2.22595200791583e-05,1.90248780574994e-05,6.61945172832621e-05,0.000797948732779852,0.0017953226003495
INS,repeats,2,5+,0.0171761230878962,0.0137470441857418,0.00102627852657004,0.000383065901683957,0.000108061405982158,0.000857714944764557,0.000633439792748973,0.00177791092688562,0.000780885715366862,0.000648809940357411,0.000919960100490343,0.0357658828934646,0.00527376013852667
INS,repeats,3,0,1.12957850329917e-05,5.38404450601228e-05,0.00398663272583402,3.7260411114162e-05,0.000109534857666394,4.28819445236677e-05,0.00701124407043626,2.49928333263966e-05,0.00131568818172471,3.03852749867386e-05,0.000337822157814644,0.0138562252818291,0.0189152905182533
INS,repeats,3,1,0.000344200314799271,0.00122025293138964,0.0064645969500966,0.000202283495688032,0.000326109892575955,0.000144782019021381,0.00274639711995305,0.000181298236334627,0.000212429633942494,7.74072201431854e-05,0.00391672321344379,0.00186070273386175,0.0517817337433893
INS,repeats,3,2,4.65921337163868e-05,0.000197355997859613,0.000723984862056562,0.00033830898460793,2.18756637909155e-05,4.45551389301483e-05,0.000194200030846898,4.23117367565705e-06,0.00064724803566973,1.76868757525001e-05,0.000129515239626529,6.54824073337667e-05,0.00683050313296188
INS,repeats,3,3,6.80534631580257e-05,1.34755937240066e-05,8.90995075459736e-08,7.77415433082367e-08,4.96948291479226e-09,2.53514304012224e-08,0.00020652875846252,8.2126818238685e-09,1.83272230464004e-05,2.52453265094206e-08,0,2.71131674029398e-06,4.42633777206485e-07
INS,repeats,3,4,4.81094944452227e-05,0.000136790452259198,2.09645900108173e-09,6.88567955015811e-07,2.48474145739613e-09,0,0.000523514489891371,1.6425363647737e-09,4.05313586603086e-07,6.6142755454682e-07,0,0,2.43448577463567e-06
INS,repeats,3,5+,0.00119662885307355,0.00185991717794069,3.72226295642061e-06,4.3479734578821e-05,2.46734826719436e-06,7.6776806970102e-05,0.00241028129612144,2.94835277476879e-06,5.54599895209067e-06,6.74555124331718e-06,2.31200044044689e-06,0.0026459986551869,0.000510135428230474
INS,repeats,4,0,5.16741334461576e-06,1.29709854710987e-05,0.00255411285632937,6.12936539311655e-05,3.15487622845587e-05,4.31481345428805e-05,0.00632881037559233,5.31426215458883e-05,0.00152790383023328,2.38214900942893e-05,0.00157661144053876,0.00590902727157403,0.0161083284200984
INS,repeats,4,1,0.000751906866124393,0.00119420431134507,0.00374393090842629,0.00127202934347889,0.000270856696787837,0.000315257712754401,0.00139969679756535,0.00105701157160463,0.000556802686440606,9.59069954092888e-05,0.00266852387285225,0.00264402678846668,0.0725945952645268
INS,repeats,4,2,3.41853095693647e-05,1.69845749045574e-05,5.62899241790445e-06,4.92103969141139e-05,4.497382037887e-07,7.77021341797466e-06,2.0253621689131e-05,1.10871204622225e-06,0.000251352325634857,1.85300696579147e-06,3.24112211277601e-06,6.57288906737934e-07,0.00218329110607099
INS,repeats,4,3,7.46126549398835e-05,0.000138239666847435,3.41722817176322e-07,7.88521367840687e-07,7.45422437218839e-09,6.3378576003056e-08,0.000882482096886846,4.76335545784373e-08,2.01171482642563e-05,5.85691575018558e-07,0,2.13618894689829e-06,1.32790133161946e-06
INS,repeats,4,4,0.000176109852096527,0.000251181207333682,4.68558586741767e-07,4.20137511907228e-05,0,1.26757152006112e-08,0.0019746027207967,1.08407400075064e-07,2.71887374864182e-07,2.39325695309307e-06,3.66246798743689e-06,0,0.000204496805069396
INS,repeats,4,5+,0.00117181763255667,0.00217115621907657,0.000413512910979864,9.70103401139211e-05,2.50760107880417e-05,0.000182010594565576,0.000346107209271123,0.000513364885591832,1.67386958839995e-05,2.99308591095691e-05,8.58249135463088e-05,0.0145004505715456,0.0164084341210444
INS,repeats,5+,0,2.57918217849826e-06,5.91507521510401e-07,0.00476618004079625,7.71196109617709e-05,0.000123879270099941,0.000136555479856184,0.0027973271037647,2.22251595517529e-05,0.00873406975052589,3.93423168322811e-05,0.0026414929144317,0.0124022200590114,0.0474859729356003
INS,repeats,5+,1,0.00113283304894388,0.000166931096791358,0.00480984613710028,0.00205365392583466,0.000778698094816288,0.00136554212284664,0.0277199452781049,0.00985453982112355,0.00549790257897234,0.0011115769715363,0.0132405456251896,0.00452107958388354,0.267361645960259
INS,repeats,5+,2,0.000114028720767199,2.24530217359023e-05,9.66467599498678e-07,0.000102163493841781,2.58413111569198e-07,3.54920025617113e-06,0.000529924625730576,9.64168846122162e-07,0.00127333165318684,5.80642509716674e-06,2.74415005548369e-06,0.000442848400914683,0.00713105146768508
INS,repeats,5+,3,0.000105917075841104,0.000108480194107099,3.10275932160096e-07,4.99767064124379e-07,9.93896582958452e-09,1.26757152006112e-08,2.2731405026038e-05,1.80679000125107e-08,2.51747569318687e-09,1.12089249701827e-06,0,0.000320346180921401,0.00197547454767254
INS,repeats,5+,4,0.000108669513026458,1.9277671675879e-05,1.47800359576262e-07,4.22025520816142e-07,1.24237072869807e-08,0,6.57966838330907e-05,1.6425363647737e-09,1.93845628375389e-07,7.27065403471313e-07,0,0,0.00197304006189791
INS,repeats,5+,5+,6.74376905858873e-05,0.000117038220291795,8.51445376404329e-05,8.48160237492863e-05,8.17479939483327e-07,1.09391422181275e-05,2.10160165620255e-05,1.42572156462357e-06,3.27271840114293e-08,2.9890466587154e-06,9.72336633832803e-06,0.00280415879837071,0.00159635871749519
DEL,MH,2,1,0.000887377052701871,0.000198672183210362,0.0286004408685563,0.188045987188105,0.00705275724069252,0.000290311905239598,0.00272669523139562,0.00532219560523069,0.000619784893332755,0.00418736657213807,0.00932643691691673,0.00344920569922065,0.00130023672054405
DEL,MH,3,1,4.76844127341335e-05,5.96783548532697e-06,0.0131742133530266,0.00694888342486771,0.000427017727902269,0.000107921039218004,0.00172203935612744,0.00938931603384687,0.000959437678906141,0.00249551567265213,0.00162634105748912,0.0102827098181216,0.000903858173055643
DEL,MH,3,2,0.00177643324437465,0.00290384232377011,0.00897098706195485,0.0491380639610329,0.000393786795651053,0.000623936729319685,0.00332448303232529,0.00445389832164764,0.0044871033609738,0.00144644612955316,0.000656845807375186,0.00646920174234143,0.018470886205938
DEL,MH,4,1,6.46978337003938e-05,0.000142828117513938,0.00881105030122133,0.0110143330084329,0.000157547516847659,9.76790613359099e-05,6.63684799877616e-05,0.00588956215888719,0.00282880435973621,0.00145071763879855,0.00160798550259043,0.0035339138070765,0.000745395280815721
DEL,MH,4,2,0.000147389027514107,0.000540062449146497,0.00624717947647142,0.0294629232144111,0.000294374774682092,0.000105690113342696,0.0010454038749221,0.00122653939234929,0.00888839604546963,0.00310443799712466,0.000298863870019076,0.00468835961064834,0.000745173963927118
DEL,MH,4,3,0.000184744131234386,0.000686237458133803,0.00365380937711729,0.0492068430149912,0.000193218465210038,0.000662154010649527,0.00237202111131592,0.000934235263410526,0.004933056557692,0.00193316592652418,0.000349771094670411,0.000693604118835205,0.000669926221802015
DEL,MH,5+,1,9.1338494665464e-05,0.000598018477424493,0.00951814294487667,0.000458208656258747,0.00142821696600401,0.000132233060972776,0.0070504572488329,0.280382923582899,0.0725638905687655,0.000312163511354288,0.0117529570053484,0.00323624409343756,0.00101938558890654
DEL,MH,5+,2,2.4112682814076e-05,0.000107016872494739,0.00805325060370682,0.000252138036818128,0.00170281816816814,0.000122548814559509,0.00477988481316937,0.123380602250314,0.2530919063738,0.000235771153336781,0.007102843483966,0.00263309936039216,0.000735657337717178
DEL,MH,5+,3,1.58937742786407e-05,5.27182312910755e-05,0.00734860557593523,0.00084666093630049,0.000868737671007951,0.000145656643370223,0.00156118406945819,0.0458542704911508,0.216456953095292,0.000194964607566953,0.00235126123297298,0.00229853930686256,0.000761994047460964
DEL,MH,5+,4,8.00842025513117e-05,0.000444682178710988,0.00243511469873947,0.00341468623046672,0.000605886811195845,0.000119798184360976,0.000183014895540617,0.0164708093438776,0.120363866168888,0.000205921079272042,0.000507332844312829,0.00107409223472313,0.000455470156745473
DEL,MH,5+,5+,0.000923625531448422,0.00233342691937839,0.000983301117047864,0.000195742100115382,0.000411898076134014,0.000839195724856464,0.00113308931681645,0.0130811530389123,0.0990489935989379,0.000170678603464891,0.0128397484647237,0.00917961471038865,0.0403608970239075
