"ex.sig","gt.sig","sim"
"ID83A","ID1",0.999884122335606
"ID83B","ID5",0.957931134158418
"ID83C","ID2",0.999949537011483
"ID83D","ID8",0.990625902987021
"ID83E","ID3",0.978848835290875
"ID83F","ID6",0.997796958209015
"ID83G","ID9",0.993818612282962
"ID83H","ID13",0.970438357665727
"ID83I","ID4",0.990062715995503
"ID83J","ID14",0.983164861564602
