"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.914795569380112
"SBS96C","SBS3",0.935160692526499
"SBS96D","SBS4",0.986374114174156
"SBS96E","SBS7a",0.938735882450605
"SBS96F","SBS1",0.99956391256187
"SBS96G","SBS17b",0.999495401236259
"SBS96H","SBS2",0.999088446977791
"SBS96I","SBS7b",0.986232199844976
"SBS96J","SBS18",0.987722698141722
"SBS96K","SBS44",0.99289014331328
"SBS96L","SBS17a",0.999636238223887
"SBS96M","SBS13",0.998619833448619
"SBS96N","SBS7c",0.993750395714935
"SBS96O","SBS22",0.958523138693847
"SBS96P","SBS7d",0.96334114884974
"SBS96Q","SBS28",0.947097901605891
