Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID1 1),W.2 (ID11 0.998),W.3 (ID6 0.99),W.4 (False Positive) (ID5 0.781),W.5 (ID12 0.908),W.6 (False Positive) (ID14 0.888),W.7 (ID8 0.982),W.8 (ID4 0.997),W.9 (False Positive) (ID5 0.351),W.10 (ID13 0.978),W.11 (ID9 0.931),W.12 (False Positive) (ID5 0.255),W.13 (False Positive) (ID5 0.38),W.14 (ID3 0.973),W.15 (ID2 0.999)
DEL,T,1,4,0.000527619201880911,0,6.77598541794895e-20,0.00760463764087993,0,4.49010892735307e-284,1.9795938412599e-101,3.32949531204053e-162,6.73041389109973e-53,1.17636577666918e-55,0.0273904028128659,0.895930262131952,3.19977854434879e-71,1.53719236287752e-44,0.0280524528008694
DEL,T,1,5+,1.53929280577012e-47,5.91886646400548e-180,2.69077612676642e-89,0.010866116777826,0,6.11917666357631e-270,4.31868664572453e-78,1.70495043474746e-189,1.00749962661867e-08,8.42958594882331e-63,2.32265143199086e-120,1.47196320445327e-56,5.8166010279868e-115,3.21964228864371e-33,0.886117112546007
INS,C,1,0,0,0,0,0,0,0.736144425672261,0,0,0,0,0,0,0,0,0
INS,C,1,1,0,0.171345678132135,0.00120844535676309,0,0,0.022334754300579,0,0,0.00102263383778794,0,0,1.77242893448561e-302,0,0,0.000185526541294161
INS,C,1,2,0,0.101808144440184,0,0.0037243586116077,0,0.000233250336473452,2.74967040402161e-05,0,2.79873585190191e-05,0.000506342147390705,0,1.03111143138148e-247,1.24836178862409e-306,0.000670692772145667,1.44765895327485e-05
INS,C,1,3,0.000701966719223932,0.0389679311118804,0,0,0,0.00173841708189755,0,0.000242332172914969,0.00467395421580345,0,0,1.29044001080013e-193,0,0.00699758372265515,0.000272683455063739
INS,C,1,4,0.00159916587380348,0.0104496519636729,0.000200764662785232,0,0,0.00218411828795363,3.82491548032379e-05,0,0.0202197847644083,0,0,0.00493778056348426,0,0.00664361136989492,0.00159144258468954
INS,C,1,5+,0.0209085687155205,0,0,0,0,0,0,0,0.12618334818987,0,0,5.87172676810117e-116,0,0.00696107421834982,0.00632595896050876
INS,T,1,0,0.00218081082086767,0.000320412098864316,0.00696624113863027,3.84147928991302e-226,0,0.044572030455555,0.00185641673033016,0.000912049091303515,0.0130352731728856,0.0437567108591603,0.0148730171290603,8.07019088392046e-101,2.31349316344154e-116,0.021917493838282,0.000800925391019755
INS,T,1,1,0,0.322004983760627,6.833531586916e-281,0.0135587739686503,0,0,0.00173571957634855,4.26811137441716e-182,0,3.9384530997582e-34,0.00774987009992988,0,0,0.0520861272757537,0
INS,T,1,2,2.60521493822558e-05,0.170023271827242,0,0.0471944110026621,0,0.00141456004581516,0,0,0.00227171824805905,2.18052633713289e-235,0,0.00561931635140907,0,0.044006677812154,0.000407385365231337
INS,T,1,3,0.00352725730297571,0.120768202961539,7.38155835953723e-05,0.0276166173766899,0,0,0,9.50594415091097e-05,0.0111523821341275,0.00664786354553673,0,6.76032934207778e-168,9.26603364494484e-176,0.0284696947202023,0.000700414716784047
INS,T,1,4,0.0147360986409111,0.0581774606708931,0.000777574984326554,0.0135766761132221,0,0.00319110175467323,8.60048402204473e-70,0.000426910943870537,0.0455553074129983,0.0184443664243653,9.96989275367222e-261,1.08643181712729e-230,8.57983297360491e-127,0.0073400760789691,0.0018583432283048
INS,T,1,5+,0.921575945295035,1.70460470978016e-195,2.02396431686285e-33,3.36985968097724e-18,0,6.27927876695377e-244,0.0020255580940121,5.10644071954404e-94,2.36072242589251e-31,1.06094096131646e-67,7.75424815423137e-49,1.15776359591797e-65,8.45676829182817e-97,7.30417398275908e-37,0.00189091207737875
DEL,repeats,2,0,0.000170826881608859,0,0.000647838765182838,0.0416593716227199,0,0,0.00721000010992915,0.0746209896000768,0.000509776927341806,0.0263397428482253,0.0139829679669458,1.68458495948456e-223,8.72273134469418e-80,0.00565793418888198,6.37142785062332e-05
DEL,repeats,2,1,0.000462474353844789,0.000876959909103072,0.000822885475103052,0.0287909008379039,0,0.00496480365471422,0.00640930536035776,0.236674401046098,0.0243916828399055,0.00299580403042269,5.59432530903944e-198,0.00184504601398334,2.66946684131751e-179,0.00867890345206395,0.00177252922472999
DEL,repeats,2,2,0.000279556950278335,0.000585020268736457,0.00164549941016367,0.00246190778336073,0,0.00428494886700384,0,0.0526192801873601,0.00910333171457072,0.0024083946802046,0,2.99915913490129e-102,7.12079691236393e-198,0.0149761589605281,0.00138746364978257
DEL,repeats,2,3,0.00029282866287353,0,0.000209893648281742,0,0,0.000263269843877397,0,0.0101559923331227,0.00529328935875689,0,0,0,0,0.00811456849902241,0.000478235280072976
DEL,repeats,2,4,2.32594161177662e-30,0,0.00024178478684427,0.000662485546695236,0.00810528609556067,1.59655002545931e-30,6.51536568021535e-11,0.00341057575253935,0.00753517278205983,0,0.000117180492721243,0.000291222629046989,1.36354480731937e-237,0.00327323852067414,0.000503233902948429
DEL,repeats,2,5+,0,0,0,0.0242841304832666,0.38675942858129,0,0,0,0,0,0,0,0,0,0
DEL,repeats,3,0,7.7514831392214e-05,0.000522605291420957,0.000602124676744733,0.0303442967431845,7.84634697218386e-142,0.0014356693660612,0.0132040554870565,0.00486145756762302,0,0.00452799510760067,0.00227858178370134,0,2.47910511069569e-61,0.000340873960779156,1.93154003114606e-06
DEL,repeats,3,1,0.00355258347535928,6.89659141946018e-270,0.00498308575402094,0.00367581405375609,0,0.00392290874549368,3.55448688990166e-242,0.103963603804098,0.038241718835584,0.000135679346182325,0.00060871518405176,1.4507539474181e-117,4.66016947950187e-90,2.64827612533297e-249,0.00374325293921615
DEL,repeats,3,2,0.000326771583150974,9.24752903617336e-26,0.00031370747188673,2.73690158025631e-169,0,0.00181278141744178,0.000227076278555443,0.0191985817607705,0.0133057086700578,0.000121335192160947,4.64888629770211e-112,0.00549592773216793,1.26378052252238e-147,0,0.00164887710889574
DEL,repeats,3,3,0.000249223746676437,3.89913720915829e-05,0,0.000702682162343336,0.0062404404862941,0.000604370588597838,0.000185159576118024,0.00456041695492318,0.00215023911441709,0,0,0.000258347865312775,0,3.18607139381683e-234,0.000329474902227593
DEL,repeats,3,4,0,0,0,0.00759408538813288,0.0861031866302151,0,0,0,0,0,0,0,0,0,0
DEL,repeats,3,5+,0,0,0,0.0110760818702383,0.112546601667011,0,0,0,0,3.37835268833144e-21,0,0,0,0,0
DEL,repeats,4,0,2.40268257692281e-05,1.65047698892274e-30,0.00145610621542835,0.0196208678178078,0,0,0.00829165879064081,0.00884980793758907,4.46140878735006e-54,0.00123897786277775,0.00169785051072375,0,1.14426765767086e-75,2.01922547245076e-197,4.38187598127938e-06
DEL,repeats,4,1,0.000336461148311351,0.000474743722422071,0.00244242067091633,1.20743641052896e-79,7.69244779110413e-197,9.97933276095308e-167,4.68391556363886e-05,0.0695245361204811,0.0112621109340583,0,0.00179270729361137,0.00620771813909796,1.24659742134324e-152,0.000141170087151759,0.00139775830321817
DEL,repeats,4,2,0,1.01486552539981e-132,0.000530714633439796,0,0,0.000442845846336978,0,0.012641068202964,0.00372145745871527,0,0.000138551411016662,3.1229646770598e-105,0,0,0.000325185818535637
DEL,repeats,4,3,0,0,0.00016126233981022,0.00521355094104817,0.0385268065436197,6.39280699200697e-05,0,0.00380669210693022,1.32760943263899e-08,0,0,1.2288167733946e-247,0,0,1.83817274327918e-06
DEL,repeats,4,4,0,0,0,0.00556745411583882,0.070612031314358,0,0,0.000355534235533266,0,0,0,0,0,0,0
DEL,repeats,4,5+,3.02239633406667e-200,0,0,0.00178244728975428,0.0324686235469605,0,0,0.000116597170183272,0.00200682178647373,0,0,0,0,0,0.000139939149581546
DEL,repeats,5+,0,0,0,4.43771327042655e-34,0.0162754921287677,0,0.0024114819538262,0.330383847515565,0.00133546696707585,0,0.00857611387202273,1.11486703038916e-203,0,0,0.00127379186016856,0
DEL,repeats,5+,1,1.24893287948663e-116,0.000178029091389962,0.00839619181897121,0,0,0,0,0.0101186056157971,0.0190512229910113,0.00107254404733845,0,0,0,0,0.00222594863026686
DEL,repeats,5+,2,6.41463712654768e-05,0,0.000487082237807898,0.000549981507382204,0.00138461625630789,0.000100202542225677,0.000447925087471314,0.00309271739406278,0.00281416610532581,0,0,0.000722091093028778,5.87758902824377e-262,0,0.000235944056140463
DEL,repeats,5+,3,2.35105918974189e-05,1.42097500211906e-05,0.000108547880005393,0.000390359719968383,0.000991161566377406,0.000116885147557059,0,0.00146765468387906,0.000762523267416671,1.61507696711478e-185,0,4.61218103043542e-05,2.32281618122281e-235,0,9.73118708066348e-05
DEL,repeats,5+,4,1.01773577227323e-91,0,7.43082323956977e-05,0.000104436634828646,0.000271856923015841,0,7.61973383738394e-05,0,0.000592130078415486,5.0851382217548e-05,0,2.24535829404819e-71,0,3.49558898511936e-05,5.76616652931855e-05
DEL,repeats,5+,5+,3.17563841537597e-06,0,3.46064313347774e-05,0.000980092528680533,0.00444246268886816,0.000115673024098885,0,0.000384225012961319,0.000313654327475654,0,8.2219482495362e-151,0,0.000367777522148421,0,1.06513564934332e-05
INS,repeats,2,0,0.000345390488863988,0,0.00221401402579911,0.0095048049298867,0.00733679436200516,0.033232547091323,0.00195555076046915,0,0.00340479293013448,0.0118413646414718,4.6571186923069e-40,7.84771882773504e-38,3.2307340432251e-238,0.00296331420010266,0.000196704784359594
INS,repeats,2,1,0,0,0,0.0340545566247482,0.0100657743354279,0,0.00187224536882674,0,0.00115293913501996,0.00132481558003079,0.00195727318686146,0.000344647559926703,7.81356821094527e-261,0.0023132679867226,0.00020196292138093
INS,repeats,2,2,3.10785224581908e-06,5.23533763087756e-161,0.000664690946208361,0.0120164158844451,0.00758155093214962,0.0009978108937172,0.000133119066311932,0.000377723014116027,0.00785502696711068,2.14160529760502e-99,7.21527869700113e-165,0.002418649532422,0.000939317639963021,0.000935563515834408,0.000712098002740964
INS,repeats,2,3,0.00055467192544426,0.000143982579005273,0.000512272580657294,0.00168900277842032,0,0.0016458744161765,2.17012709124833e-05,6.94775311300308e-280,0.00270175175180119,0.000267107940167712,1.14018815667124e-11,1.23007354976634e-82,0.00141665546308614,0.00144331542802108,0.000277248211714406
INS,repeats,2,4,0.00207120601825965,0.000294784247544944,6.17780557061589e-58,0,0,0.00264166771269871,1.66890566698535e-308,1.99501173132599e-05,0.0224890130413515,0,1.69948552966717e-236,1.14962935529834e-49,0,0.000175054235286434,0.00143932372299739
INS,repeats,2,5+,0.0144772245365063,1.6688053938804e-308,0.000271421820885745,0.000201168638167554,8.41613779258613e-186,0,0.000728194585896578,0,0.129508949433548,4.05293188037634e-80,3.09950873106973e-206,8.02618380143539e-164,2.61804122281869e-206,0,0.00790862772284097
INS,repeats,3,0,3.61549094323007e-06,0,0.000948542196326991,0.00617341847207794,0.0155767648690583,0.0102870117462566,0.000725195241134194,0,0.000496909689359215,9.03581841572474e-08,0,0,2.18925727516725e-222,0.000261868701404233,2.82844355059782e-05
INS,repeats,3,1,0.00018654804297078,1.25031730256981e-109,5.4499365019198e-05,0.00905656620563514,0.00725378016987453,0.00310265332333472,0.00061664730629234,0.000179215307141666,0.00515527463651386,0.00481120965604416,0.000455265933811584,8.73457843659662e-114,0.00284781142261844,7.11204857323164e-221,0.000899362101036389
INS,repeats,3,2,3.23625047194285e-06,0,0.000904053611737787,0.00184094026076787,0.000750341342474925,5.65837820391514e-05,0.000109039758893922,0.000906052434021047,0.0017155496770232,0.000625860410046042,7.03804817824262e-227,0,6.91535677843865e-05,2.04578987470882e-272,0.000169422137031861
INS,repeats,3,3,0.000173695526196427,0.000122233530624556,0.00031551111887437,1.9160690768013e-05,4.47337141385057e-163,0.00069389306833109,0,0,0.000245302820093715,0,0,0,0,0,0
INS,repeats,3,4,9.34404374316114e-05,4.1747821899917e-05,0.000230278406743467,2.19272402596725e-05,0,0.000697547488237055,7.15810995021883e-05,0.000167662770085479,0.00116746367364663,0,0,6.51103464177262e-152,0,2.61688818474009e-05,5.7497421246044e-05
INS,repeats,3,5+,0.00106143539627564,1.09489801541013e-109,0,0,0,0.00262132450964236,0,0,0.0117909735422795,0,0,0,0,0,0.00143395779625437
INS,repeats,4,0,0,0,0.00163202249362711,0.00394048564934837,0.0101109505999323,0.00880700730983321,0.000653130708120816,0,8.46069162705557e-05,0.000801894791848808,7.61260104222219e-245,0,0,0,7.30697892106416e-06
INS,repeats,4,1,0.000500624554025159,0.000140540558720141,0.000491311712243563,0.00509006747843948,0.0197317614554351,0.000625282658965529,0.000813416810982629,0.000971411059195049,0.00733346636918086,0.00361558769849132,0.00114793414028285,0.000950284621577817,3.67205850293261e-87,0,0.000942672535916383
INS,repeats,4,2,5.83765193208999e-05,1.07976157324696e-05,0.00051218272331743,0.000708360557752433,0.00169766977462211,0,4.07082084858041e-05,0.000278869936091536,0.000123449723545154,5.22548802254467e-05,0,9.30576643098512e-175,2.10353397656447e-92,0,1.2152216214719e-05
INS,repeats,4,3,9.1002881952852e-05,0,0.000353143519128081,0,0,0.00089563761147402,0,7.35348084580253e-05,0.00124227023244571,0,0.000166951141292357,1.50610501041179e-06,0,5.80477779755422e-05,9.05922253290391e-05
INS,repeats,4,4,0.000230218816898792,0,4.16547551048799e-05,0,0,0.00228067769007163,0.000147591287983479,0.000334855440312506,0.00304637323712232,0,0,4.44461936322049e-206,0,0,0.000142140329035792
INS,repeats,4,5+,0.000602679504456452,0,0.000182654205303947,0.000870353338908827,0.00499325271671868,0.000140944187335476,0.000562287313526142,9.38463614208375e-05,0.0153077842626092,0,0,9.38164796900785e-224,1.00885504822343e-157,0,0.00183881232889189
INS,repeats,5+,0,0,0.000551800256939136,0.00925744220793012,0.00612709219543463,0.0377398476146996,0.00319239613656734,0,0,0,0.00282697514205102,0,0,0,9.43316076342665e-05,0
INS,repeats,5+,1,0.00141808935392099,0,0.00646092487600863,0.00117385735999602,0.108146384707984,0.0421306554682123,0.0106412380904313,0.00187961938285562,0.00105665426811258,0.0162926957855698,0.0012639383274565,0.00189335348182121,7.37934286517343e-164,1.87973127168766e-113,4.48596153484159e-05
INS,repeats,5+,2,0.000191164684354947,0.000801963183231335,0.00130078739602799,0.000388102091082202,0.00323099516502417,0.000851571905899947,3.61217144545746e-276,0.000151510785702229,0.000405976406749895,0,4.04269264935134e-05,8.31256394347348e-64,0.000117056702191374,3.791051774149e-05,0
INS,repeats,5+,3,0.000206514519796831,0,0,0.000232387028065137,0.000304294889530504,0,6.24918220152961e-83,0,0.000843620138402465,0,0,0.000383131796107937,0.000204129689675503,1.50415991885669e-05,6.2354646306367e-05
INS,repeats,5+,4,0.000203397666990533,9.57661229962186e-05,9.19481815150342e-06,0.000216258947773587,0.00180775788753188,0.000439572870810297,1.00196731659002e-45,6.21090422393506e-05,0.000480797374066041,0,0,0,0,0,0
INS,repeats,5+,5+,5.46991481835433e-05,3.97732634615539e-05,4.93732348555625e-05,0.000699488410405768,0.00540862612757401,0.000289081454661784,0.000290869629366632,5.42801507776494e-05,0.00133088013513889,0,2.24079521139242e-05,0,0,5.17302360914601e-06,7.03137964677497e-05
DEL,MH,2,1,4.34738599811179e-286,0,0,0.0399528721465369,0,0,7.28146398091211e-243,0.213763252047962,3.45551750447046e-230,0.00915841968156855,2.80962040827028e-200,7.87503429220032e-212,7.675490157066e-166,0.00671298554386719,2.299162444584e-16
DEL,MH,3,1,2.21165159239286e-05,0,0.00028713801488567,0.022239620066131,0.00981095075007947,0.00119206803144177,0.0121746037338843,0.00739361976401923,0,6.72479637920772e-278,0.00361308459488856,0,0,1.08694173713864e-230,0
DEL,MH,3,2,0.000868652306537751,0.000700339969058573,0.00450524524573082,0.0122799270775819,8.88729807946082e-111,0.00327563058820319,0.00267902026458682,0.0591462100500815,0.0182685382498675,0.000160138056755482,1.19575233174995e-51,0.00168106335496622,6.33774767186288e-184,1.16793428125733e-25,0.00188131666275559
DEL,MH,4,1,5.67587214284889e-282,0,0.00251909691035614,0.0150730422941709,1.66881118389124e-308,0,0.00686679829052022,0.0116346186731431,0.000261824046973093,0.000708033888590113,0.00170580930911939,0.0014661370388802,1.13914114078021e-42,0,8.82855826312763e-05
DEL,MH,4,2,3.65409357145452e-276,0,0.00963161081141161,0.00909366116332892,0,0.000887092404813816,0.000204137013809887,0.0328874991996322,0.00218750045371946,0,0.00147465555098063,0.00487061195144803,2.94761192406243e-38,0,0.000283436107786906
DEL,MH,4,3,2.12691476607601e-05,0.000499974478562367,0.00534580908042554,0.00230625768127926,0,0.00366458114413973,6.52459907771662e-05,0.0394512205833903,0.00200031131284314,3.76380030342589e-20,1.47773878737873e-149,0.00235949857709712,0.00418391684223549,0,0.000425455390520185
DEL,MH,5+,1,0,0,0.0519270142432751,3.25888461478288e-233,0,0,0.394319595086035,0,0.00248995194754721,1.44748598340755e-272,0,0,0,1.49016145118716e-278,0.000403782023921396
DEL,MH,5+,2,0,0,0.322250795632279,0.00295217387501617,0,0.00141021030332797,0.113408970860531,0,0.000334248321605616,5.5846893515833e-53,0,4.99702110598173e-08,6.57225775620768e-261,0.00226474483341389,3.13051229454655e-246
DEL,MH,5+,3,0,0,0.249472385824512,0.00657302173074244,0,9.63337891568824e-05,0.024664962923193,1.05128323111012e-244,0,1.02839663585745e-209,0,0,0,0.000976835729567867,1.99488787623378e-274
DEL,MH,5+,4,4.71137754203157e-272,0,0.141105940136457,0.000743255135768033,0,0,0.00202303423032192,0.00348016387824859,0.00230292821480786,0,1.35703992378662e-136,0.00107868200408157,1.66880539388066e-308,0.000655066951013676,0.000253035350194656
DEL,MH,5+,5+,0.000518395638036758,0,0.113052935932982,0,1.00858142456621e-170,0,2.09064932213149e-130,0,0.0217190518732348,0.00648130242920943,0,5.62061975182467e-261,0,0,0.00130435988163322
