Signature,NumberOfPostSamples
low confidence hdp.1,2797
low confidence hdp.2,2529
low confidence hdp.3,1992
low confidence hdp.4,1990
low confidence hdp.5,1540
low confidence hdp.6,1218
low confidence hdp.7,1181
low confidence hdp.8,800
low confidence hdp.9,600
low confidence hdp.10,509
low confidence hdp.11,398
low confidence hdp.12,202
low confidence hdp.13,48
low confidence hdp.14,34
low confidence hdp.15,28
low confidence hdp.16,4
low confidence hdp.17,2
low confidence hdp.18,2
