Signature,NumberOfPostSamples
low confidence hdp.1,3000
low confidence hdp.2,2820
low confidence hdp.3,2598
low confidence hdp.4,1991
low confidence hdp.5,1336
low confidence hdp.6,1200
low confidence hdp.7,1196
low confidence hdp.8,1184
low confidence hdp.9,993
low confidence hdp.10,861
low confidence hdp.11,800
low confidence hdp.12,800
low confidence hdp.13,598
low confidence hdp.14,449
low confidence hdp.15,395
low confidence hdp.16,58
low confidence hdp.17,2
low confidence hdp.18,2
