Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0503326428885227,0.00497487477334167,0.000803760121571459,0.0229835883170722,0.0412585259050824,0.124657500148783,0.0308130216120543,0.322328261838733,0.0127937395338953,0.0613770004397151,0.00721421649174502,0.00160688198016285,0.0234734189976649
DEL,C,1,1,0.0170206357373968,0.000564595768508019,0.000758158857400771,0.0283491069408864,0.0246214510639589,0.205916187464656,0.00570958444027393,0.0969695885555679,0.00209856270825754,0.017587757408174,0.00244330324112641,0.000253256177573019,0.0271430003368412
DEL,C,1,2,0.0040534331507333,0.000403565105977842,0.000151784382109716,0.026058791072165,0.00330041865975273,0.173230659984138,0.00804466783176077,0.00242137891876698,0.000542069274006941,0.0061293587647708,0.00186991077125174,0.000111052146562615,0.0233403703309398
DEL,C,1,3,0.00462300512996166,0.00261734379740216,0.00200410180966974,0.0139040078569829,0.00546575124984147,0.0631501322715777,0.00108971555211592,0.0108204750933451,0.000557590852375247,0.00586632731538022,0.00121196946647873,0.00041002237017133,0.016675259164779
DEL,C,1,4,0.00386169176360977,0.00363651779616546,0.000965983007423518,0.00285939971799264,0.00131847256150203,0.0433744637665471,0.00249165544206716,0.0124933102624315,0.00222733152310789,0.00416892345912001,0.00101631446822347,0.000360068496010119,0.00299227679660995
DEL,C,1,5+,0.020887152495585,0.0136312361321419,0.00446349351308171,0.00264380880790279,0.000910116347547977,0.021973438634799,0.00134460034199422,0.00035179765477563,0.00268813420304802,0.000984457807348444,0.00232581150979704,0.000661119952651489,0.0017897618934718
DEL,T,1,0,0.0405003421162944,0.00892517902824645,0.00245475952501766,0.100270575374161,0.0348084519034414,0.0382625152782789,0.00437347833925665,0.104237505913127,0.019308427528146,0.0545603272752458,0.00594435699832954,0.00123543106762128,0.025023759646924
DEL,T,1,1,0.0112736784410329,0.00162775198983304,0.000524146596167955,0.105366644888021,0.0107014901445408,0.0139936871553169,0.000477869699070797,0.0453362410788261,0.000754027970810317,0.47242795364833,0.00168527761235244,0.000139728013111445,0.00131204583603917
DEL,T,1,2,0.0188357052081673,0.00827005014766569,0.00208465925237203,0.1126525825812,0.00932300274509228,0.0174890394194259,0.0116437095040271,0.085950381906012,0.0115530242425328,0.0273121316283172,0.00167206999747861,0.000764007031169525,0.00361709948478512
DEL,T,1,3,0.0260769285860975,0.0200551590387311,0.00459193074652436,0.0880349995522953,0.0104559615067799,0.0208797195146395,0.0221078348024358,0.111242113307613,0.0185451373429611,0.0624365679188456,0.000794022698406964,0.00104838888255162,0.00378434382576408
DEL,T,1,4,0.0364244124238477,0.044162889432456,0.00898831703877242,0.0518049341804419,0.00187657439285141,0.0163333202447463,0.0175909455517276,0.0920475773315147,0.0150720487197359,0.0235063706022466,0.00115203303243353,0.00217145541299923,0.00500718107364078
DEL,T,1,5+,0.034603617111686,0.744375914060431,0.0835835990431177,0.0308929048887995,0.0103218010323708,0.0081160046017353,0.00749278767571784,0.00232189220597958,0.0651108364066023,0.00703476336161631,0.00379010989509344,0.00473892741559537,0.0036657984823738
INS,C,1,0,0.000424851637773326,8.29252732388815e-06,6.24454168828606e-06,0.000202282867899697,0.0025696731371517,0.0023774122120846,0.00208593293830588,5.44955446137428e-05,0.476243115797918,0.00300532498366518,8.7952365885031e-05,9.77973237238373e-05,0.000338234672744173
INS,C,1,1,0.000612601699942415,0.000203589094355654,3.08195451968239e-05,0.000965361080319885,0.00189620819092888,0.00191678458287249,0.00179517939601443,6.26943208554022e-05,0.0135208537127321,0.00284368516323755,0.000134986321317117,0.166439355366727,0.000452633732707408
INS,C,1,2,0.000988903367298052,6.8116267724433e-05,1.97032336629964e-05,0.00321233959621901,0.000854260654829228,0.00182760502421464,0.000110368514807398,0.000109024135458344,0.000589508844780919,0.00158869781165923,5.61503428975037e-05,0.095193852835334,0.00054095346516142
INS,C,1,3,0.00153168952338265,0.000435574181332178,0.000681108656158743,0.000228202559821748,1.04978705420401e-05,0.0066549229675967,1.70376090053689e-05,2.39490707153046e-05,0.0017753376763912,0.000540627548667386,0.000320650256450651,0.0379913393911878,0.000926657456269942
