Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00219081,1.28e-06,0.00254259,0.03019744,0.08747028,0.00498325,0.02245496,0.37112745,0.01097279,0.00340143
DEL,C,1,1,0,1.179e-05,0.00501801,0.01963962,0.23188853,0.00481193,0.00121593,0.09380146,0.00046186,9.629e-05
DEL,C,1,2,0,0,0.00538626,0.00022467,0.2112517,0.00728972,0.00374122,0,0.00122758,0
DEL,C,1,3,0.00212597,0.00182586,0.00847565,0.00490826,0.07526629,0.00584487,2.682e-05,0.01031407,0.00140073,0.00051964
DEL,C,1,4,0.00323612,0.00049523,0.00447317,0.00057676,0.04421917,0.00114919,0.00166848,0.01377576,0.00276796,0.00134872
DEL,C,1,5+,0.01403929,0.00179763,0.01392454,0.00125433,0.02613593,0.00205262,0.00101432,0.00024945,0.00485796,0.00346088
DEL,T,1,0,0.00520743,0.00088394,0.11244051,0.0355782,0.02409845,0.07021772,0.00041446,0.11651486,0.00605297,0.01654474
DEL,T,1,1,0,1e-08,0.00645511,0.01318968,0.00380039,0.38350535,1.278e-05,0.00816356,0.0090811,9.2e-07
DEL,T,1,2,0.00619171,5.292e-05,0.12911219,0.00575353,0.00337803,0.06636078,0.00781813,0.08896064,0.0021706,0.00594482
DEL,T,1,3,0.01748119,0.00107838,0.10748641,0.00491685,0.00336677,0.07595341,0.01939079,0.11520182,0.00689583,0.01328296
DEL,T,1,4,0.03892914,0.00237384,0.11774282,0.00419107,0.00291547,0.03169392,0.01373603,0.10445236,0.01202905,0.00972624
DEL,T,1,5+,0.84508438,0.00042067,0.01204795,0.00049443,0.00088411,0.00207848,8.443e-05,0.01021297,0.00075911,0.06033227
INS,C,1,0,1e-08,2e-08,3e-08,1.3e-07,1.4e-07,6e-08,2e-08,2.3e-07,9e-08,0.52703285
INS,C,1,1,0.0001969,7.1e-06,0.00800218,0.0021411,0.0046913,0.00282786,0.00137601,0,1.679e-05,0.01394951
INS,C,1,2,5.13e-06,3.3e-07,0.00578956,0.00171384,0.00375665,0.00332333,1.67e-05,2.19e-06,4.677e-05,0.00043179
INS,C,1,3,0.00033261,0.00071226,0.00195053,0.00013159,0.00851324,0.0003927,0,1.697e-05,0.00084521,0.00069096
INS,C,1,4,0.00245533,0.00122081,0.00416299,0.00036049,0.00821182,0.00049133,0.00023501,9.279e-05,0.00093289,0.00070544
INS,C,1,5+,0.00670919,0.01992732,0.02861266,0.00362507,0.00817751,0.00333713,1.354e-05,0.00064636,0.00704077,0.00255644
INS,T,1,0,0.00093783,0.00227211,0.00191777,0.00399306,0.01733345,0.02278907,0.00633423,0.01380356,0.0046117,0.03796545
INS,T,1,1,0,1e-08,0.01172598,0.00474965,0.06445713,0.01069962,0.00020499,0.00419833,0.00019035,0.00280967
INS,T,1,2,0.00044508,8.27e-06,0.03232097,0.00067932,0.05486132,0.01545516,0,4.564e-05,0.00012825,0.00126748
INS,T,1,3,0.00087139,0.00335571,0.02497859,0.00119517,0.03093729,0.01632922,5.086e-05,0.00015846,0.00116384,0.00019898
INS,T,1,4,0.00292276,0.01413498,0.02462866,0.00237307,0.00818174,0.01367419,0.00040285,0.0021827,0.00397767,0.00472559
INS,T,1,5+,0.0021744,0.91925925,0.04075009,0.01007292,0.00195209,0.00542335,0.00660584,0.01338253,0.01785373,0.16530204
DEL,repeats,2,0,3.596e-05,0.00012935,0.01557881,0.00791587,0.00877742,0.0275305,0.00017039,0.01224116,0.0865391,0.0017928
DEL,repeats,2,1,0.00273288,6.595e-05,0.01531827,0.00783913,0.01190384,0.01211948,0.00054508,0.0004258,0.191074,0.00863639
DEL,repeats,2,2,0.00157549,0.00040726,0.00269869,0.00022205,0.01320932,0.00297891,0.00164964,4.311e-05,0.0437084,0.00280522
DEL,repeats,2,3,0.00091234,0.00011738,0.00024628,2.29e-06,0.006166,0.00018234,0.00037942,7.64e-06,0.00981673,0.00031076
DEL,repeats,2,4,0.00088374,1.049e-05,0.00068239,0.00024868,0.00326893,0.00029698,0.00011906,0.00017205,0.00321005,0.00036903
DEL,repeats,2,5+,0,1e-08,0.01758682,0.00044376,0.00077046,0.01705953,6.92e-06,2.86e-06,0.00103973,1e-08
DEL,repeats,3,0,3.5e-07,1.52e-05,0.01183097,0.01427334,0.00177704,0.01460995,0.00084098,0.0008118,0.0043753,0.00146039
DEL,repeats,3,1,0.00365367,0.00344517,0.0121943,0.00138427,6.37e-06,0.00242224,0.00400077,0.00137383,0.09815649,0.00590001
DEL,repeats,3,2,0.00191262,0.00049182,0.00235911,0.00028317,8.5e-07,0.00101448,0.00050729,0.00052938,0.01405467,0.00168311
DEL,repeats,3,3,0.00041026,0.0002521,0.00142416,0.0003792,2.531e-05,0.00032239,0.00012606,0.00019294,0.00366184,0.00037284
DEL,repeats,3,4,0,1e-08,0.00521117,0.00010299,1.233e-05,0.00363834,1.5e-07,8.73e-06,0.00048335,8.51e-06
DEL,repeats,3,5+,0,1e-08,0.00818841,0.00014456,0.0002011,0.00518683,3.933e-05,9.56e-06,0.00036677,2.025e-05
DEL,repeats,4,0,2.2e-06,4.756e-05,0.00565875,0.00765412,0.00058914,0.01194732,0.00241285,0.00035504,0.00573173,0.00034046
DEL,repeats,4,1,0.00173858,0.00036748,0.00302902,0.00058479,0.00104033,0.00087356,0.00257387,0.00230374,0.05436842,0.0011049
DEL,repeats,4,2,0.00047517,0,5.542e-05,3.77e-06,0,0.00011121,0.00051511,4.076e-05,0.01026531,0.00061578
DEL,repeats,4,3,0,1e-08,0.0029458,5.39e-05,4.418e-05,0.0027729,0.00011868,2.09e-06,0.00348046,7.914e-05
DEL,repeats,4,4,0,5e-08,0.00396726,0.00018773,0.00017351,0.0032724,1.453e-05,0,0.00017394,0
DEL,repeats,4,5+,0.00013984,2.521e-05,0.00164761,2.613e-05,6.253e-05,0.00100525,9.141e-05,2.85e-06,0.00067197,3.765e-05
DEL,repeats,5+,0,0,0,0.00617185,0.29369343,0.00101727,0.01746336,0.01686155,7.398e-05,0.00181988,0.00072463
DEL,repeats,5+,1,0.00322047,1e-08,0.00038426,6.98e-06,0,0.00079275,0.00741043,0.00018126,0.01156203,0.00045482
DEL,repeats,5+,2,0.00041638,8.658e-05,0.00041671,0.00031498,2.493e-05,0.00032383,0.00041678,6.99e-05,0.00271761,5.161e-05
DEL,repeats,5+,3,0.00011263,3.12e-06,0.00042586,2.38e-06,2.356e-05,0.00011461,0.00017367,0.00010009,0.0009461,0.00011313
DEL,repeats,5+,4,6.519e-05,1.77e-06,0.00016195,2.42e-06,4.44e-05,5.721e-05,7.996e-05,7.14e-05,0.00013587,2.234e-05
DEL,repeats,5+,5+,2.404e-05,1.62e-05,0.00057223,1.551e-05,1.51e-06,0.00052928,0,3.821e-05,0.00010873,8.5e-07
INS,repeats,2,0,0.0001906,0.00053944,0.00481662,0.00201832,0.00217653,0.00947821,0.00194893,0.00090974,0.00096045,0.02576441
INS,repeats,2,1,0.00023391,3.35e-06,0.01834928,0.00163972,0.00305961,0.01148581,7.893e-05,0.00095826,0.00024517,0
INS,repeats,2,2,0.0009126,0.00020817,0.00805784,0.00034827,0.00137804,0.00407576,0.00043293,0.00033132,0.00013503,0.00102378
INS,repeats,2,3,0.00037765,0.00041752,0.00190848,0.00040096,0.00085415,0.00103795,0.0003409,0.00047034,0.00041742,0.00094343
INS,repeats,2,4,0.00189009,0.0023261,0.00386233,0.00040311,0.00023805,0.00043918,3.812e-05,0.00017531,0.00102994,0.00347792
INS,repeats,2,5+,0.01322868,0.01365764,0.03731512,0.00494393,3.78e-06,0.00431973,9.08e-06,0.00064375,0.00965695,0.00028874
INS,repeats,3,0,9e-08,4.485e-05,0.00353352,0.00042574,0.00023594,0.0025385,0.00101502,0.00040959,0.00014027,0.0079411
INS,repeats,3,1,0.0009391,0.00033118,0.00668044,0.00058072,0.00039549,0.00559789,5.266e-05,0.00058787,0.00067812,0.00302616
INS,repeats,3,2,0.00015955,3.189e-05,0.00149801,2.794e-05,0.00013559,0.00085628,0.00082179,9.8e-07,0.00104004,0.00030181
INS,repeats,3,3,5e-06,0.00013762,9.463e-05,3.322e-05,4.19e-06,6.005e-05,0.00029954,3.401e-05,3.414e-05,0.00031882
INS,repeats,3,4,0.00011367,9.267e-05,0.00019853,0.00011643,1.327e-05,2.439e-05,0.00014275,4.759e-05,0.00014724,0.00088142
