MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00219081	0.00000128	0.00254259	0.03019744	0.08747028	0.00498325	0.02245496	0.37112745	0.01097279	0.00340143
1:Del:C:1	0.00000000	0.00001179	0.00501801	0.01963962	0.23188853	0.00481193	0.00121593	0.09380146	0.00046186	0.00009629
1:Del:C:2	0.00000000	0.00000000	0.00538626	0.00022467	0.21125170	0.00728972	0.00374122	0.00000000	0.00122758	0.00000000
1:Del:C:3	0.00212597	0.00182586	0.00847565	0.00490826	0.07526629	0.00584487	0.00002682	0.01031407	0.00140073	0.00051964
1:Del:C:4	0.00323612	0.00049523	0.00447317	0.00057676	0.04421917	0.00114919	0.00166848	0.01377576	0.00276796	0.00134872
1:Del:C:5	0.01403929	0.00179763	0.01392454	0.00125433	0.02613593	0.00205262	0.00101432	0.00024945	0.00485796	0.00346088
1:Del:T:0	0.00520743	0.00088394	0.11244051	0.03557820	0.02409845	0.07021772	0.00041446	0.11651486	0.00605297	0.01654474
1:Del:T:1	0.00000000	0.00000001	0.00645511	0.01318968	0.00380039	0.38350535	0.00001278	0.00816356	0.00908110	0.00000092
1:Del:T:2	0.00619171	0.00005292	0.12911219	0.00575353	0.00337803	0.06636078	0.00781813	0.08896064	0.00217060	0.00594482
1:Del:T:3	0.01748119	0.00107838	0.10748641	0.00491685	0.00336677	0.07595341	0.01939079	0.11520182	0.00689583	0.01328296
1:Del:T:4	0.03892914	0.00237384	0.11774282	0.00419107	0.00291547	0.03169392	0.01373603	0.10445236	0.01202905	0.00972624
1:Del:T:5	0.84508438	0.00042067	0.01204795	0.00049443	0.00088411	0.00207848	0.00008443	0.01021297	0.00075911	0.06033227
1:Ins:C:0	0.00000001	0.00000002	0.00000003	0.00000013	0.00000014	0.00000006	0.00000002	0.00000023	0.00000009	0.52703285
1:Ins:C:1	0.00019690	0.00000710	0.00800218	0.00214110	0.00469130	0.00282786	0.00137601	0.00000000	0.00001679	0.01394951
1:Ins:C:2	0.00000513	0.00000033	0.00578956	0.00171384	0.00375665	0.00332333	0.00001670	0.00000219	0.00004677	0.00043179
1:Ins:C:3	0.00033261	0.00071226	0.00195053	0.00013159	0.00851324	0.00039270	0.00000000	0.00001697	0.00084521	0.00069096
1:Ins:C:4	0.00245533	0.00122081	0.00416299	0.00036049	0.00821182	0.00049133	0.00023501	0.00009279	0.00093289	0.00070544
1:Ins:C:5	0.00670919	0.01992732	0.02861266	0.00362507	0.00817751	0.00333713	0.00001354	0.00064636	0.00704077	0.00255644
1:Ins:T:0	0.00093783	0.00227211	0.00191777	0.00399306	0.01733345	0.02278907	0.00633423	0.01380356	0.00461170	0.03796545
1:Ins:T:1	0.00000000	0.00000001	0.01172598	0.00474965	0.06445713	0.01069962	0.00020499	0.00419833	0.00019035	0.00280967
1:Ins:T:2	0.00044508	0.00000827	0.03232097	0.00067932	0.05486132	0.01545516	0.00000000	0.00004564	0.00012825	0.00126748
1:Ins:T:3	0.00087139	0.00335571	0.02497859	0.00119517	0.03093729	0.01632922	0.00005086	0.00015846	0.00116384	0.00019898
1:Ins:T:4	0.00292276	0.01413498	0.02462866	0.00237307	0.00818174	0.01367419	0.00040285	0.00218270	0.00397767	0.00472559
1:Ins:T:5	0.00217440	0.91925925	0.04075009	0.01007292	0.00195209	0.00542335	0.00660584	0.01338253	0.01785373	0.16530204
2:Del:R:0	0.00003596	0.00012935	0.01557881	0.00791587	0.00877742	0.02753050	0.00017039	0.01224116	0.08653910	0.00179280
2:Del:R:1	0.00273288	0.00006595	0.01531827	0.00783913	0.01190384	0.01211948	0.00054508	0.00042580	0.19107400	0.00863639
2:Del:R:2	0.00157549	0.00040726	0.00269869	0.00022205	0.01320932	0.00297891	0.00164964	0.00004311	0.04370840	0.00280522
2:Del:R:3	0.00091234	0.00011738	0.00024628	0.00000229	0.00616600	0.00018234	0.00037942	0.00000764	0.00981673	0.00031076
2:Del:R:4	0.00088374	0.00001049	0.00068239	0.00024868	0.00326893	0.00029698	0.00011906	0.00017205	0.00321005	0.00036903
2:Del:R:5	0.00000000	0.00000001	0.01758682	0.00044376	0.00077046	0.01705953	0.00000692	0.00000286	0.00103973	0.00000001
3:Del:R:0	0.00000035	0.00001520	0.01183097	0.01427334	0.00177704	0.01460995	0.00084098	0.00081180	0.00437530	0.00146039
3:Del:R:1	0.00365367	0.00344517	0.01219430	0.00138427	0.00000637	0.00242224	0.00400077	0.00137383	0.09815649	0.00590001
3:Del:R:2	0.00191262	0.00049182	0.00235911	0.00028317	0.00000085	0.00101448	0.00050729	0.00052938	0.01405467	0.00168311
3:Del:R:3	0.00041026	0.00025210	0.00142416	0.00037920	0.00002531	0.00032239	0.00012606	0.00019294	0.00366184	0.00037284
3:Del:R:4	0.00000000	0.00000001	0.00521117	0.00010299	0.00001233	0.00363834	0.00000015	0.00000873	0.00048335	0.00000851
3:Del:R:5	0.00000000	0.00000001	0.00818841	0.00014456	0.00020110	0.00518683	0.00003933	0.00000956	0.00036677	0.00002025
4:Del:R:0	0.00000220	0.00004756	0.00565875	0.00765412	0.00058914	0.01194732	0.00241285	0.00035504	0.00573173	0.00034046
4:Del:R:1	0.00173858	0.00036748	0.00302902	0.00058479	0.00104033	0.00087356	0.00257387	0.00230374	0.05436842	0.00110490
4:Del:R:2	0.00047517	0.00000000	0.00005542	0.00000377	0.00000000	0.00011121	0.00051511	0.00004076	0.01026531	0.00061578
4:Del:R:3	0.00000000	0.00000001	0.00294580	0.00005390	0.00004418	0.00277290	0.00011868	0.00000209	0.00348046	0.00007914
4:Del:R:4	0.00000000	0.00000005	0.00396726	0.00018773	0.00017351	0.00327240	0.00001453	0.00000000	0.00017394	0.00000000
