"ex.sig","ref.sig","sim"
"W.19","SBS1",0.995671496971514
"W.26","SBS2",0.975158928431506
"W.9","SBS4",0.998199475340318
"W.2","SBS7a",0.995707014044385
"W.11","SBS7b",0.997363644867778
"W.1","SBS7c",0.998894438212
"W.29","SBS7d",0.988137826433083
"W.34","SBS12",0.981960977979441
"W.30","SBS13",0.999813706525576
"W.7","SBS17a",0.999575435770036
"W.24","SBS17b",0.998366765912064
"W.15","SBS18",0.979845978943546
"W.8","SBS22",0.988852690422571
"W.10","SBS28",0.978477061510149
"W.25","SBS41",0.900411169997616
"W.38","SBS44",0.96097321647062
