"ex.sig","ref.sig","sim"
"ID83A","ID2",0.998923183318202
"ID83B","ID1",0.999844118517937
"ID83E","ID8",0.986734412887722
"ID83F","ID6",0.995157447641415
"ID83G","ID3",0.981480210251452
"ID83H","ID9",0.991870478093362
"ID83I","ID13",0.985486619327378
"ID83J","ID4",0.995517973193604
"ID83K","ID11",0.993320109406129
"ID83L","ID14",0.965446455100822
