"","mean","stdev"
"averCosSim",0.990283383804164,0.00346400347119966
"falseNeg",4.2,1.48323969741913
"falsePos",3.4,0.894427190999916
"truePos",6.8,1.48323969741913
"TPR",0.618181818181818,0.134839972492648
"PPV",0.663181818181818,0.0879107830992534
