Signature,NumberOfPostSamples
low confidence hdp.1,3400
low confidence hdp.2,3384
low confidence hdp.3,2397
low confidence hdp.4,1800
low confidence hdp.5,1386
low confidence hdp.6,800
low confidence hdp.7,711
low confidence hdp.8,670
low confidence hdp.9,150
low confidence hdp.10,72
low confidence hdp.11,68
low confidence hdp.12,11
low confidence hdp.13,10
low confidence hdp.14,4
low confidence hdp.15,4
