Signature,NumberOfPostSamples
low confidence hdp.1,3278
low confidence hdp.2,3097
low confidence hdp.3,2800
low confidence hdp.4,1400
low confidence hdp.5,800
low confidence hdp.6,600
low confidence hdp.7,477
low confidence hdp.8,200
low confidence hdp.9,200
low confidence hdp.10,192
low confidence hdp.11,151
low confidence hdp.12,124
low confidence hdp.13,119
