"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.99893488879166
"hdp.2","SBS17b",0.999335052672947
"hdp.3","SBS7a",0.972773884314275
"hdp.4","SBS2",0.999889990123804
"hdp.5","SBS35",0.998140339331253
"hdp.6","SBS13",0.99815547603015
"hdp.7","SBS40",0.999087610595569
"hdp.8","SBS44",0.994078187412261
"hdp.9","SBS3",0.997943701420162
"hdp.10","SBS4",0.99912510134698
"hdp.11","SBS5",0.999126418637858
"hdp.12","SBS22",0.988699999816764
"hdp.13","SBS28",0.984317551966052
"hdp.14","SBS12",0.993170518118166
"hdp.15","SBS7d",0.975330714520709
"hdp.16","SBS17a",0.998462624786976
"hdp.17","SBS41",0.992666505287527
"hdp.18","SBS7c",0.9993240520405
"hdp.19","SBS18",0.997421663238794
"hdp.20","SBS16",0.990366325114454
"hdp.21","SBS7b",0.99573072099793
"hdp.22","SBS29",0.950557928534266
