"ex.sig","gt.sig","sim"
"SBS96B","SBS3",0.923347428304789
"SBS96C","SBS40",0.916021302006706
"SBS96D","SBS4",0.984274127250066
"SBS96E","SBS7a",0.925785600915139
"SBS96F","SBS1",0.999299348172735
"SBS96G","SBS12",0.902315686869557
"SBS96H","SBS2",0.996851901514702
"SBS96I","SBS17b",0.999589900152594
"SBS96J","SBS7b",0.979478220913093
"SBS96K","SBS18",0.987493052871143
"SBS96L","SBS44",0.994346082582157
"SBS96M","SBS17a",0.99969465332957
"SBS96N","SBS13",0.99872580045056
"SBS96O","SBS7c",0.99653245559594
"SBS96P","SBS7d",0.965779829561794
"SBS96Q","SBS22",0.980568743200696
"SBS96R","SBS28",0.947719803394385
